频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间,是否假源,是否轮回,轮回相似度,检测信息
安徽影视频道,https://ahlive.ahwanyun.cn/live/8534e69a9af14e41a362bcef71d7896f/hls.m3u8,,,,,,,1920x1080,CCSH.txt,2901,200,成功,h264,1920x1080,25.0,有音频,7.501,否,否,0.5104,
五星体育,https://migu.188766.xyz/?migutoken=3ffd4ccdc33fd92c4754ea97b9e8717d&id=%E4%BA%94%E6%98%9F%E4%BD%93%E8%82%B2&pp=1,,,,,,,1280x720,CCSH.txt,49,403,成功,h264,1280x720,30.0,有音频,2.883,否,否,0.5104,
海南公共,http://8.138.7.223/tv/hainan.php?id=ggpd,,,,,,,1920x1080,CCSH.txt,1660,200,成功,h264,1920x1080,30.0,有音频,16.905,否,否,0.5312,
靖洋卡通,http://nmk.ioapk.com:5050/li-4gtv-4gtv057/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,1212,200,成功,h264,1920x1080,30.0,有音频,4.908,否,否,0.5365,
解说_扁豆看电影,https://live.metshop.top/huya/16028551,,,,,,,1920x1080,CCSH.txt,1536,200,成功,h264,1920x1080,24.0,有音频,2.027,否,否,0.0000,all_grab_failed
靖天卡通,http://220.135.64.124:5050/li-4gtv-4gtv044/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,878,200,成功,h264,1920x1080,30.0,有音频,9.184,否,否,0.0000,
绍兴新闻,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed?,,,,,,,720x576,CCSH.txt,1332,200,成功,h264,720x576,25.0,有音频,2.222,否,否,0.5729,
靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild,,,,,,,720x576,CCSH.txt,752,200,成功,h264,720x576,25.0,有音频,2.374,否,否,0.5677,
靖洋卡通,http://nmk.ioapk.com:5050/4gtv-4gtv057/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,1220,200,成功,h264,1920x1080,30.0,有音频,4.324,否,否,0.4740,
动物世界,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/71d7dce230b74c1b9e35b41e837ffc5f/1200.m3u8,,,,,,,480x270,CCSH.txt,1731,200,成功,h264,480x270,25.0,有音频,2.309,否,否,0.5052,
渠县新闻综合,http://183.222.248.153:81/hls/cfp2p8m3.m3u8,,,,,,,1280x720,CCSH.txt,495,200,成功,h264,1280x720,25.0,有音频,3.080,否,否,0.6250,
解说_扁豆看电影,https://www.goodiptv.club/huya/16028551,,,,,,,1920x1080,CCSH.txt,2650,200,成功,h264,1920x1080,24.0,有音频,2.171,否,否,0.0000,all_grab_failed
名侦探柯南,http://www.douzhicloud.site:35455/huya/30080236,,,,,,,1280x720,CCSH.txt,1369,200,成功,h264,1280x720,25.0,有音频,1.426,否,否,0.0000,all_grab_failed
扬州邗江频道,http://cm-wshls.homecdn.com/8c3.m3u8,,,,,,,1280x720,CCSH.txt,4525,200,成功,h264,1280x720,25.0,有音频,5.737,否,否,0.5677,
浙江数码时代,http://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8,,,,,,,1280x720,CCSH.txt,615,200,成功,h264,1280x720,25.0,有音频,2.817,否,否,0.5312,
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd,,,,,,,1920x1080,CCSH.txt,477,200,成功,h264,1920x1080,25.0,有音频,2.310,否,否,0.5885,
八里沟风景区桃花湾瀑布,https://gcalic.v.myalicdn.com/gc/blg05_1/index.m3u8,,,,,,,1920x1080,CCSH.txt,327,200,成功,h264,1920x1080,25.0,有音频,4.888,否,否,0.5938,
海南少儿,https://migu.188766.xyz/?migutoken=28b68d3011c0f46643b9e8df0320e98e&id=hn_sepd&type=sz,,,,,,,1280x720,CCSH.txt,56,403,成功,h264,1280x720,25.0,有音频,4.123,否,否,0.5260,
云南大理崇圣寺三塔中景,https://gcalic.v.myalicdn.com/gc/dlst03_1/index.m3u8,,,,,,,1280x720,CCSH.txt,322,200,成功,h264,1280x720,25.0,有音频,3.956,否,否,0.5990,
南宁公共,https://hls.nntv.cn/nnlive/GGPD_24.m3u8,,,,,,,1280x720,CCSH.txt,2732,200,成功,h264,1280x720,25.0,有音频,9.322,否,否,0.5677,
江苏-无锡鼋头渚赏樱阁,https://gcalic.v.myalicdn.com/gc/pshdxg01_1/index.m3u8?contentid=2820180516001,,,,,,,1920x1080,CCSH.txt,811,200,成功,h264,1920x1080,25.0,有音频,4.390,否,否,0.5990,
解说_默爷侃电影,https://live.metshop.top/huya/17204307,,,,,,,1920x1080,CCSH.txt,1448,200,成功,h264,1920x1080,30.0,有音频,1.832,否,否,0.5000,
凤凰古城南华山,https://gcalic.v.myalicdn.com/gc/fhgcdnhs_1/index.m3u8,,,,,,,1920x1080,CCSH.txt,316,200,成功,h264,1920x1080,25.0,有音频,5.295,否,否,0.5469,
四川峨眉山远眺万佛顶,https://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8,,,,,,,1280x720,CCSH.txt,339,200,成功,h264,1280x720,25.0,有音频,4.506,否,否,0.5365,
海宁新闻综合,https://stream1.freetv.fun/hai-zhu-xin-wen-zong-he-3.m3u8,,,,,,,1280x720,CCSH.txt,10,403,成功,h264,1280x720,25.0,有音频,5.640,否,否,0.5521,
赣州新闻,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526329228525.m3u8,,,,,,,1920x1080,CCSH.txt,1208,200,成功,h264,1920x1080,25.0,有音频,5.607,否,否,0.6042,
浙江教育,https://stream1.freetv.fun/zhe-jiang-jiao-yu-7.m3u8,,,,,,,640x360,CCSH.txt,9,403,成功,h264,640x360,25.0,有音频,3.080,否,否,0.0000,
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-35.ctv,,,,,,,1280x720,CCSH.txt,9,403,成功,h264,1280x720,25.0,有音频,1.178,否,否,0.5312,
解说_老皮讲电影,http://live.nctv.top/huya.php?id=16968572,,,,,,,1920x1036,CCSH.txt,1738,200,成功,h264,1920x1036,60.0,有音频,3.663,否,否,0.5833,
长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd,,,,,,,1920x1080,CCSH.txt,2175,200,成功,h264,1920x1080,30.0,有音频,3.106,否,否,0.6146,
解说_大象放映室,https://live.metshop.top/huya/21277391,,,,,,,1920x1080,CCSH.txt,4848,200,成功,h264,1920x1080,30.0,有音频,1.350,否,否,0.0000,
辽宁影视剧,http://120.76.248.139/live/bfgd/4200000070.m3u8,,,,,,,1280x720,CCSH.txt,4576,200,成功,h264,1280x720,25.0,有音频,3.194,否,否,0.5833,
淮安新闻综合,https://migu.188766.xyz/?migutoken=cfa5d798c6f64abbe7436294546abd43&id=%E6%B7%AE%E5%AE%89%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy,,,,,,,854x480,CCSH.txt,58,403,成功,h264,854x480,25.0,有音频,2.845,否,否,0.5469,
恒山悬空寺全景,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8,,,,,,,1920x1080,CCSH.txt,1979,200,成功,h264,1920x1080,25.0,有音频,4.079,否,否,0.5521,
浙江-乌镇蓝印花布,https://gcalic.v.myalicdn.com/gc/zjwzlyhb_1/index.m3u8?contentid=2820180516001,,,,,,,1280x720,CCSH.txt,324,200,成功,h264,1280x720,25.0,有音频,3.958,否,否,0.6510,
广东民生,http://120.238.94.82:9901/tsfile/live/1011_1.m3u8?key=txiptv,,,,,,,1920x1080,CCSH.txt,519,200,成功,h264,1920x1080,25.0,有音频,17.213,否,否,0.0000,all_grab_failed
普陀新闻,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed?,,,,,,,1280x720,CCSH.txt,359,200,成功,h264,1280x720,,有音频,2.062,否,否,0.4844,
四川科教,http://8.138.7.223/【公众号：榴芒电视】/四川科教.m3u8,,,,,,,1920x1080,CCSH.txt,243,200,成功,h264,1920x1080,25.0,有音频,3.295,否,否,0.5104,
海南少儿,https://migu.188766.xyz/?migutoken=a26fbf88d518c22fe4f4f0ff36fc07f8&id=hn_sepd&type=sz,,,,,,,1920x1080,CCSH.txt,43,403,成功,h264,1920x1080,28.0,有音频,0.578,否,否,0.5000,
余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed,,,,,,,1920x1080,CCSH.txt,300,200,成功,h264,1920x1080,25.0,有音频,2.432,否,否,0.5365,
浙江民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8,,,,,,,1920x1080,CCSH.txt,245,200,成功,h264,1920x1080,25.0,有音频,2.758,否,否,0.5573,
埋堆堆2,http://cfss.cc/cdn/hy/23735126.flv,,,,,,,1920x1080,CCSH.txt,2702,200,成功,h264,1920x1080,30.0,有音频,3.095,否,否,0.0000,
埋堆堆17,http://cfss.cc/cdn/hy/23903130.flv,,,,,,,1920x1080,CCSH.txt,3392,200,成功,h264,1920x1080,25.0,有音频,2.878,否,否,0.0000,
佛山公共,https://stream1.freetv.fun/fo-shan-gong-gong-23.ctv,,,,,,,,CCSH.txt,10,403,成功,h264,,25.0,有音频,2.619,否,否,0.4792,
世界地理,http://183.11.239.36:808/hls/11/index.m3u8,,,,,,,1920x1080,CCSH.txt,514,200,成功,h264,1920x1080,50.0,有音频,16.523,否,否,0.0000,all_grab_failed
金鹰卡通,http://8.138.7.223/tv/mgtv.php?id=287,,,,,,,640x360,CCSH.txt,2075,200,成功,h264,640x360,25.0,有音频,1.693,否,否,0.5833,
五星体育,https://migu.188766.xyz/?migutoken=04c166df0c11b6712baee9e42c0b6a67&id=%E4%BA%94%E6%98%9F%E4%BD%93%E8%82%B2&pp=1,,,,,,,1920x1080,CCSH.txt,58,403,成功,h264,1920x1080,28.0,有音频,0.590,否,否,0.5000,
衢江新闻,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed?,,,,,,,1920x1080,CCSH.txt,335,200,成功,h264,1920x1080,25.0,有音频,2.576,否,否,0.6354,
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd,,,,,,,1920x1080,CCSH.txt,1342,200,成功,h264,1920x1080,25.0,有音频,2.139,否,否,0.5938,
萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?,,,,,,,1280x720,CCSH.txt,304,200,成功,h264,1280x720,25.0,有音频,2.260,否,否,0.5052,
北京新闻,http://8.138.7.223/tv/bj.php?id=0007,,,,,,,1920x1080,CCSH.txt,1671,200,成功,h264,1920x1080,30.0,有音频,9.416,否,否,0.5312,
靖天卡通,http://nmk.ioapk.com:5050/4gtv-4gtv044/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,580,200,成功,h264,1920x1080,30.0,有音频,9.165,否,否,0.5312,
云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8?zzhed,,,,,,,1280x720,CCSH.txt,307,200,成功,h264,1280x720,25.0,有音频,2.715,否,否,0.5573,
庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?zzhed,,,,,,,1920x1080,CCSH.txt,302,200,成功,h264,1920x1080,25.0,有音频,2.335,否,否,0.5312,
哈尔滨生活,https://stream1.freetv.fun/ha-er-bin-sheng-huo-5.m3u8,,,,,,,640x480,CCSH.txt,9,403,成功,h264,640x480,25.0,有音频,7.731,否,否,0.5000,
解说_阿良说剧,http://live.nctv.top/huya.php?id=20488841,,,,,,,1920x1036,CCSH.txt,932,200,成功,h264,1920x1036,60.0,有音频,3.534,否,否,0.5781,
龙华卡通,http://nmk.ioapk.com:5050/li-litv-longturn01/index.m3u8?proxy=true,,,,,,,1280x720,CCSH.txt,308,200,成功,h264,1280x720,30.0,有音频,5.229,否,否,0.6458,
东森美洲卫视,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8,,,,,,,1920x1080,CCSH.txt,351,200,成功,h264,1920x1080,29.97002997002997,有音频,1.229,否,否,0.5833,
麻栗坡电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8?zyund,,,,,,,1920x1080,CCSH.txt,720,200,成功,h264,1920x1080,,有音频,7.426,否,否,0.5573,
泰山碧霞祠,https://gcalic.v.myalicdn.com/gc/hkts03_1/index.m3u8,,,,,,,1280x720,CCSH.txt,263,200,成功,h264,1280x720,25.0,有音频,3.770,否,否,0.6562,
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?,,,,,,,1920x1080,CCSH.txt,252,200,成功,h264,1920x1080,25.0,有音频,4.307,否,否,0.6094,
广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-gao-qing-13.ctv,,,,,,,1920x1080,CCSH.txt,27,403,成功,h264,1920x1080,25.0,有音频,2.727,否,否,0.0000,
河南都市,https://migu.188766.xyz/?migutoken=660f2f189a5c7829b19f853d491ca789&id=%E9%83%BD%E5%B8%82%E9%A2%91%E9%81%93&type=yy,,,,,,,1920x1080,CCSH.txt,340,403,成功,h264,1920x1080,28.0,有音频,0.635,否,否,0.5000,
福建武夷山玉女峰,https://gcalic.v.myalicdn.com/gc/wysynf_1/index.m3u8,,,,,,,1280x720,CCSH.txt,305,200,成功,h264,1280x720,25.0,有音频,3.777,否,否,0.5677,
解说_阿钙扒瞎,http://live.nctv.top/huya.php?id=15978172,,,,,,,1920x1036,CCSH.txt,1513,200,成功,h264,1920x1036,60.0,有音频,3.525,否,否,0.5990,
云和新闻,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8?,,,,,,,1280x720,CCSH.txt,909,200,成功,h264,1280x720,25.0,有音频,2.391,否,否,0.5365,
浙江-乌镇全景,https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8?contentid=2820180516001,,,,,,,1920x1080,CCSH.txt,340,200,成功,h264,1920x1080,25.0,有音频,4.645,否,否,0.6146,
航拍中国第三季,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/18a8a559464448dbaf60d33913e09aea/1200.m3u8,,,,,,,480x270,CCSH.txt,1098,200,成功,h264,480x270,25.0,有音频,2.153,否,否,0.5990,
广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-gao-qing-9.ctv,,,,,,,1920x1080,CCSH.txt,11,403,成功,h264,1920x1080,25.0,有音频,3.911,否,否,0.5104,
天津,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/5f03d9f1684241f696b25a19ffc44145/main.m3u8,,,,,,,480x270,CCSH.txt,1461,200,成功,h264,480x270,25.0,有音频,6.728,否,否,0.6146,
南京十八,https://migu.188766.xyz/?migutoken=00607d915440bbdef997c8be39a72478&id=%E5%8D%97%E4%BA%AC%E5%8D%81%E5%85%AB%E9%A2%91%E9%81%93&type=yy,,,,,,,1920x1080,CCSH.txt,75,403,成功,h264,1920x1080,28.0,有音频,0.579,否,否,0.5000,
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8,,,,,,,1920x1080,CCSH.txt,270,200,成功,h264,1920x1080,25.0,有音频,2.285,否,否,0.5521,
广西桂林漓江景区,https://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8,,,,,,,1280x720,CCSH.txt,2034,200,成功,h264,1280x720,25.0,有音频,3.940,否,否,0.6094,
双流综合,http://8.138.7.223/tv/cditv.php?id=slzh,,,,,,,960x540,CCSH.txt,4488,200,成功,h264,960x540,25.0,有音频,9.043,否,否,0.5990,
松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?zzhed?,,,,,,,1920x1080,CCSH.txt,305,200,成功,h264,1920x1080,25.0,有音频,3.554,否,否,0.5833,
广东体育,http://8.138.7.223/tv/gd.php?id=00031,,,,,,,1920x1080,CCSH.txt,1593,200,成功,h264,1920x1080,30.0,有音频,13.104,否,否,0.5312,
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8?zjild,,,,,,,720x576,CCSH.txt,1465,200,成功,h264,720x576,25.0,有音频,3.553,否,否,0.6042,
中央电视塔南,https://gcalic.v.myalicdn.com/gc/ztn_1/index.m3u8,,,,,,,1280x720,CCSH.txt,315,200,成功,h264,1280x720,25.0,有音频,4.110,否,否,0.5885,
都江堰鱼嘴,https://gcalic.v.myalicdn.com/gc/djyqyl1_1/index.m3u8,,,,,,,1280x720,CCSH.txt,261,200,成功,h264,1280x720,25.0,有音频,3.843,否,否,0.5208,
浙江-舟山东极岛,https://gcalic.v.myalicdn.com/gc/djd01_1/index.m3u8?contentid=2820180516001,,,,,,,1280x720,CCSH.txt,330,200,成功,h264,1280x720,25.0,有音频,4.830,否,否,0.6146,
金鹰卡通,http://113.57.93.165:9900/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,720x576,CCSH.txt,524,200,成功,h264,720x576,25.0,有音频,17.606,否,否,0.0000,all_grab_failed
泰山玉皇顶,https://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8,,,,,,,1920x1080,CCSH.txt,310,200,成功,h264,1920x1080,25.0,有音频,4.433,否,否,0.5469,
浙江教育,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?,,,,,,,1920x1080,CCSH.txt,244,200,成功,h264,1920x1080,25.0,有音频,3.980,否,否,0.5938,
人与自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8,,,,,,,480x270,CCSH.txt,2033,200,成功,h264,480x270,25.0,有音频,2.123,否,否,0.5469,
五华综合,http://p2hs.vzan.com/slowlive/621139761151691240/live.m3u8,,,,,,,1920x1080,CCSH.txt,1920,200,成功,h264,1920x1080,30.0,有音频,7.456,否,否,0.5781,
平湖民生,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed?,,,,,,,1280x720,CCSH.txt,380,200,成功,h264,1280x720,25.0,有音频,1.908,否,否,0.6615,
象山新闻,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed?,,,,,,,1280x720,CCSH.txt,301,200,成功,h264,1280x720,25.0,有音频,2.393,否,否,0.5781,
名山综合,https://m3u8channel-bx.yunxya.com/nmip-media/channellive/channel104666/playlist.m3u8,,,,,,,1920x1080,CCSH.txt,2443,200,成功,h264,1920x1080,,有音频,5.444,否,否,0.0000,all_grab_failed
陕西新闻资讯,https://migu.188766.xyz/?migutoken=62382b26c1054e633728d5b96134bcb3&id=%E9%99%95%E8%A5%BF%E6%96%B0%E9%97%BB%E8%B5%84%E8%AE%AF%E9%A2%91%E9%81%93&type=yy,,,,,,,1920x1080,CCSH.txt,47,403,成功,h264,1920x1080,28.0,有音频,0.581,否,否,0.5000,
四川峨眉山远眺贡嘎雪山,https://gcalic.v.myalicdn.com/gc/emsyh_1/index.m3u8,,,,,,,1280x720,CCSH.txt,299,200,成功,h264,1280x720,25.0,有音频,3.714,否,否,0.5469,
辽宁生活,http://120.76.248.139/live/bfgd/4200000073.m3u8,,,,,,,1280x720,CCSH.txt,4584,200,成功,h264,1280x720,25.0,有音频,2.700,否,否,0.5573,
卡酷少儿,http://8.138.7.223/tv/bj.php?id=0008,,,,,,,1920x1080,CCSH.txt,1647,200,成功,h264,1920x1080,30.0,有音频,8.630,否,否,0.5312,
