频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间
AA Live (720p) [Not 24/7],https://mtulqxgomrllive.mediatriple.net/mtulqxgomrllive/broadcast_59f9c0c785b88.smil/playlist.m3u8,AnadoluAgency.tr@SD,,,,https://i.imgur.com/dWElJll.png,News,,iptv-org-all.txt,2183,403,无视频流,,,,无音频,1.077
Ardeal TV (480p),https://frn.rtsp.me/wzhx8pmNF7-kstp_J0AdjA/1695647213/hls/yZ9ED27Q.m3u8,ArdealTV.ro@SD,,,,https://i.imgur.com/5XwtFKd.png,General,,iptv-org-all.txt,1365,403,无视频流,,,,无音频,0.987
Alföld TV (1080p),https://cloudfront41.lexanetwork.com:1344/relay01/livestream006.sdp/playlist.m3u8,AlfoldTV.hu@SD,,,,https://i.imgur.com/W6jg8iM.png,Entertainment,,iptv-org-all.txt,1937,200,无视频流,,,,无音频,1.119
9 la Loma TV (1080p) [Geo-blocked],https://9laloma.tv/live.m3u8,9laLomaTV.es@SD,,,,https://i.imgur.com/WQP3el2.png,General,,iptv-org-all.txt,907,403,无视频流,,,,无音频,0.137
AE Radio TV (720p) [Not 24/7],https://tls-cl.cdnz.cl/aeradio/live/playlist.m3u8,AERadioTV.cl@SD,,,,https://i.imgur.com/425dj2i.jpeg,Music,,iptv-org-all.txt,758,200,无视频流,,,,无音频,0.894
Alhurra Iraq (720p),https://mbn-ingest-worldsafe.akamaized.net/hls/live/2038899/MBN_Iraq_Worldsafe_HLS/master.m3u8,AlhurraIraq.us@SD,,,,https://i.imgur.com/fsgQDcN.png,News,,iptv-org-all.txt,2155,200,无视频流,,,,无音频,4.182
Alfa Dramas (226p) [Not 24/7],https://www.hellasnet.tv/rest2.live.hn/w2r.alf/playlist.m3u8,AlfaDramas.gr@SD,,,,https://i.imgur.com/wnVEvRM.png,Movies,,iptv-org-all.txt,4148,502,无视频流,,,,无音频,2.872
ABC (WPLG-DT1) Miami FL (720p),https://pubads.g.doubleclick.net/ssai/event/tQD6w9OJQVOobcyV3Dammw/master.m3u8,WPLGDT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/WPLG_Local_10_%282014%2C_without_ABC_logo%29.svg/884px-WPLG_Local_10_%282014%2C_without_ABC_logo%29.svg.png,News,,iptv-org-all.txt,433,200,无视频流,,,,无音频,1.620
ARTE (720p) [Geo-blocked],https://artesimulcast.akamaized.net/hls/live/2030993/artelive_de/index.m3u8,arte.de@SD,,,,https://i.imgur.com/ecXMjNl.png,Entertainment,,iptv-org-all.txt,644,403,无视频流,,,,无音频,0.930
Arte (720p) [Geo-blocked],https://artesimulcast.akamaized.net/hls/live/2031003/artelive_fr/index.m3u8,arte.fr@SD,,,,https://i.imgur.com/ecXMjNl.png,Entertainment,,iptv-org-all.txt,510,403,无视频流,,,,无音频,0.641
ALTV (1080p),https://thaipbs-ujxrch.cdn.byteark.com/live/playlist_1080p/index.m3u8,ALTV.th@SD,,,,https://i.imgur.com/MCbCSWv.png,Education,,iptv-org-all.txt,93,403,无视频流,,,,无音频,0.137
8 Out of 10 Cats (1080p) [Geo-blocked],https://amg00627-amg00627c37-samsung-au-4294.playouts.now.amagi.tv/playlist/amg00627-banijayfast-8outof10cats-samsungau/playlist.m3u8,,,,,,Undefined,,iptv-org-all.txt,831,403,无视频流,,,,无音频,0.074
13 Humor (1080p),https://origin.dpsgo.com/ssai/event/cKWySXKgSK-SzlJmESkOWw/master.m3u8,13Humor.cl@SD,,,,https://i.imgur.com/KvMuTzN.png,Comedy,,iptv-org-all.txt,594,200,无视频流,,,,无音频,1.504
伊犁汉语综合,http://110.153.180.106:55555/out_1/index.m3u8,,,,,,新疆,,zbefine.txt,1672,200,无视频流,,,,无音频,2.185
拉萨文旅频道,http://file.lasatv.cn/cms/videos/nmip-media/channellive/channel3/playlist.m3u8,,,,,,西藏,,zbefine.txt,1632,200,超时,,,,无音频,20.016
广东-汕头市小公园,http://gcksc.v.kcdnvip.com/gc/bsszjs_1/index.m3u8,,,,,,景区,,zbefine.txt,1329,403,无视频流,,,,无音频,1.799
Adithya TV (540p),http://103.140.254.2:3500/live/709.m3u8,AdithyaTV.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_ADITHYA_TV/images/LOGO_HD/image.png,Entertainment,,iptv-org-all.txt,277,500,无视频流,,,,无音频,0.565
3HD,https://lb1-live-mv.v2h-cdn.com/hls/ffae/muulk/muulk.m3u8,3HD.th@SD,,,,https://i.imgur.com/YRiulCU.png,General,,iptv-org-all.txt,206,403,无视频流,,,,无音频,1.316
Apple Valley Channel 180,https://reflect-applevalley.cablecast.tv/live-3/live/live.m3u8,AppleValleyChannel180.us@SD,,,,https://i.imgur.com/3h9RkFA.png,Legislative,,iptv-org-all.txt,279,200,无视频流,,,,无音频,0.314
Al Yaum TV (1080p),https://iko-live.akamaized.net/AlyuamTV/master.m3u8,AlYaumTV.ae@SD,,,,https://i.imgur.com/rBixF3P.png,News,,iptv-org-all.txt,581,200,无视频流,,,,无音频,11.149
2x2 (1080p),https://liveovh011.cda.pl/enc117/2x2hdraw/2x2hdraw.m3u8,2x2.pl@SD,,,,https://www.tvpolsat.info/wp-content/uploads/2023/03/2x2-logo.png,Undefined,,iptv-org-all.txt,756,200,超时,,,,无音频,20.002
Andromeda Italy (720p),https://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/60802d37ee238e0007c94e64/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown&embedPartner=samsung-tvplus&profileFloor=&profileLimit=&samsung_app_domain={APP_DOMAIN}&samsung_app_name={APP_NAME}&us_privacy=1YNY,Andromeda.us@Italy,,,,https://i.imgur.com/6ot2lmd.png,Series,,iptv-org-all.txt,1253,403,无视频流,,,,无音频,0.482
Al-Fady TV (1080p) [Not 24/7],https://5d658d7e9f562.streamlock.net/alfadytv.tv/alfadytv.smil/playlist.m3u8,AlFadyTV.us@SD,,,,https://i.postimg.cc/NjZksHKg/alfadytv.png,Religious,,iptv-org-all.txt,266,200,无视频流,,,,无音频,17.493
泰顺新闻综合,http://pili-live-hls.jrts.tianma3600.com/jrts/dspd.m3u8,,,,,,浙江,,zbefine.txt,357,403,无视频流,,,,无音频,0.215
13 Prime (720p),https://origin.dpsgo.com/ssai/event/p4mmBxEzSmKAxY1GusOHrw/master.m3u8,13P.cl@SD,,,,https://i.imgur.com/R6D228s.png,Lifestyle,,iptv-org-all.txt,461,200,无视频流,,,,无音频,1.558
30A Lionel Nation TV,https://30a-tv.com/ln.m3u8,30ALionelNation.us@SD,,,,https://m.media-amazon.com/images/I/71dgsQwVcNL.png,News,,iptv-org-all.txt,158,200,无视频流,,,,无音频,15.862
建德综合频道,http://livejdrmt.chinamcache.com/live/jdzb02.m3u8,,,,,,浙江,,zbefine.txt,1462,403,无视频流,,,,无音频,0.383
Access Sacramento Channel 17,https://reflect-access-sacramento.cablecast.tv/live-7/live/live.m3u8,AccessSacramentoChannel17.us@SD,,,,https://i.imgur.com/j0UC4ke.png,General,,iptv-org-all.txt,758,200,无视频流,,,,无音频,0.288
Arica TV (480p) [Not 24/7],https://5eff35271151c.streamlock.net:1936/8002/8002/playlist.m3u8,AricaTV.cl@SD,,,,https://i.imgur.com/I67WOgT.png,General,,iptv-org-all.txt,1706,403,无视频流,,,,无音频,0.939
8 Out of 10 Cats (1080p) [Geo-blocked],https://amg00627-amg00627c37-samsung-nz-4295.playouts.now.amagi.tv/playlist.m3u8,,,,,,Undefined,,iptv-org-all.txt,829,403,无视频流,,,,无音频,0.097
武胜综合频道,http://live2.gatv.com.cn:86/live/WS.m3u8,,,,,,四川,,zbefine.txt,1548,200,超时,,,,无音频,20.002
24Kitchen Serbia (720p),http://91.132.74.5:8000/play/a00a,24Kitchen.us@Serbia,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/24Kitchen.png/512px-24Kitchen.png,Cooking,,iptv-org-all.txt,374,403,无视频流,,,,无音频,0.434
8TV,http://cdn6.163189.xyz/163189/8tv,8TV.my@SD,,,,https://i.imgur.com/Jkx9W88.png,Entertainment,,iptv-org-all.txt,973,200,无视频流,,,,无音频,0.111
Antena HD (1080p),https://liveovh009.cda.pl/enc114/antenatvhdraw/antenatvhdraw.m3u8,AntenaHD.pl@SD,,,,https://i.imgur.com/obwYQZC.png,Entertainment,,iptv-org-all.txt,910,200,超时,,,,无音频,20.002
Al Alamiya 2,http://82.212.74.98:8000/live/7815.m3u8,AlAlamiya2.sd@SD,,,,https://i.imgur.com/5FrE3Nv.png,Education,,iptv-org-all.txt,412,200,无视频流,,,,无音频,10.710
16 Anni e Incinta Italy (720p),https://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/60940a07d88ba90007b9cb71/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown&embedPartner=samsung-tvplus&profileFloor=&profileLimit=&samsung_app_domain={APP_DOMAIN}&samsung_app_name={APP_NAME}&us_privacy=1YNY,16AnnieIncinta.us@Italy,,,,https://i.imgur.com/Y2pEs8H.png,Series,,iptv-org-all.txt,65,403,无视频流,,,,无音频,0.409
Al Maghribia,https://viamotionhsi.netplus.ch/live/eds/almaghribia/browser-dash/almaghribia.mpd,AlMaghribia.ma@SD,,,,https://i.imgur.com/7GaahYh.png,General,,iptv-org-all.txt,330,200,超时,,,,无音频,20.002
3sat (720p) [Geo-blocked],https://zdf-hls-18.akamaized.net/hls/live/2016501/dach/high/master.m3u8,3sat.de@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/3sat_2019.svg/512px-3sat_2019.svg.png,General,,iptv-org-all.txt,769,403,无视频流,,,,无音频,0.821
Almagd TV North America (1080p),https://5aafcc5de91f1.streamlock.net/almagd.tv/almagd.smil/playlist.m3u8,AlmagdTVNorthAmerica.us@SD,,,,https://i.imgur.com/3pUik3b.png,Religious,,iptv-org-all.txt,160,200,超时,,,,无音频,20.002
ANT1 (1080p) [Geo-blocked],http://d1nfykbwa3n98t.cloudfront.net/out/v1/6e5667da5a6843899a337dea72adb61b/antenna.m3u8,ANT1.gr@SD,,,,https://i.imgur.com/ItxKvVS.png,Entertainment,,iptv-org-all.txt,73,403,无视频流,,,,无音频,0.092
Arkansas PBS [Geo-blocked],https://ketsdt.lls.pbs.org/out/v1/03c094dbd7874a4a8c3fe9fb10081bdb/index.m3u8,KETSDT1.us@SD,,,,https://i.imgur.com/dNBZLtD.png,Education,,iptv-org-all.txt,719,403,无视频流,,,,无音频,0.150
Aqtóbe (576p),https://stream.kaztrk.kz/regional/aktobetv/index.m3u8,Aqtobe.kz@SD,,,,https://i.imgur.com/csKl1z6.png,General,,iptv-org-all.txt,1233,403,无视频流,,,,无音频,1.297
Aqjaiyq (576p),https://stream.kaztrk.kz/regional/oraltv/index.m3u8,Aqjaiyq.kz@SD,,,,https://i.imgur.com/ZqIzzmf.png,General,,iptv-org-all.txt,1248,403,无视频流,,,,无音频,1.311
Antena Stars (1280p),https://hls.rundletv.eu.org/LIVE$AntenaStars/6.m3u8/Level/300720051?end=END&start=LIVE,AntenaStars.ro@SD,,,,https://static.wikia.nocookie.net/logopedia/images/7/7e/A_Stars_2022.png/revision/latest/scale-to-width-down/300,Entertainment,,iptv-org-all.txt,928,200,无视频流,,,,无音频,0.705
鄞州一套,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090843.m3u8,,,,,,浙江,,zbefine.txt,751,200,无视频流,,,,无音频,15.078
Antena Uno RadioVideo (360p),https://tvdatta.com:3578/live/antenaunolive.m3u8,AntenaUnoRadiovideo.ec@SD,,,,https://i.imgur.com/PCN6iZJ.png,Undefined,,iptv-org-all.txt,291,403,无视频流,,,,无音频,0.443
南浔综合频道,http://pili-live-hls.nanxunfb.com/nanxun/live3002833-0.m3u8,,,,,,浙江,,zbefine.txt,411,403,无视频流,,,,无音频,0.434
ARAS TV (576p) [Not 24/7],http://1.rtmp.org/tv217/yayin.stream/playlist.m3u8,ArasTV.tr@SD,,,,https://i.imgur.com/JsDCyWG.png,General,,iptv-org-all.txt,1652,200,无视频流,,,,无音频,0.858
Al-Majd Holy Quran,https://edge66.magictvbox.com/liveApple/al_majd/tracks-v1a1/mono.m3u8,AlMajdHolyQuran.sa@SD,,,,https://i.imgur.com/JBelAQj.png,Religious,,iptv-org-all.txt,884,403,无视频流,,,,无音频,0.238
Al Saudiya (1080p),https://shd-gcp-live.edgenextcdn.net/live/bitmovin-saudi-tv/2ad66056b51fd8c1b624854623112e43/index.m3u8,AlSaudiya.sa@SD,,,,https://i.imgur.com/GRQTndk.png,General,,iptv-org-all.txt,189,200,超时,,,,无音频,20.001
Aaryaa TV (1080p),http://103.140.254.2:3500/live/3395.m3u8,AaryaaTV.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/aryatvtamil.png,Music,,iptv-org-all.txt,516,500,无视频流,,,,无音频,0.574
Al Alam (360p),https://live2.alalam.ir/alalam.m3u8,AlAlam.ir@SD,,,,https://i.imgur.com/Zdi31dy.png,News,,iptv-org-all.txt,1002,200,无视频流,,,,无音频,6.790
Antenne Réunion (720p) [Not 24/7],https://live-antenne-reunion.zeop.tv/live/c3eds/antreunihd/hls_fta/antreunihd.m3u8?location=ZEOP01,AntenneReunion.fr@SD,,,,https://i.imgur.com/EPIMMaB.png,General,,iptv-org-all.txt,5652,200,超时,,,,无音频,20.002
ACTV [Geo-blocked],https://tvlocales-live.freecaster.com/live/95d2f733-1bc2-4bd5-9b96-c53ed3fc450f/95d2f733-1bc2-4bd5-9b96-c53ed3fc450f.isml/master.m3u8,ACTV.be@SD,,,,https://i.postimg.cc/wMPdf2BK/actv.png,General,,iptv-org-all.txt,813,403,无视频流,,,,无音频,0.110
AB1,https://viamotionhsi.netplus.ch/live/eds/ab1/browser-dash/ab1.mpd,AB1.fr@SD,,,,https://i.imgur.com/9C7UsOe.png,Entertainment,,iptv-org-all.txt,2288,200,超时,,,,无音频,20.002
Aaj Tak (1080p),https://livehub-voidnet.onrender.com/cluster/streamcore/in/AAJTAK_REDIS.m3u8,AajTak.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_AAJ_TAK/images/LOGO_HD/image.png,News,,iptv-org-all.txt,736,200,超时,,,,无音频,20.004
Al Ekhbariya (1080p),https://shd-gcp-live.edgenextcdn.net/live/bitmovin-al-ekhbaria/297b3ef1cd0633ad9cfba7473a686a06/index.m3u8,AlEkhbariya.sa@SD,,,,https://i.imgur.com/WcRlHQm.png,News,,iptv-org-all.txt,2692,200,超时,,,,无音频,20.002
ABP Ganga (1080p),https://abplivetv.akamaized.net/hls/live/2043013/ganga/master.m3u8,ABPGanga.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/ABP_Ganga.png,News,,iptv-org-all.txt,1806,200,无视频流,,,,无音频,3.817
92 News HD (720p),http://92news.vdn.dstreamone.net/92newshd/92hd/playlist.m3u8,92NewsHD.pk@SD,,,,https://i.imgur.com/gp1Ao4s.jpeg,News,,iptv-org-all.txt,221,200,超时,,,,无音频,20.002
Animaux,https://viamotionhsi.netplus.ch/live/eds/animaux/browser-dash/animaux.mpd,Animaux.fr@SD,,,,https://i.imgur.com/FM9FVAG.png,Education,,iptv-org-all.txt,2303,200,超时,,,,无音频,20.004
ADO TV (720p),https://strhls.streamakaci.tv/ortb/ortb2-multi/playlist.m3u8,ADOTV.bj@SD,,,,https://i.imgur.com/pxFamLr.png,Kids;Sports,,iptv-org-all.txt,462,200,无视频流,,,,无音频,0.942
Al Jazeera Documentary (1080p) [Geo-blocked],https://live-hls-apps-ajd-fa.getaj.net/AJD/index.m3u8,AlJazeeraDocumentary.qa@SD,,,,https://i.imgur.com/5dNJlLo.png,Documentary,,iptv-org-all.txt,381,403,无视频流,,,,无音频,0.090
Aragon TV Internacional (720p) [Not 24/7],https://cartv.streaming.aranova.es/hls/live/aragontv_canal1.m3u8,AragonTVInternacional.es@SD,,,,https://static.wikia.nocookie.net/logopedia/images/1/12/Arag%C3%B3n_Internacional.png/revision/latest/scale-to-width-down/512,General;Public,,iptv-org-all.txt,2297,200,无视频流,,,,无音频,0.993
2GB Sydney (1080p),https://2gblive.akamaized.net/hls/live/2033805/2GB/index.m3u8,2GB.au@SD,,,,https://i.ibb.co/jwM8DFG/2GB-1.png,News,,iptv-org-all.txt,479,200,无视频流,,,,无音频,3.978
Abu Dhabi Emirates (1080p),https://admn-live-cdn-lb.starzplayarabia.com/out/v1/admn_tv_enc/emarat_tv/emarat_tv_hls_nd/index.m3u8,AbuDhabiEmirates.ae@HD,,,,https://i.imgur.com/iSbZqn4.png,General,,iptv-org-all.txt,1532,200,无视频流,,,,无音频,0.274
Abu Dhabi TV (1080p),https://admn-live-cdn-lb.starzplayarabia.com/out/v1/admn_tv_enc/abudhabi_tv/abudhabi_tv_hls_nd/index.m3u8,AbuDhabiTV.ae@SD,,,,https://i.imgur.com/8DAriPs.png,General,,iptv-org-all.txt,1019,200,无视频流,,,,无音频,0.084
Abu Dhabi Sports 1 (1080p),https://admn-live-cdn-lb.starzplayarabia.com/out/v1/admn_tv_enc/abudhabi_sports_1/abudhabi_sports_1_hls_nd/index.m3u8,AbuDhabiSports1.ae@HD,,,,https://i.imgur.com/6BVWk8z.png,Sports,,iptv-org-all.txt,1460,200,无视频流,,,,无音频,0.085
沐川综合频道,http://tvfile.mcrm.org.cn/nmip-media/channellive/channel103064/playlist.m3u8,,,,,,四川,,zbefine.txt,2341,403,无视频流,,,,无音频,1.261
Abai TV (720p),https://abaitv-stream.qazcdn.com/abaitv/abaitv/playlist.m3u8,AbaiTV.kz@SD,,,,https://i.imgur.com/Nw2R7Dq.png,Culture,,iptv-org-all.txt,2146,200,超时,,,,无音频,20.003
Anime (1080p),https://shls-live-enc.edgenextcdn.net/out/v1/e7350ddf46c94dddafe14b099394ff56/index.m3u8,Anime.sa@SD,,,,https://shahid.mbc.net/mediaObject/a5893f8d-8488-4c21-ab97-a627f99c7676?height=auto&width=512&croppingPoint=&version=1&type=png,Animation,,iptv-org-all.txt,2098,200,超时,,,,无音频,20.003
Al Saudiya Alaan (1080p),https://shd-gcp-live.edgenextcdn.net/live/bitmovin-ksa-now/71ed3aa814c643306c0a8bc4fcc7d17f/index.m3u8,AlSaudiyaAlaan.sa@SD,,,,https://i.imgur.com/sEOjApe.png,Undefined,,iptv-org-all.txt,859,200,超时,,,,无音频,20.002
Abu Dhabi Sports 2 (1080p),https://admn-live-cdn-lb.starzplayarabia.com/out/v1/admn_tv_enc/abudhabi_sports_2/abudhabi_sports_2_hls_nd/index.m3u8,AbuDhabiSports2.ae@SD,,,,https://i.imgur.com/y1I2jFK.png,Sports,,iptv-org-all.txt,1325,200,无视频流,,,,无音频,0.081
6PR Perth (1080p),https://6prlive.akamaized.net/hls/live/2033806/6PR/index.m3u8,6PR.au@SD,,,,https://i.imgur.com/Q9iCxg1.png,News,,iptv-org-all.txt,1615,200,无视频流,,,,无音频,4.466
Anime Zone TV (480p),http://animezonetv.net/hls/stream.m3u8,AnimeZoneTV.do@SD,,,,https://i.imgur.com/AHaXlCh.png,Animation,,iptv-org-all.txt,557,200,无视频流,,,,无音频,0.402
Agrotendencia TV (1080p),https://5fc584f3f19c9.streamlock.net/agrotendencia/videoagrotendencia_hls1/playlist.m3u8,AgrotendenciaTV.cr@SD,,,,https://i.imgur.com/frd60hR.png,Outdoor,,iptv-org-all.txt,706,403,无视频流,,,,无音频,0.146
拉萨藏语综合,http://file.lasatv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8,,,,,,西藏,,zbefine.txt,1567,200,超时,,,,无音频,20.001
Adventure Sports TV (1080p),https://d3rl6ns7c3ilda.cloudfront.net/scheduler/scheduleMaster/438.m3u8,AdventureSportsTV.us@SD,,,,https://i.imgur.com/9oyc88J.png,Sports,,iptv-org-all.txt,70,200,无视频流,,,,无音频,0.275
1001 Noites (720p) [Not 24/7],https://cdn.jmvstream.com/w/LVW-8155/ngrp:LVW8155_41E1ciuCvO_all/playlist.m3u8,1001Noites.br@SD,,,,https://i.imgur.com/dWA9y2J.png,Shop,,iptv-org-all.txt,3412,503,无视频流,,,,无音频,1.694
3Cat Exclusiu 1 (1080p) [Geo-blocked],https://directes-tv-cat.3catdirectes.cat/live-content/oca1-hls/master.m3u8,3CatExclusiu1.es@SD,,,,https://i.imgur.com/YQvLPT1.png,News;Public,,iptv-org-all.txt,387,403,无视频流,,,,无音频,0.094
3Cat Exclusiu 2 (1080p) [Geo-blocked],https://directes-tv-cat.3catdirectes.cat/live-content/oca2-hls/master.m3u8,3CatExclusiu2.es@SD,,,,https://i.imgur.com/YQvLPT1.png,News;Public,,iptv-org-all.txt,112,403,无视频流,,,,无音频,0.073
5 Канал,https://streaming.televizor-24-tochka.ru/live/8.m3u8,Channel5.ru@SD,,,,https://i.imgur.com/KPXMa3U.png,General,,iptv-org-all.txt,2169,403,无视频流,,,,无音频,1.214
Alfa Sport (1080p) [Not 24/7],https://dev.aftermind.xyz/edge-hls/unitrust/alfasports/index.m3u8?token=8TXWzhY3h6jrzqEqx,AlfaSport.cy@SD,,,,https://i.imgur.com/vhMPYIW.png,Sports,,iptv-org-all.txt,1958,403,无视频流,,,,无音频,0.867
Ark TV (1080p) [Not 24/7],https://stream.hydeinnovations.com/arktv-international/index.fmp4.m3u8,ArkTV.ug@SD,,,,https://i.imgur.com/yCHNZXD.png,Religious,,iptv-org-all.txt,1485,200,超时,,,,无音频,20.002
Alerth Alnabawi Channel (576p),http://82.212.74.2:8000/live/7307.m3u8,AlerthAlnabawiChannel.jo@SD,,,,https://i.imgur.com/iYibJxK.png,Religious,,iptv-org-all.txt,414,200,无视频流,,,,无音频,10.667
Al Rafidain (720p) [Not 24/7],https://arrafidain.tvplayer.online/arrafidaintv/source/playlist.m3u8,AlRafidainTV.tr@SD,,,,https://i.postimg.cc/nhxQ0G99/alrafidaintv.png,Religious,,iptv-org-all.txt,3830,502,无视频流,,,,无音频,3.688
3AW Melbourne (1080p),https://3awlive.akamaized.net/hls/live/2032295/3AW/index.m3u8,3AW.au@SD,,,,https://i.imgur.com/Z4MdB0S.png,News,,iptv-org-all.txt,812,200,无视频流,,,,无音频,4.251
:Šport (1080p),http://88.212.15.27/live/test_rtvs_sport_hevc/playlist.m3u8,Sport.sk@SD,,,,https://i.imgur.com/oAtcxNZ.png,Sports,,iptv-org-all.txt,360,200,超时,,,,无音频,20.003
Al Najah News (720p),https://streaming.najah.edu:8443/hls/AlNajah.m3u8,AlNajahNews.ps@SD,,,,https://i.imgur.com/c2bwn4G.png,News,,iptv-org-all.txt,598,200,超时,,,,无音频,20.005
28 kanala,https://streaming.28kanala.eus/hls/z.m3u8,28kanala.es@SD,,,,https://i.imgur.com/DyvK28q.png,General,,iptv-org-all.txt,757,200,超时,,,,无音频,20.005
:24 (1080p),http://88.212.15.27/live/test_trojka_25p/playlist.m3u8,24.sk@SD,,,,https://i.imgur.com/tTCuczU.png,News,,iptv-org-all.txt,166,200,超时,,,,无音频,20.001
鄞州二套,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090936.m3u8,,,,,,浙江,,zbefine.txt,945,200,无视频流,,,,无音频,15.274
广东-车八岭国家级自然保护区,http://gcbsc.v.live.baishancdnx.cn/gc/hsxkscj_1/index.m3u8,,,,,,景区,,zbefine.txt,1098,200,超时,,,,无音频,20.008
