频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间
Jacksonville Onslow Government Television (G10TV) (Jacksonville NC) (1080p),https://reflect-jacksonville.cablecast.tv/live-8/live/live.m3u8,G10TV.us@SD,,,,https://i.imgur.com/5VPgAxB.jpg,Legislative,,iptv-org-all.txt,301,200,无视频流,,,,无音频,0.303
Kushi TV (360p),http://103.140.254.2:3500/live/558.m3u8,KushiTV.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_KUSHI_TV/images/LOGO_HD/LOGO_HD_image.png,Kids,,iptv-org-all.txt,295,500,无视频流,,,,无音频,0.608
Kudüs TV (480p) [Geo-blocked],https://yayin.kudustv.com/981680400/kudustv/playlist.m3u8,KudusTV.tr@SD,,,,https://i.imgur.com/lwRA84B.png,News,,iptv-org-all.txt,1877,403,无视频流,,,,无音频,0.262
La Tele,https://live-evg1.tv360.bitel.com.pe/bitel/latele/playlist.m3u8,LaTele.pe@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/LaTele_Per%C3%BA_2018_Logo.png/512px-LaTele_Per%C3%BA_2018_Logo.png,Entertainment,,iptv-org-all.txt,2719,403,无视频流,,,,无音频,1.544
Majid (1080p),https://admn-live-cdn-lb.starzplayarabia.com/out/v1/admn_tv_enc/majid/majid_hls_nd/index.m3u8,Majid.ae@HD,,,,https://i.imgur.com/TzOKMMy.png,Kids,,iptv-org-all.txt,2181,200,无视频流,,,,无音频,0.224
Italia 1 HD,https://viamotionhsi.netplus.ch/live/eds/italia1/browser-dash/italia1.mpd,Italia1.it@HD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Italia_1_logo.svg/512px-Italia_1_logo.svg.png,General,,iptv-org-all.txt,3886,200,超时,,,,无音频,20.019
Lone Star (1080p),https://lonestar-rakuten.amagi.tv/playlist.m3u8,LoneStar.us@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/DISTROTV/LIVECHANNEL/666988e3bac4421ebc533621/images/logo_20231219_215208_70.png,Entertainment,,iptv-org-all.txt,871,200,无视频流,,,,无音频,12.679
Kantipur TV,https://ktvhdsg.ekantipur.com:8443/high_quality_85840165/hd/playlist.m3u8,KantipurTV.np@SD,,,,https://i.imgur.com/HEVo2Gc.png,General,,iptv-org-all.txt,2699,200,无视频流,,,,无音频,4.378
Isfahan,https://lenz.splus.ir/PLTV/88888888/224/3221226652/index.m3u8,IsfahanTV.ir@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/IsfahanTV.svg/242px-IsfahanTV.svg.png,General,,iptv-org-all.txt,235,200,超时,,,,无音频,20.002
Kordestan,https://lenz.splus.ir/PLTV/88888888/224/3221226647/index.m3u8,KordestanTV.ir@SD,,,,https://upload.wikimedia.org/wikipedia/fa/thumb/2/2c/Sanandaj_KORDESTAN.svg/240px-Sanandaj_KORDESTAN.svg.png,General,,iptv-org-all.txt,225,200,超时,,,,无音频,20.003
IRIB1,https://lenz.splus.ir/PLTV/88888888/224/3221226637/index.m3u8,IRIB1.ir@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/IRIBTV1.svg/289px-IRIBTV1.svg.png,General,,iptv-org-all.txt,634,200,超时,,,,无音频,20.001
Jewish Life Television (720p),https://cdn.herringnetwork.com/80A4DFF/n1.herringnetwork.com/live3/jltv_720p/playlist.m3u8,JewishLifeTelevision.us@SD,,,,https://yt3.googleusercontent.com/i6ETvgNzA8vvGCo-Ih6eo2XZUwz2VVMnstLyNZVXBlwa4uOeUIEl-3tzphB8phJaibe-FPQ5Fw=s512-c-k-c0x00ffffff-no-rj,Culture;Religious,,iptv-org-all.txt,2485,502,无视频流,,,,无音频,0.208
ITV2,https://viamotionhsi.netplus.ch/live/eds/itv2/browser-dash/itv2.mpd,ITV2.uk@SD,,,,https://i.imgur.com/2BpUK0W.png,General,,iptv-org-all.txt,1468,200,超时,,,,无音频,20.002
IRINN2,https://lenz.splus.ir/PLTV/88888888/224/3221227020/index.m3u8,IRINN2.ir@SD,,,,https://i.imgur.com/8tzsC9h.png,News,,iptv-org-all.txt,5065,200,超时,,,,无音频,20.003
Mazhavil Manorama HD (1080p),https://cdn-7.pishow.tv/live/1129/master.m3u8,MazhavilManorama.in@HD,,,,https://i.imgur.com/fjgzW20.png,Entertainment,,iptv-org-all.txt,1322,200,超时,,,,无音频,20.002
KRCA-TV Estrella Los Angeles (720p),https://content.uplynk.com/channel/829a8c85f9e840c6bed963856c231428.m3u8,KRCADT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Estrella_TV_Logo_2020.png/512px-Estrella_TV_Logo_2020.png,General,,iptv-org-all.txt,63,200,无视频流,,,,无音频,1.628
María+Visión Medjugorje (720p),https://1601580044.rsc.cdn77.org/live/_jcn_/amlst:Italiasette/playlist.m3u8,MariaPlusVisionMedjugorje.ba@SD,,,,https://i.imgur.com/xUOspBx.png,Religious,,iptv-org-all.txt,1227,200,无视频流,,,,无音频,0.721
Mańǵystaý (540p) [Not 24/7],https://stream.kaztrk.kz/regional/mangystautv/index.m3u8,Mangystay.kz@SD,,,,https://i.imgur.com/9JfLseu.png,General,,iptv-org-all.txt,6718,403,无视频流,,,,无音频,0.955
LA7 HD,https://viamotionhsi.netplus.ch/live/eds/la7/browser-dash/la7.mpd,LA7.it@HD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/LA7_-_Logo_2011.svg/512px-LA7_-_Logo_2011.svg.png,General,,iptv-org-all.txt,280,200,超时,,,,无音频,20.001
Kókshe (720p) [Not 24/7],https://stream.kaztrk.kz/regional/kokshetautv/index.m3u8,Kokshe.kz@SD,,,,https://i.imgur.com/pOR3FSR.png,General,,iptv-org-all.txt,1110,403,无视频流,,,,无音频,1.421
Jaya TV (1080p),http://103.140.254.2:3500/live/419.m3u8,JayaTV.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_JAYA_TV/images/LOGO_HD/image.png,Culture;Entertainment,,iptv-org-all.txt,548,500,无视频流,,,,无音频,0.614
Las Estrellas (1080p),https://channel01-onlymex.akamaized.net/hls/live/2022749/event01/index.m3u8,LasEstrellas.mx@SD,,,,https://i.imgur.com/g5ShxZ7.png,General,,iptv-org-all.txt,1093,403,无视频流,,,,无音频,0.194
Makao TV (360p),https://live.obslivestream.com/makaomux/tracks-v2a1/playlist.m3u8,MakaoTV.do@SD,,,,https://i.imgur.com/asD5y7i.png,Music,,iptv-org-all.txt,2043,200,无视频流,,,,无音频,1.190
Kurdsat (1080p),https://iko-live.akamaized.net/KurdsatTV/master.m3u8,Kurdsat.iq@SD,,,,https://i.postimg.cc/cC16pwn1/kurdsat.png,Entertainment,,iptv-org-all.txt,1795,200,无视频流,,,,无音频,9.188
Malchin TV (720p),https://cdn4.skygo.mn/live/disk1/Malchin/HLSv3-FTA/Malchin.m3u8,MalchinTV.mn@SD,,,,https://i.imgur.com/vCdEBZo.png,Culture,,iptv-org-all.txt,3022,200,无视频流,,,,无音频,1.482
Jilin Movie Channel,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/906341e6f19b4c4bacdc89941eb85d12/index.m3u8,JilinMovieChannel.cn@SD,,,,https://www.tvchinese.net/uploads/tv/jlyspd.jpg,Movies,,iptv-org-all.txt,2626,567,无视频流,,,,无音频,1.088
Jilin City Channel,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/7e8474e6daea44ccaa5aa2300191439e/index.m3u8,JilinCityChannel.cn@SD,,,,https://www.tvchinese.net/uploads/tv/jldspd.jpg,Lifestyle,,iptv-org-all.txt,2946,567,无视频流,,,,无音频,1.945
Jilin Lifestyle Channel,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/0a76740c72b74fabae611845aa21e06a/index.m3u8,JilinLifestyleChannel.cn@SD,,,,https://www.tvchinese.net/uploads/tv/jlshpd.jpg,Lifestyle,,iptv-org-all.txt,2838,567,无视频流,,,,无音频,1.239
MacGyver Italy (720p),https://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/6245d4511358320007029cdf/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown&embedPartner=samsung-tvplus&profileFloor=&profileLimit=&samsung_app_domain={APP_DOMAIN}&samsung_app_name={APP_NAME}&us_privacy=1YNY,,,,,,Undefined,,iptv-org-all.txt,49,403,无视频流,,,,无音频,0.335
KHL Prime,http://194.143.148.28:8080/KHL_HD/index.m3u8,KHLPrime.ru@SD,,,,https://i.imgur.com/pwxT0ON.png,Sports,,iptv-org-all.txt,476,403,无视频流,,,,无音频,0.499
ITV Choice (1080p) [Geo-blocked],https://amg00654-itvstudios-itvchoice-samsungau-2bacj.amagi.tv/playlist/amg00654-itvstudios-itvchoice-samsungau/playlist.m3u8,,,,,,Undefined,,iptv-org-all.txt,822,403,无视频流,,,,无音频,0.200
Little Guyana TV (1080p),https://video1.getstreamhosting.com:1936/8122/8122/playlist.m3u8,LittleGuyanaTV.us@SD,,,,https://i.imgur.com/b475xOT.jpg,General,,iptv-org-all.txt,52,403,无视频流,,,,无音频,0.360
Jilin Rural Channel,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/3ffc4824dce54b92be185555923ce382/index.m3u8,JilinRuralChannel.cn@SD,,,,https://www.tvchinese.net/uploads/tv/jlxcpd.jpg,Education;Lifestyle;Science,,iptv-org-all.txt,2281,567,无视频流,,,,无音频,1.129
Kids TV,http://origin5.mediacdn.ru/live/kidstv/index.m3u8,KidsTV.id@SD,,,,https://i.imgur.com/B5YiUIP.png,Kids,,iptv-org-all.txt,2427,503,无视频流,,,,无音频,0.575
M-Net HD (720p),http://ares.mnet.mk/hls/mnet.m3u8,MNetHD.mk@SD,,,,https://i.imgur.com/HDYqWuR.png,General,,iptv-org-all.txt,1111,200,无视频流,,,,无音频,0.406
Kunskapskanalen (1080p) [Geo-blocked],https://svt-live-channel.akamaized.net/l6/se/svtk/master-fmp4.m3u8?defaultSubLang=1&format=hls,Kunskapskanalen.se@HD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Kunskapskanalen_2017.svg/512px-Kunskapskanalen_2017.svg.png,Education,,iptv-org-all.txt,1115,403,无视频流,,,,无音频,0.177
M-Net Kids (720p),http://ares.mnet.mk/hls/mnet-kids.m3u8,MNetKids.mk@SD,,,,https://i.imgur.com/SbKkpuH.png,Kids,,iptv-org-all.txt,842,200,无视频流,,,,无音频,0.557
M-Net Sport (720p),http://ares.mnet.mk/hls/mnet-sport.m3u8,MNetSport.mk@SD,,,,https://i.imgur.com/7k8ar1Z.png,Sports,,iptv-org-all.txt,619,200,无视频流,,,,无音频,0.379
Kairali TV (576p),http://103.140.254.2:3500/live/710.m3u8,KairaliTV.in@SD,,,,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Kairali_TV.svg/512px-Kairali_TV.svg.png,General,,iptv-org-all.txt,577,500,无视频流,,,,无音频,0.599
Jiangxi Movie Channel,https://play-live-hls.jxtvcn.com.cn/live-city/tv_jxtv4.m3u8,JiangxiMovieChannel.cn@SD,,,,https://www.tvchinese.net/uploads/tv/jiangxi.jpg,Movies,,iptv-org-all.txt,3980,403,无视频流,,,,无音频,2.162
Kaifa TV (576p),http://82.212.74.2:8000/live/7311.m3u8,KaifaTV.jo@SD,,,,https://i.imgur.com/zGGeSQg.png,General,,iptv-org-all.txt,388,200,无视频流,,,,无音频,10.573
KNLJ-DT1 (720p),https://cvtv.cvalley.net/hls/KNLJ/KNLJ.m3u8,KNLJDT1.us@SD,,,,https://i.imgur.com/42UdwD0.png,Undefined,,iptv-org-all.txt,30,200,无视频流,,,,无音频,0.450
Lenz Film,https://lenz.splus.ir/PLTV/88888888/224/3221227021/index.m3u8,LenzFilm.ir@SD,,,,https://i.postimg.cc/jjMGH8ph/lenzfilm.png,Movies,,iptv-org-all.txt,2569,200,超时,,,,无音频,20.002
M4 Sport,http://88.212.15.19/live/m4_hun/index.m3u8,M4Sport.hu@SD,,,,https://i.imgur.com/TQ4uJZk.png,Sports,,iptv-org-all.txt,288,200,超时,,,,无音频,20.003
KBEV Spectrum Channel 6 [Beverly Hills] (1080p),https://s3-us-west-2.amazonaws.com/beverly-hills-high-school.castus-vod/live/ch1/video.m3u8,KBEV.us@SD,,,,https://i.imgur.com/YFVrphZ.png,Education,,iptv-org-all.txt,689,403,无视频流,,,,无音频,0.232
LCN [Geo-blocked],https://tvalive.akamaized.net/hls/live/2014213/tvan01/tvan01.m3u8,LCN.ca@SD,,,,https://i.imgur.com/iKDLgOG.png,News,,iptv-org-all.txt,940,403,无视频流,,,,无音频,0.158
IRIB5 Tehran TV,https://lenz.splus.ir/PLTV/88888888/224/3221226141/index.m3u8,TehranTV.ir@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/IRIBTV5.svg/208px-IRIBTV5.svg.png,General,,iptv-org-all.txt,235,200,超时,,,,无音频,20.002
Indigenous Television (720p),https://np.truestreamz.com/broadcaster/INDIGENOUSmob.stream/playlist.m3u8,IndigenousTelevision.np@SD,,,,https://i.ibb.co/2MByL1X/indigenous-television.png,General,,iptv-org-all.txt,2950,403,无视频流,,,,无音频,1.950
Just for Laughs Italy (720p),https://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/6093f48c95132a00075fd859/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown&embedPartner=samsung-tvplus&profileFloor=&profileLimit=&samsung_app_domain={APP_DOMAIN}&samsung_app_name={APP_NAME}&us_privacy=1YNY,JustforLaughs.us@Italy,,,,https://i.imgur.com/YoK4vcm.png,Comedy,,iptv-org-all.txt,49,403,无视频流,,,,无音频,0.318
Makan 33 (1080p),https://makan.media.kan.org.il/hls/live/2024680/2024680/master.m3u8,Makan33.il@SD,,,,https://i.imgur.com/RVtQTed.png,News,,iptv-org-all.txt,2854,200,超时,,,,无音频,20.002
Inside Crime (1080p) [Geo-blocked],https://blaze-fast-inside-crime-ssai.simplestreamcdn.com/v1/master/774d979dd66704abea7c5b62cb34c6815fda0d35/blaze-fast-inside-crime-amagi/playlist.m3u8,InsideCrime.us@UK,,,,https://i.imgur.com/wvQYWsj.png,Series,,iptv-org-all.txt,403,403,无视频流,,,,无音频,0.271
Intermediate League Curaçao [Geo-blocked],https://streannlivecariflix.cachefly.net/cariflix12/cariflix12/playlist.m3u8,,,,,,Undefined,,iptv-org-all.txt,277,403,无视频流,,,,无音频,0.181
Kanal 68 (720p) [Not 24/7],https://live.artidijitalmedya.com/artidijital_kanal68/kanal68/playlist.m3u8,Kanal68.tr@SD,,,,https://i.imgur.com/5y7K9SS.png,General,,iptv-org-all.txt,380,200,无视频流,,,,无音频,15.258
Lao Cai TV (1080p) [Not 24/7],https://cdn.3ssoft.vn/livetv/laocaitv/laocaitv/index.m3u8,LaoCaiTV.vn@SD,,,,https://i.imgur.com/TLvrDHa.png,General,,iptv-org-all.txt,6511,403,无视频流,,,,无音频,1.865
LA CityView 35 (1080p),https://reflect-losangeles.cablecast.tv/live-3/live/live.m3u8,LACityView35.us@SD,,,,https://i.imgur.com/3PnD83G.png,Legislative,,iptv-org-all.txt,392,403,无视频流,,,,无音频,0.269
Leesburg Lakefront TV (Leesburg FL) (720p),https://reflect-lakefront-leesburgflorida.cablecast.tv/live-6/live/live.m3u8,LakeFrontTV.us@SD,,,,https://i.imgur.com/ROb1BNG.png,Legislative,,iptv-org-all.txt,1004,200,无视频流,,,,无音频,0.582
Kan Kids (720p),https://kan23.media.kan.org.il/hls/live/2024691/2024691/master.m3u8,KanEducational.il@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/KanHinuchit.svg/512px-KanHinuchit.svg.png,Education,,iptv-org-all.txt,2603,200,超时,,,,无音频,20.006
KVVB-TV 33 Victor Valley (1080p) [Not 24/7],https://2-fss-2.streamhoster.com/pl_138/amlst:201950-1309230/playlist.m3u8,KVVBLD1.us@SD,,,,https://i.imgur.com/IXC8PXf.png,Entertainment,,iptv-org-all.txt,72,200,无视频流,,,,无音频,0.332
Isaac TV (720p),https://livecdn.live247stream.com/isaac/tv/playlist.m3u8,IsaacTV.pk@SD,,,,https://i.imgur.com/RHDbsiO.png,Religious,,iptv-org-all.txt,2354,403,无视频流,,,,无音频,0.639
KBRI Brighton Channel 8 (Brighton CO) (720p),https://brightonco.cablecast.tv/live-4/live/live.m3u8,KBRI8.us@SD,,,,https://i.imgur.com/r8lLsyh.png,Legislative,,iptv-org-all.txt,886,200,无视频流,,,,无音频,0.495
Lifetime Holiday Favourites (1080p),https://9fa8bd65.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/Um9rdV9Ib2xpZGF5TW92aWVGYXZvcml0ZXNieUxpZmV0aW1lX0hMUw/playlist.m3u8,,,,,,Undefined,,iptv-org-all.txt,2068,504,无视频流,,,,无音频,0.341
Klape i Tambure TV (1080p),https://stream.cmctv.hr:49998/kit/live.m3u8,KlapeiTambureTV.hr@SD,,,,https://i.imgur.com/sKj3dgc.png,Music,,iptv-org-all.txt,1695,200,无视频流,,,,无音频,0.809
IRIB2,https://lenz.splus.ir/PLTV/88888888/224/3221226176/index.m3u8,IRIB2.ir@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/IRIB_TV2_logo.svg/278px-IRIB_TV2_logo.svg.png,General,,iptv-org-all.txt,5040,200,超时,,,,无音频,20.002
IRIB4,https://lenz.splus.ir/PLTV/88888888/224/3221226140/index.m3u8,IRIB4.ir@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/IRIB_TV4_logo.svg/240px-IRIB_TV4_logo.svg.png,Culture,,iptv-org-all.txt,1332,200,超时,,,,无音频,20.005
Kavkasia TV,http://dvrfl05.bozztv.com/gin-kavkasia/index.m3u8,KavkasiaTV.ge@SD,,,,https://i.imgur.com/Z5b7w7K.png,General,,iptv-org-all.txt,35,403,无视频流,,,,无音频,0.192
KTV (360p),http://103.140.254.2:3500/live/894.m3u8,KTV.in@HD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_KTV_HD/images/LOGO_HD/image.png,Movies,,iptv-org-all.txt,295,500,无视频流,,,,无音频,0.604
Mai Dire Sì Italy (720p),https://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/6349279ed5023700078f2bc2/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown&embedPartner=samsung-tvplus&profileFloor=&profileLimit=&samsung_app_domain={APP_DOMAIN}&samsung_app_name={APP_NAME}&us_privacy=1YNY,,,,,,Undefined,,iptv-org-all.txt,1325,403,无视频流,,,,无音频,0.369
Kochu TV (576p),http://103.140.254.2:3500/live/556.m3u8,KochuTV.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_KOCHU_TV/images/LOGO_HD/image.png,Kids,,iptv-org-all.txt,296,500,无视频流,,,,无音频,0.599
LifeStyleTV (1080p),https://app.viloud.tv/hls/channel/711fd3f3a4728449889ee22ba72958ff.m3u8,LifeStyleTV.se@SD,,,,https://i.postimg.cc/HswdwVcB/lifestyletv.png,Religious,,iptv-org-all.txt,2588,200,无视频流,,,,无音频,2.611
KRAL Pop TV (720p),https://dogus-live.daioncdn.net/kralpoptv/playlist.m3u8,KralPopTV.tr@SD,,,,https://i.imgur.com/ch365lh.png,Music,,iptv-org-all.txt,954,200,无视频流,,,,无音频,2.784
Jonack TV (360p) [Not 24/7],https://cdn.smartstream.video/smartstream-us/jonakk/jonakk/playlist.m3u8,Jonack.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_JONACK/images/LOGO_HD/image.png,General,,iptv-org-all.txt,2600,403,无视频流,,,,无音频,1.510
Jászsági Térségi TV (440p),https://cloudfront44.lexanetwork.com:1344/relay01/broadcast007.sdp/playlist.m3u8,JaszsagiTersegiTV.hu@SD,,,,https://i.imgur.com/bsDN0lH.png,General,,iptv-org-all.txt,2093,200,无视频流,,,,无音频,0.988
Kerman,https://lenz.splus.ir/PLTV/88888888/224/3221226856/index.m3u8,KermanTV.ir@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Kerman_irib_logo_%28blue_version%29.png/240px-Kerman_irib_logo_%28blue_version%29.png,General,,iptv-org-all.txt,232,200,无视频流,,,,无音频,5.075
Mazandaran TV,https://lenz.splus.ir/PLTV/88888888/224/3221226786/index.m3u8,TabarestanTV.ir@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/IRIB_Mazandaran_Last_Orange_Logo.png/240px-IRIB_Mazandaran_Last_Orange_Logo.png,General,,iptv-org-all.txt,231,200,超时,,,,无音频,20.006
Kino Polska (1080p),https://liveovh010.cda.pl/enc005/kinopolskahdraw/kinopolskahdraw.mpd,KinoPolska.pl@SD,,,,https://i.postimg.cc/qMf5xw2d/kinopolska.png,Movies,,iptv-org-all.txt,2324,200,超时,,,,无音频,20.002
IRINN,https://lenz.splus.ir/PLTV/88888888/224/3221226142/index.m3u8,IRINN.ir@SD,,,,https://i.imgur.com/8tzsC9h.png,News,,iptv-org-all.txt,230,200,超时,,,,无音频,20.002
La 1 (720p),https://ztnr.rtve.es/ztnr/1688877.m3u8,La1.es@SD,,,,https://i.ibb.co/MxJNPHsn/La-1.png,General;Public,,iptv-org-all.txt,1505,200,无视频流,,,,无音频,8.950
La 1 Catalunya (720p),https://ztnr.rtve.es/ztnr/3293681.m3u8,La1Catalunya.es@SD,,,,https://i.ibb.co/MxJNPHsn/La-1.png,General;Public,,iptv-org-all.txt,1119,200,无视频流,,,,无音频,8.680
Le Sorelle McLeod Italy (720p),https://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/60a2837f8154ab0007c4dcdf/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown&embedPartner=samsung-tvplus&profileFloor=&profileLimit=&samsung_app_domain={APP_DOMAIN}&samsung_app_name={APP_NAME}&us_privacy=1YNY,LesorelleMcLeod.us@Italy,,,,https://i.imgur.com/OkGiH9a.png,Series,,iptv-org-all.txt,49,403,无视频流,,,,无音频,0.309
KRGV-DT2 [Geo-blocked],https://d3svnrf3rmq619.cloudfront.net/krgv-live/smil:krgv-somos.smil/playlist.m3u8,KRGVDT2.us@SD,,,,https://i.imgur.com/kTh2jgF.png,Entertainment,,iptv-org-all.txt,635,200,无视频流,,,,无音频,1.162
KienGiangTV1 (1080p) [Geo-blocked],https://tv.kgtv.vn/live/kgtv1/kgtv1.m3u8,KienGiangTV1.vn@SD,,,,,Undefined,,iptv-org-all.txt,5829,403,无视频流,,,,无音频,2.829
LA34 Long An TV [Geo-blocked],https://live.fptplay53.net/epzsd1/tayninh01_hls.smil/chunklist_b1800000.m3u8,,,,,,Undefined,,iptv-org-all.txt,1223,403,无视频流,,,,无音频,1.372
La 1 Canarias (720p),https://ztnr.rtve.es/ztnr/5190066.m3u8,La1Canarias.es@SD,,,,https://i.ibb.co/MxJNPHsn/La-1.png,General;Public,,iptv-org-all.txt,1311,200,无视频流,,,,无音频,8.941
Jambyl (360p) [Not 24/7],https://stream.kaztrk.kz/regional/taraztv/index.m3u8,Jambyl.kz@SD,,,,https://i.imgur.com/X7N3JK4.png,General,,iptv-org-all.txt,212,403,无视频流,,,,无音频,1.201
Maestrat TV (1080p),https://stream.maestrat.tv/hls/stream.m3u8,MaestratTV.es@SD,,,,https://i.imgur.com/9gOS1ts.png,General,,iptv-org-all.txt,528,403,无视频流,,,,无音频,0.212
