频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间
[BD]univer tv,https://t.freetv.fun/live/univer-tv-2.m3u8,,UNIVERSAL TV,United States,United States,https://epg.pw/media/img/logo/UNIVERSAL.PNG,Generic,,freetv-fun-all.txt,24,403,超时,,,,无音频,20.002
[HD]rts 2,https://t.freetv.fun/live/rts-2.m3u8,,RTS 2 Serbia,Serbia,Serbia,https://epg.pw/media/,Generic,,freetv-fun-all.txt,20,403,无视频流,,,,无音频,4.644
[VGA]aragon tv internacional,https://t.freetv.fun/live/aragon-tv-internacional.m3u8,,RTV International,Russia,Russia,https://epg.pw/media/uploads/tmp_logo/2014/05/23/20140523214937210461_54.jpg,Other,,freetv-fun-all.txt,28,403,无视频流,,,,无音频,1.262
[SD]rtp açores,https://t.freetv.fun/live/rtp-acores-2.m3u8,,RTP Acores,Portugal,Portugal,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613180645462298_93.png,Generic,,freetv-fun-all.txt,20,403,无视频流,,,,无音频,0.199
[SD]кхл тв,https://t.freetv.fun/live/kkhl-tv.m3u8,,КХЛ HD,Russia,Russia,https://epg.pw/media/uploads/tmp_logo/2017/01/29/20170129015042464701_11.png,Sports,,freetv-fun-all.txt,19,403,无视频流,,,,无音频,5.212
[BD]tv1,https://t.freetv.fun/live/tv1-1.m3u8,3683,TV1,Malaysia,Malaysia,https://epg.pw/media/images/channel/2016/10/04/large/20161004184847688856_98.jpg,Generic,,freetv-fun-all.txt,28,403,无视频流,,,,无音频,2.484
[BD]paramount plus 2,https://t.freetv.fun/live/paramount-plus-2.m3u8,,PARAMOUNT,United States,United States,https://epg.pw/media/,Generic,,freetv-fun-all.txt,25,403,无视频流,,,,无音频,0.317
[HD]premier sports 1,https://t.freetv.fun/live/premier-sports-1-1.m3u8,3625,Premier Sports,Malaysia,Malaysia,https://epg.pw/media/images/channel/2022/06/09/large/20220609233720370622_81.png,Sports,,freetv-fun-all.txt,23,403,无视频流,,,,无音频,1.472
[SD]бобёр,https://t.freetv.fun/live/bober-1.m3u8,7397,Бобер,Russia,Russia,https://epg.pw/media/images/channel/2022/05/06/large/20220506173817052801_92.png,Generic,,freetv-fun-all.txt,334,403,无视频流,,,,无音频,1.009
[BD]paramount plus 4,https://t.freetv.fun/live/paramount-plus-4.m3u8,,PARAMOUNT,United States,United States,https://epg.pw/media/,Generic,,freetv-fun-all.txt,27,403,无视频流,,,,无音频,0.324
[HD]rts 1,https://t.freetv.fun/live/rts-1.m3u8,,RTS-1,Serbia,Serbia,https://epg.pw/media/uploads/tmp_logo/2016/06/09/20160609232225581913_90.png,News,,freetv-fun-all.txt,25,403,无视频流,,,,无音频,6.006
[SD]trace sport stars,https://t.freetv.fun/live/trace-sport-stars.m3u8,,Trace Sport Stars,France,France,https://epg.pw/media/img/logo/1_283.jpg,Sports,,freetv-fun-all.txt,38,403,无视频流,,,,无音频,0.779
[BD]інтер,https://t.freetv.fun/live/inter.m3u8,,Интер,Ukraine,Ukraine,https://epg.pw/media/uploads/tmp_logo/2017/01/01/20170101183113012164_74.png,Generic,,freetv-fun-all.txt,21,403,无视频流,,,,无音频,1.399
[BD]traditional tv,https://t.freetv.fun/live/traditional-tv.m3u8,,National TV,Romania,Romania,https://epg.pw/media/uploads/tmp_logo/2016/02/01/20160201055651175436_93.jpg,Generic,,freetv-fun-all.txt,40,403,无视频流,,,,无音频,0.437
[BD]atv,https://t.freetv.fun/live/atv-4.m3u8,,aTV Türkiye,Türkiye,Türkiye,https://epg.pw/media/uploads/tmp_logo/2015/02/20/20150220202931932434_57.jpg,Generic,,freetv-fun-all.txt,332,403,无视频流,,,,无音频,0.274
[BD]к1,https://t.freetv.fun/live/k1.m3u8,5757,К1,Ukraine,Ukraine,https://epg.pw/media/images/channel/2022/05/06/large/20220506174412993335_36.png,Knowledge,,freetv-fun-all.txt,19,403,无视频流,,,,无音频,1.379
[BD]живи!,https://t.freetv.fun/live/zhivi-1.m3u8,6923,Живи,Russia,Russia,https://epg.pw/media/uploads/tmp_logo/2014/05/30/20140530204916173749_18.png,Generic,,freetv-fun-all.txt,25,403,超时,,,,无音频,20.002
[VGA]sky sports f1 uhd,https://t.freetv.fun/live/sky-sports-f1-uhd.m3u8,6317,Sky Sports F1,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2022/02/25/large/20220225195048821818_33.png,Sports,,freetv-fun-all.txt,21,403,无视频流,,,,无音频,0.558
[BD]rtg,https://t.freetv.fun/live/rtg-1.m3u8,,RTG,Russia,Russia,https://epg.pw/media/images/channel/2022/05/06/large/20220506164557683738_64.png,Knowledge,,freetv-fun-all.txt,334,403,无视频流,,,,无音频,0.693
[VGA]aragón tv internacional,https://t.freetv.fun/live/aragon-tv-internacional-1.m3u8,,RTV International,Russia,Russia,https://epg.pw/media/uploads/tmp_logo/2014/05/23/20140523214937210461_54.jpg,Other,,freetv-fun-all.txt,23,403,无视频流,,,,无音频,0.629
[HD]tmc,https://t.freetv.fun/live/tmc.m3u8,,TMC (FR),France,France,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821115725352682_68.png,Generic,,freetv-fun-all.txt,23,403,无视频流,,,,无音频,2.284
[BD]tv5 monde info,https://t.freetv.fun/live/tv5-monde-info.m3u8,,TV5 MONDE,France,France,https://epg.pw/media/img/logo/6_11.jpg,Generic,,freetv-fun-all.txt,39,403,无视频流,,,,无音频,0.440
[BD]cen tv,https://t.freetv.fun/live/cen-tv.m3u8,,Ten TV,India,India,https://epg.pw/media/images/channel/2022/05/06/large/20220506174020637173_63.png,Sports,,freetv-fun-all.txt,19,403,无视频流,,,,无音频,0.773
[BD]telecine action 2,https://t.freetv.fun/live/telecine-action-2.m3u8,,Telecine Action,Brazil,Brazil,https://epg.pw/media/uploads/tmp_logo/2014/09/09/20140909015221436603_79.jpg,Generic,,freetv-fun-all.txt,333,403,无视频流,,,,无音频,0.286
[SD]rtp áfrica,https://t.freetv.fun/live/rtp-africa.m3u8,,RTP Africa,Portugal,Portugal,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613180934984014_88.png,Generic,,freetv-fun-all.txt,19,403,无视频流,,,,无音频,0.162
[BD]nbt,https://t.freetv.fun/live/nbt-1.m3u8,,NBT HD,Thailand,Thailand,https://epg.pw/media/images/channel/2022/11/25/large/20221125164258717461_57.png,Sports,,freetv-fun-all.txt,26,403,超时,,,,无音频,20.005
[SD]rtp áfrica,https://t.freetv.fun/live/rtp-africa-1.m3u8,,RTP Africa,Portugal,Portugal,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613180934984014_88.png,Generic,,freetv-fun-all.txt,26,403,无视频流,,,,无音频,0.160
[BD]sky sports f1,https://t.freetv.fun/live/sky-sports-f1-1.m3u8,6317,Sky Sports F1,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2022/02/25/large/20220225195048821818_33.png,Sports,,freetv-fun-all.txt,28,403,无视频流,,,,无音频,0.531
[HD]premier sports 4,https://t.freetv.fun/live/premier-sports-4.m3u8,3625,Premier Sports,Malaysia,Malaysia,https://epg.pw/media/images/channel/2022/06/09/large/20220609233720370622_81.png,Sports,,freetv-fun-all.txt,28,403,无视频流,,,,无音频,0.906
[SD]tv,https://t.freetv.fun/live/tv.m3u8,,TV,New Zealand,New Zealand,https://epg.pw/media/images/channel/2022/05/06/large/20220506175016402732_80.png,Other,,freetv-fun-all.txt,334,403,无视频流,,,,无音频,2.098
[BD]inews,https://t.freetv.fun/live/inews-1.m3u8,,iNews TV Indonesia,Indonesia,Indonesia,https://epg.pw/media/images/channel/2015/10/25/large/20151025094707876359_93.jpg,News,,freetv-fun-all.txt,26,403,超时,,,,无音频,20.002
[BD]desire,https://t.freetv.fun/live/desire.m3u8,,X-Desire,United States,United States,https://epg.pw/media/images/channel/2022/05/27/large/20220527020459221238_34.png,Other,,freetv-fun-all.txt,25,403,超时,,,,无音频,20.004
[BD]tvp 1,https://t.freetv.fun/live/tvp-1.m3u8,,TVP 1 Poland,Poland,Poland,https://epg.pw/media/,Generic,,freetv-fun-all.txt,16,403,超时,,,,无音频,20.002
[BD]к2,https://t.freetv.fun/live/k2.m3u8,,К2,Ukraine,Ukraine,https://epg.pw/media/uploads/tmp_logo/2017/01/29/20170129014127831918_94.png,Knowledge,,freetv-fun-all.txt,26,403,无视频流,,,,无音频,1.427
[SD]карусель,https://t.freetv.fun/live/karusel-4.m3u8,7570,Карусель,Russia,Russia,https://epg.pw/media/images/channel/2021/10/16/large/20211016224753662854_67.png,Kids,,freetv-fun-all.txt,20,403,无视频流,,,,无音频,1.329
[BD]rcti,https://t.freetv.fun/live/rcti.m3u8,171892,RCTI,Indonesia,Indonesia,https://epg.pw/media/images/channel/2022/05/06/large/20220506174010409365_16.png,Entertainment,,freetv-fun-all.txt,22,403,超时,,,,无音频,20.003
[SD]беларусь 24,https://t.freetv.fun/live/belarus-24.m3u8,7838,Беларусь 2,Belarus,Belarus,https://epg.pw/media/uploads/tmp_logo/2017/01/05/20170105012812304693_83.png,Entertainment,,freetv-fun-all.txt,19,403,无视频流,,,,无音频,0.913
[BD]viutvsix,https://t.freetv.fun/live/viutvsix-2.m3u8,410273,ViuTVsix,Hong Kong,Hong Kong,https://epg.pw/media/images/channel/2025/01/31/large/20250131032218014298_55.png,Entertainment,,freetv-fun-all.txt,28,403,无视频流,,,,无音频,0.870
[SD]rtg tv,https://t.freetv.fun/live/rtg-tv.m3u8,,RTG,Russia,Russia,https://epg.pw/media/images/channel/2022/05/06/large/20220506164557683738_64.png,Knowledge,,freetv-fun-all.txt,334,403,无视频流,,,,无音频,5.158
[BD]viutv,https://t.freetv.fun/live/viutv-5.m3u8,,ViuTV HD,Hong Kong,Hong Kong,https://epg.pw/media/images/channel/2023/07/20/large/20230720193225282526_84.png,Entertainment,,freetv-fun-all.txt,38,403,无视频流,,,,无音频,0.726
[BD]gnt 2,https://t.freetv.fun/live/gnt-2.m3u8,,NRT 2,Kurdistan,Kurdistan,https://epg.pw/media/uploads/tmp_logo/2015/11/11/20151111084451048357_50.jpg,Other,,freetv-fun-all.txt,29,403,无视频流,,,,无音频,0.293
[HD]sky sports f1,https://t.freetv.fun/live/sky-sports-f1-2.m3u8,6317,Sky Sports F1,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2022/02/25/large/20220225195048821818_33.png,Sports,,freetv-fun-all.txt,23,403,无视频流,,,,无音频,0.561
[SD]o2tv,https://t.freetv.fun/live/o2tv.m3u8,,OTV (LB),Lebanon,Lebanon,https://epg.pw/media/uploads/tmp_logo/2015/04/24/20150424231848703885_68.png,Entertainment,,freetv-fun-all.txt,22,403,无视频流,,,,无音频,5.146
[HD]tlc,https://t.freetv.fun/live/tlc.m3u8,,TLC,United States,United States,https://epg.pw/media/images/channel/2025/01/28/large/20250128060038257036_95.png,Knowledge,,freetv-fun-all.txt,23,403,无视频流,,,,无音频,0.360
[SD]дом кино,https://t.freetv.fun/live/dom-kino-2.m3u8,7383,Дом Кино,Russia,Russia,https://epg.pw/media/images/channel/2022/05/06/large/20220506174539791246_28.png,Movies,,freetv-fun-all.txt,23,403,无视频流,,,,无音频,1.015
[SD]viasat nature,https://t.freetv.fun/live/viasat-nature-1.m3u8,5797,Viasat Nature,Romania,Romania,https://epg.pw/media/uploads/tmp_logo/2015/12/30/20151230061040244056_33.jpg,Knowledge,,freetv-fun-all.txt,28,403,无视频流,,,,无音频,5.152
[BD]tnt sports,https://t.freetv.fun/live/tnt-sports.m3u8,,TNT Sports 2,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2022/02/26/large/20220226170013137342_92.png,Sports,,freetv-fun-all.txt,23,403,无视频流,,,,无音频,0.315
[BD]sky news,https://t.freetv.fun/live/sky-news-4.m3u8,12069,SKY NEWS HD,United Kingdom,United Kingdom,https://epg.pw/media/img/logo/1_215.jpg,News,,freetv-fun-all.txt,22,403,无视频流,,,,无音频,7.347
[BD]lale,https://t.freetv.fun/live/lale.m3u8,,latele,France,France,https://epg.pw/media/uploads/tmp_logo/2015/08/15/20150815225456404246_63.jpg,Generic,,freetv-fun-all.txt,26,403,无视频流,,,,无音频,1.164
[BD]ru.tv,https://t.freetv.fun/live/ru-tv-2.m3u8,,RU TV,Russia,Russia,https://epg.pw/media/uploads/tmp_logo/2014/05/23/20140523215106359917_70.jpg,Other,,freetv-fun-all.txt,27,403,超时,,,,无音频,20.002
[HD]rts 1,https://t.freetv.fun/live/rts-1-2.m3u8,,RTS-1,Serbia,Serbia,https://epg.pw/media/uploads/tmp_logo/2016/06/09/20160609232225581913_90.png,News,,freetv-fun-all.txt,29,403,无视频流,,,,无音频,3.292
[BD]eko tv,https://t.freetv.fun/live/eko-tv-1.m3u8,,NEO TV,Pakistan,Pakistan,https://epg.pw/media/images/channel/2022/05/06/large/20220506174708907557_96.png,News,,freetv-fun-all.txt,22,403,无视频流,,,,无音频,1.394
[BD]tv5monde info,https://t.freetv.fun/live/tv5monde-info.m3u8,,TV5Monde Info,France,France,https://epg.pw/media/images/channel/2024/01/01/large/20240101032542659249_87.jpg,Generic,,freetv-fun-all.txt,37,403,无视频流,,,,无音频,0.446
[SD]rtp 1,https://t.freetv.fun/live/rtp-1-1.m3u8,,RTP 1,Portugal,Portugal,https://epg.pw/media/images/channel/2022/12/17/large/20221217141327172034_32.png,Generic,,freetv-fun-all.txt,23,403,无视频流,,,,无音频,0.169
[BD]gb news,https://t.freetv.fun/live/gb-news-1.m3u8,,news HD,Kurdistan,Kurdistan,https://epg.pw/media/uploads/tmp_logo/2016/05/18/20160518053416189910_56.png,News,,freetv-fun-all.txt,23,403,无视频流,,,,无音频,1.496
[VGA]sky sports 1 nz,https://t.freetv.fun/live/sky-sports-1-nz.m3u8,,Sky Sports HD 1 (IT),Italy,Italy,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821145147575861_16.jpg,Generic,,freetv-fun-all.txt,22,403,无视频流,,,,无音频,0.537
[BD]tv2,https://t.freetv.fun/live/tv2-1.m3u8,3711,TV2,Malaysia,Malaysia,https://epg.pw/media/images/channel/2016/10/04/large/20161004184933823290_88.png,News,,freetv-fun-all.txt,22,403,无视频流,,,,无音频,0.818
[SD]terra,https://t.freetv.fun/live/terra-2.m3u8,,Terra Viva,Brazil,Brazil,https://epg.pw/media/images/channel/2022/05/06/large/20220506174710208044_59.png,Generic,,freetv-fun-all.txt,27,403,无视频流,,,,无音频,5.150
[BD]yas tv,https://t.freetv.fun/live/yas-tv.m3u8,,YES TV,United States,United States,https://epg.pw/media/img/logo/1_143.jpg,Other,,freetv-fun-all.txt,20,403,无视频流,,,,无音频,0.404
[HD]premier sports 5,https://t.freetv.fun/live/premier-sports-5.m3u8,3625,Premier Sports,Malaysia,Malaysia,https://epg.pw/media/images/channel/2022/06/09/large/20220609233720370622_81.png,Sports,,freetv-fun-all.txt,24,403,无视频流,,,,无音频,0.719
[VGA]tnt sports 4,https://t.freetv.fun/live/tnt-sports-4.m3u8,,TNT Sports 4,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2023/08/20/large/20230820113421708967_37.png,Sports,,freetv-fun-all.txt,29,403,无视频流,,,,无音频,0.720
[HD]cinema,https://t.freetv.fun/live/cinema-1.m3u8,,osn yahala cinema,Saudi Arabia,Saudi Arabia,https://epg.pw/media/uploads/tmp_logo/2017/01/01/20170101072254143118_19.png,Other,,freetv-fun-all.txt,29,403,无视频流,,,,无音频,2.490
[HD]premier sports 1,https://t.freetv.fun/live/premier-sports-1-2.m3u8,3625,Premier Sports,Malaysia,Malaysia,https://epg.pw/media/images/channel/2022/06/09/large/20220609233720370622_81.png,Sports,,freetv-fun-all.txt,29,403,无视频流,,,,无音频,1.399
[SD]rtp 3,https://t.freetv.fun/live/rtp-3.m3u8,,RTP 3 PT,Portugal,Portugal,https://epg.pw/media/,Generic,,freetv-fun-all.txt,20,403,无视频流,,,,无音频,0.180
[SD]start world,https://t.freetv.fun/live/start-world.m3u8,,Star World HD,United States,United States,https://epg.pw/media/images/channel/2022/05/18/large/20220518163307542906_12.png,Movies,,freetv-fun-all.txt,28,403,超时,,,,无音频,20.002
[BD]tlc,https://t.freetv.fun/live/tlc-2.m3u8,,TLC,United States,United States,https://epg.pw/media/images/channel/2025/01/28/large/20250128060038257036_95.png,Knowledge,,freetv-fun-all.txt,29,403,无视频流,,,,无音频,0.866
[BD]eko tv,https://t.freetv.fun/live/eko-tv-2.m3u8,,NEO TV,Pakistan,Pakistan,https://epg.pw/media/images/channel/2022/05/06/large/20220506174708907557_96.png,News,,freetv-fun-all.txt,30,403,无视频流,,,,无音频,1.393
[BD]rtp 1,https://t.freetv.fun/live/rtp-1-1-1.m3u8,,RTP 1,Portugal,Portugal,https://epg.pw/media/images/channel/2022/12/17/large/20221217141327172034_32.png,Generic,,freetv-fun-all.txt,22,403,无视频流,,,,无音频,0.275
[BD]tvri world,https://t.freetv.fun/live/tvri-world.m3u8,12173,TRT World,Türkiye,Türkiye,https://epg.pw/media/images/channel/2022/05/06/large/20220506164224699889_88.png,News,,freetv-fun-all.txt,15,403,超时,,,,无音频,20.002
[BD]sky sports news,https://t.freetv.fun/live/sky-sports-news.m3u8,12223,Sky Sports News,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2023/11/11/large/20231111225744609040_44.jpg,Sports,,freetv-fun-all.txt,29,403,无视频流,,,,无音频,0.866
[SD]viasat sport,https://t.freetv.fun/live/viasat-sport-2.m3u8,,Viasat Sport Sweden,Sweden,Sweden,https://epg.pw/media/,Sports,,freetv-fun-all.txt,31,403,无视频流,,,,无音频,5.167
[BD]tvri nasional,https://t.freetv.fun/live/tvri-nasional.m3u8,,TVRI Nasional Indonesia,Indonesia,Indonesia,https://epg.pw/media/images/channel/2022/05/06/large/20220506173857976881_92.png,Generic,,freetv-fun-all.txt,13,403,超时,,,,无音频,20.006
[BD]tvc,https://t.freetv.fun/live/tvc-1.m3u8,,TVC News,Africa,Africa,https://epg.pw/media/,News,,freetv-fun-all.txt,24,403,超时,,,,无音频,20.003
[BD]ndr international,https://t.freetv.fun/live/ndr-international.m3u8,,RTV International,Russia,Russia,https://epg.pw/media/uploads/tmp_logo/2014/05/23/20140523214937210461_54.jpg,Other,,freetv-fun-all.txt,21,403,超时,,,,无音频,20.004
