频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间,是否假源,是否轮回,轮回相似度,检测信息
Blue Sky TV (720p),https://cdn5.smart-tv-data.com/bluesky/bluesky-live/playlist.m3u8,BlueSkyTV.gr@SD,,,,https://i.imgur.com/C9CormG.png,General,1280x720,iptv-org-all.txt,2092,200,成功,h264,1280x720,25.0,有音频,10.054,否,否,0.5521,
CBS News Texas,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5eceb0d4065c240007688ec6/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c27b8f4-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=870d3aac-da79-4239-a021-82bea2a622d2,,,,,,Undefined,426x240,iptv-org-all.txt,304,200,成功,h264,426x240,30.0,有音频,3.199,否,否,0.5833,
BBC Three/CBBC (1080p),https://viamotionhsi.netplus.ch/live/eds/bbc3cbbc/browser-HLS8/bbc3cbbc.m3u8,BBCThreeCBBC.uk@HD,,,,https://i.imgur.com/CGXC5fp.png,Animation;Family;Kids,1280x720,iptv-org-all.txt,339,200,成功,h264,1280x720,50.0,有音频,12.020,否,否,0.6094,
CBS Sports HQ,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5e9f2c05172a0f0007db4786/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c27b8f5-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=3a15356b-8467-4ae7-b2f6-9c8467fcf41d,CBSSportsHQ.us@SD,,,,https://i.imgur.com/q8BENJg.png,Sports,426x240,iptv-org-all.txt,401,200,成功,h264,426x240,30.0,有音频,1.691,否,否,0.5573,
Buena Park Television (360p),https://buenapark.cablecast.tv/live/stream-1/live.m3u8,BPTV.us@SD,,,,https://i.imgur.com/ObNBL7L.png,Legislative,640x360,iptv-org-all.txt,1654,200,成功,h264,640x360,30.0,有音频,5.925,否,否,0.5833,
Canal Sur Andalucía 2 (720p),https://cdnlive.codev8.net/rtvalive/smil:channel22.smil/playlist.m3u8,CanalSur2.es@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Canal_Sur_2_-_2017_logo.png/500px-Canal_Sur_2_-_2017_logo.png,General;Public,1280x720,iptv-org-all.txt,229,200,成功,h264,1280x720,25.0,有音频,0.656,否,否,0.5417,
Auction Hunters,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5ede45d077746000072be0fe/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc82bb03-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=3f2717fb-1dc4-4bc1-920e-7ffbaf3d3a22,,,,,,Undefined,426x240,iptv-org-all.txt,117,200,成功,h264,426x240,30.0,有音频,4.304,否,否,0.6250,
Big Ten Network,https://fl1.moveonjoy.com/BIG_TEN_NETWORK/index.m3u8,BigTenNetwork.us@SD,,,,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Big_Ten_Network_Logo.svg/512px-Big_Ten_Network_Logo.svg.png,Undefined,1280x720,iptv-org-all.txt,109,200,成功,h264,1280x720,59.94005994005994,有音频,1.846,否,否,0.6198,
Baraza TV Deep House (720p),https://rtmp.streams.ovh:1936/barazarelax/barazazararelax/barazarelax/playlist.m3u8,BarazaTVDeepHouse.gr@SD,,,,https://i.imgur.com/TZ1unwF.png,Music,1920x1080,iptv-org-all.txt,1978,200,成功,h264,1920x1080,30.0,有音频,4.108,否,否,0.5521,
Baran,https://lenz.splus.ir/PLTV/88888888/224/3221226902/index.m3u8,BaranTV.ir@SD,,,,https://upload.wikimedia.org/wikipedia/fa/thumb/b/b9/TV_Baran.svg/283px-TV_Baran.svg.png,General,320x240,iptv-org-all.txt,1915,200,成功,h264,320x240,25.0,有音频,14.681,否,否,0.5625,
Canal Málaga RTV (720p) [Not 24/7],https://canalmalaga-tv-live.flumotion.com/playlist.m3u8,CanalMalagaRTV.es@SD,,,,https://i.imgur.com/QSUOxtM.png,General,1280x720,iptv-org-all.txt,1990,200,成功,h264,1280x720,25.0,有音频,1.233,否,否,0.5833,
Automotion,https://streams2.sofast.tv/sofastplayout/0c3229e2-6ca5-4714-859e-c0ac6b9aa58a_0_HLS/master.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,325,200,成功,h264,1920x1080,25.0,有音频,6.936,否,否,0.5885,
Canal 13 Yucatán (720p) [Not 24/7],https://stream-207963.castr.net/65313d270e749722b6474684/live_4d3635d0dfbf11eeaae187cc1ffaf09b/index.fmp4.m3u8,Canal13Yucatan.mx@SD,,,,https://i.imgur.com/SlycKgZ.png,General,1280x720,iptv-org-all.txt,110,200,成功,h264,1280x720,29.990003332222592,有音频,1.092,否,否,0.5625,
Banat TV (720p),https://www.btv.ro/hls/banat-tv.m3u8,BanatTV.ro@SD,,,,https://i.imgur.com/yVsocid.png,General,720x576,iptv-org-all.txt,3066,200,成功,h264,720x576,25.0,有音频,4.472,否,否,0.5938,
Bhakthi TV (720p),https://cdn-1.pishow.tv/live/397/master.m3u8,BhakthiTV.in@SD,,,,https://upload.wikimedia.org/wikipedia/en/6/61/Bhakthi_TV_logo.jpg,Religious,424x240,iptv-org-all.txt,1660,200,成功,h264,424x240,25.0,有音频,10.445,否,否,0.5833,
Banten TV (720p) [Not 24/7],https://5bf7b725107e5.streamlock.net/bantentv/bantentv/playlist.m3u8,BantenTV.id@SD,,,,https://i.imgur.com/tbtF40p.png,Undefined,1280x720,iptv-org-all.txt,188,200,成功,h264,1280x720,50.0,有音频,4.767,否,否,0.6094,
CBN TV (720p),https://5790d294af2dc.streamlock.net/CBNVI/CBNVI/playlist.m3u8,CBNTV.vg@SD,,,,https://i.imgur.com/SHBAblV.png,General,1280x720,iptv-org-all.txt,77,200,成功,h264,1280x720,30.0,有音频,1.853,否,否,0.6094,
Atrak,https://ncdn.telewebion.com/atrak/live/playlist.m3u8,AtrakTV.ir@SD,,,,https://upload.wikimedia.org/wikipedia/fa/thumb/2/28/Bojnourd_ATRAK_TV.svg/292px-Bojnourd_ATRAK_TV.svg.png,General,1920x1080,iptv-org-all.txt,3918,200,成功,h264,1920x1080,25.0,有音频,14.758,否,否,0.5938,
Beach TV Panama City (720p),http://media4.tripsmarter.com:1935/LiveTV/BTVHD/playlist.m3u8,BeachTVPanamaCity.us@SD,,,,https://i.imgur.com/HCQDvEe.png,Travel,1280x720,iptv-org-all.txt,137,200,成功,h264,1280x720,29.97002997002997,有音频,0.910,否,否,0.5990,
Better Life TV (720p),https://tgn.bozztv.com/betterlife/betterlife/betterlife/index.m3u8,BetterLifeTV.us@SD,,,,https://i.imgur.com/OWI7Y0l.png,Religious,1280x720,iptv-org-all.txt,1364,200,成功,h264,1280x720,29.97002997002997,有音频,1.456,否,否,0.6458,
Bayyinat TV (404p),https://nl2.livekadeh.com/hls2/Bayyinat.m3u8,BayyinatTV.iq@SD,,,,https://i.imgur.com/PVQKsjE.png,Religious,,iptv-org-all.txt,1898,200,成功,h264,,,有音频,17.724,否,否,0.5521,
Asianet HD (720p),http://217.20.112.199/asianet/index.m3u8,Asianet.in@HD,,,,https://i.imgur.com/Wv7MOzg.png,Entertainment,1280x720,iptv-org-all.txt,331,200,成功,h264,1280x720,15.0,有音频,1.717,否,否,0.6146,
BET Pluto TV,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5ca670f6593a5d78f0e85aed/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c271cb2-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=9e4dfe90-0228-4bbb-b7cd-1e422a0e7cbb,BETPlutoTV.us@US,,,,https://i.imgur.com/Kq9WKZg.png,Entertainment,426x240,iptv-org-all.txt,508,200,成功,h264,426x240,30.0,有音频,2.947,否,否,0.5885,
Canal 26 TV IAP (1080p),https://vdo.tecnoservix.stream:3899/live/canal26tvlive.m3u8,Canal26TVIAP.sv@SD,,,,https://i.imgur.com/JE7FsnN.png,Religious,1920x1080,iptv-org-all.txt,1574,200,成功,h264,1920x1080,29.97002997002997,有音频,1.821,否,否,0.6302,
Canal Claro (720p),https://stitcher.pluto.tv/stitch/hls/channel/68224482c5d53e1351aaf2f2/master.m3u8?appVersion=1&deviceDNT=0&deviceId=spencer&deviceMake=safari&deviceModel=web&deviceType=web&deviceVersion=1&servertSideAds=false&sid=e3ca3088-b0b3-11f0-ab21-da2bce2249f9,CanalClaro.cl@SD,,,,https://i.imgur.com/Kgjfd3J.png,Undefined,426x240,iptv-org-all.txt,1313,200,成功,h264,426x240,30.0,有音频,5.112,否,否,0.5677,
Bibel TV Impuls (720p),https://bibeltv02.iptv-playoutcenter.de/bibeltv02/bibeltv02.stream_1/playlist.m3u8,BibelTVImpuls.de@SD,,,,https://i.imgur.com/k4tbW3W.png,Undefined,1920x1080,iptv-org-all.txt,2740,200,成功,h264,1920x1080,25.0,有音频,3.828,否,否,0.6146,
California Music Channel (720p) [Not 24/7],https://cmc-ono.amagi.tv/hls/amagi_hls_data_cmcAAAAAA-cmc-ono/CDN/playlist.m3u8,CaliforniaMusicChannel.us@SD,,,,https://i.imgur.com/L38mC6H.png,Music,1920x1080,iptv-org-all.txt,1319,200,成功,h264,1920x1080,29.97002997002997,有音频,1.244,否,否,0.5833,
BBC Four/CBeebies (1080p),https://viamotionhsi.netplus.ch/live/eds/bbc4cbeebies/browser-HLS8/bbc4cbeebies.m3u8,BBCFourCBeebies.uk@HD,,,,https://i.imgur.com/aH0PCPy.png,Animation;General;Kids,1280x720,iptv-org-all.txt,344,200,成功,h264,1280x720,50.0,有音频,12.034,否,否,0.5781,
Asharq Documentary (1080p),https://svs.itworkscdn.net/asharqdocumentarylive/asharqdocumentary.smil/playlist_dvr.m3u8,AsharqDocumentary.sa@SD,,,,https://i.imgur.com/v6VsFEt.png,Documentary,,iptv-org-all.txt,1533,200,成功,h264,,,有音频,10.990,否,否,0.5729,
BRIDGE Deluxe,http://31.148.48.15/Bridge_TV_HD/index.m3u8,BRIDGEDeluxe.ru@SD,,,,https://i.imgur.com/EazL8w7.png,Music,1920x1080,iptv-org-all.txt,408,200,成功,h264,1920x1080,25.0,有音频,7.304,否,否,0.0000,all_grab_failed
Canal 25 Jundiaí (404p) [Not 24/7],https://stream01.msolutionbrasil.com.br/hls/canal25/live.m3u8,Canal25Jundiai.br@SD,,,,https://i.imgur.com/7igGMwH.png,Undefined,768x432,iptv-org-all.txt,1427,200,成功,h264,768x432,30.0,有音频,1.970,否,否,0.0000,
Bravo East,https://fl1.moveonjoy.com/BRAVO/index.m3u8,Bravo.us@East,,,,https://i.imgur.com/JmTIRLF.png,Undefined,1280x720,iptv-org-all.txt,109,200,成功,h264,1280x720,59.94005994005994,有音频,1.825,否,否,0.5781,
CBN News Channel (1080p),https://fastly.live.brightcove.com/6380396819112/us-east-1/734546207001/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJob3N0IjoiczFpM3ZpLmVncmVzcy50N2M3emwiLCJhY2NvdW50X2lkIjoiNzM0NTQ2MjA3MDAxIiwiZWhuIjoiZmFzdGx5LmxpdmUuYnJpZ2h0Y292ZS5jb20iLCJpc3MiOiJibGl2ZS1wbGF5YmFjay1zb3VyY2UtYXBpIiwic3ViIjoicGF0aG1hcHRva2VuIiwiYXVkIjpbIjczNDU0NjIwNzAwMSJdLCJqdGkiOiI2MzgwMzk2ODE5MTEyIn0.GDYp4IWtzwPkupEWeeOavnioVknO-Ev3UGlHvM1rE6I/playlist-hls.m3u8,CBNNews.us@SD,,,,https://i.imgur.com/9f9YMsA.png,Religious,1920x1080,iptv-org-all.txt,1038,200,成功,h264,1920x1080,29.97002997002997,有音频,2.192,否,否,0.5365,
Canale 21 Extra (576p),https://0ff9dd7fe9b64bc08a5fc4ed525454c3.msvdn.net/live/S42170132/sT6C3LFaD1iA/playlist.m3u8,Canale21Extra.it@SD,,,,https://i.imgur.com/Jy8lMOg.png,General,1920x1080,iptv-org-all.txt,2745,200,成功,h264,1920x1080,25.0,有音频,3.983,否,否,0.5625,
Baby Shark TV,https://c0c65b821b3542c3a4dca92702f59944.mediatailor.us-east-1.amazonaws.com/v1/master/04fd913bb278d8775298c26fdca9d9841f37601f/RakutenTV-eu_BabySharkTV/playlist.m3u8,BabySharkTV.us@Poland,,,,https://i.imgur.com/SbBKr8L.png,Kids,1280x720,iptv-org-all.txt,308,200,成功,h264,1280x720,29.97002997002997,有音频,1.990,否,否,0.6094,
Catve2 (720p),https://5b33b873179a2.streamlock.net:1443/catve2/catve2/playlist.m3u8,Catve2.br@SD,,,,https://i.imgur.com/qiVfsfB.png,General,1280x720,iptv-org-all.txt,2535,200,成功,h264,1280x720,29.97002997002997,有音频,4.840,否,否,0.6042,
Assen TV (720p),https://takeoff.jetstre.am/?account=OmroepAssen&file=OmroepAssenTV/playlist.m3u8&output=playlist.m3u8&protocol=https&service=webdav&type=live,AssenTV.nl@SD,,,,https://i.imgur.com/upik15D.png,General,1280x720,iptv-org-all.txt,4994,200,成功,h264,1280x720,50.0,有音频,4.013,否,否,0.5781,
BEK TV News (720p),https://cdn3.wowza.com/5/ZWQ1K2NYTmpFbGsr/BEK-WOWZA-1/smil:BEKPRIMEeast.smil/playlist.m3u8,BEKNews.us@SD,,,,https://i.imgur.com/m80uxdz.png,News,320x240,iptv-org-all.txt,404,200,成功,h264,320x240,29.97002997002997,有音频,2.501,否,否,0.5781,
BDC TV (576p),https://video01.kshost.com.br/bdctv/bdctv/playlist.m3u8,BDCTV.br@SD,,,,https://i.imgur.com/6ckHV6k.jpeg,Entertainment,1920x1080,iptv-org-all.txt,3603,200,成功,h264,1920x1080,29.97002997002997,有音频,11.924,否,否,0.6562,
Canal 9 Barbe TV (720p) [Not 24/7],https://cdn.streamhispanatv.net:3549/live/barbetvlive.m3u8,BarbeTV.gt@SD,,,,https://i.imgur.com/2Sekew2.png,General,1280x720,iptv-org-all.txt,958,200,成功,h264,1280x720,29.97002997002997,有音频,1.570,否,否,0.5573,
ARY News (576p),http://66.102.120.18:8000/play/a02z/index.m3u8,ARYNews.pk@Pakistan,,,,https://i.postimg.cc/K85QNzjF/arynews.png,News,720x576,iptv-org-all.txt,1039,200,成功,mpeg2video,720x576,25.0,有音频,4.700,否,否,0.5938,
B+ TV (480p),https://tv.btnrwanda.com:3432/live/bpluslive.m3u8,BPlusTV.rw@SD,,,,https://i.ibb.co/WzLwj3X/IMG-20230703-155036.jpg,Entertainment,1280x720,iptv-org-all.txt,749,200,成功,h264,1280x720,25.0,有音频,1.271,否,否,0.5990,
Car City Adventures,https://d39g1vxj2ef6in.cloudfront.net/v1/master/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod-rakuten-stitched/master.m3u8?ads.xumo_channelId=88883095,CarCityAdventures.pl@SD,,,,https://images-0.rakuten.tv/storage/global-live-channel/translation/artwork/bd356b80-79d9-46ff-9674-e69aaf10022f-width200-quality90.jpeg,Undefined,1280x720,iptv-org-all.txt,218,200,成功,h264,1280x720,25.0,有音频,3.370,否,否,0.6042,
Avang TV (1080p),https://hls.avang.live/hls/stream.m3u8,AvangTV.us@SD,,,,https://i.postimg.cc/qMJNKMP2/avangtv.png,Music,1920x1080,iptv-org-all.txt,1308,200,成功,h264,1920x1080,25.0,有音频,2.936,否,否,0.6042,
Canal Mundo Visión (720p) [Not 24/7],https://movil.ejeserver.com/live/mundovisiontv.m3u8,CanalMundoVision.co@SD,,,,https://i.imgur.com/zRqfJuj.png,General,1280x720,iptv-org-all.txt,67,200,成功,h264,1280x720,30.0,有音频,1.507,否,否,0.6042,
AsiriTV (720p) [Not 24/7],https://video2.lhdserver.es/asiritv/live.m3u8,AsiriTV.pe@SD,,,,https://i.imgur.com/7bGVFBa.png,Culture,1280x720,iptv-org-all.txt,1420,200,成功,h264,1280x720,29.97002997002997,有音频,2.759,否,否,0.6042,
Burriana TV (720p),https://www.burrianateve.com/hls/btv.m3u8,BurrianaTeVe.es@SD,,,,https://i.imgur.com/G3nIGHh.png,General,,iptv-org-all.txt,1041,200,成功,h264,,,有音频,10.532,否,否,0.5990,
Bollywood Classic,https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/bollywood-classic/manifest.m3u8,BollywoodClassic.ro@SD,,,,https://i.imgur.com/ugPo6ca.png,Classic;Movies,640x360,iptv-org-all.txt,1974,200,成功,h264,640x360,25.0,有音频,2.627,否,否,0.5573,
Canal 44 Chihuahua (720p) [Not 24/7],https://5e50264bd6766.streamlock.net/canal442/videocanal442/playlist.m3u8,Canal44.mx@SD,,,,https://i.imgur.com/YDp8MlN.png,Undefined,1280x720,iptv-org-all.txt,10,200,成功,h264,1280x720,30.0,有音频,0.477,否,否,0.5573,
Best of The Drew Barrymore Show,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6310cbee5a8ad300070fdb7c/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c796a40-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=223866bd-0f1f-4f33-9986-65de6978421c,BestofTheDrewBarrymoreShow.us@SD,,,,https://i.imgur.com/5kdG4Dm.png,Entertainment,426x240,iptv-org-all.txt,95,200,成功,h264,426x240,30.0,有音频,4.545,否,否,0.5833,
Cadena 103 (720p) [Not 24/7],http://arcast.net:1935/cadena103/cadena103/playlist.m3u8,Cadena103TV.ar@SD,,,,https://i.imgur.com/vBsry35.png,Undefined,1280x720,iptv-org-all.txt,1961,200,成功,h264,1280x720,30.0,有音频,0.991,否,否,0.6406,
BX Inform (1080p),https://reflect-stream-bronxnet.cablecast.tv/live-8/live/stream-4/live.m3u8,BXInform.us@SD,,,,https://i.imgur.com/PF71rdZ.png,General;News,480x270,iptv-org-all.txt,1455,200,成功,h264,480x270,30.0,有音频,4.320,否,否,0.5781,
Backstage [Geo-blocked],https://fuse-backstage-xumo.amagi.tv/playlist.m3u8,Backstage.us@SD,,,,https://i.imgur.com/qcTNvNU.png,Documentary,384x216,iptv-org-all.txt,1692,200,成功,h264,384x216,30.0,有音频,4.768,否,否,0.6198,
Canal 13 Chiapas (720p) [Not 24/7],https://stream-207963.castr.net/65313d270e749722b6474684/live_55784330f36711ee97a7a19a8448730c/index.fmp4.m3u8,Canal13Chiapas.mx@SD,,,,https://i.imgur.com/SlycKgZ.png,General,1280x720,iptv-org-all.txt,1030,200,成功,h264,1280x720,,有音频,1.560,否,否,0.5677,
ATV (360p),http://rnttwmjcin.turknet.ercdn.net/lcpmvefbyo/atv/atv_360p.m3u8,ATV.tr@SD,,,,https://i.imgur.com/HyVUwFC.png,General,640x360,iptv-org-all.txt,1477,200,成功,h264,640x360,25.0,有音频,1.684,否,否,0.5833,
Bebeto TV (1080p),https://mlb.essastream.com:8081/bebetotelevision/index.m3u8,BebetoTV.do@SD,,,,https://www.lyngsat.com/logo/tv/bb/bebeto-tv-do.png,General,1920x1080,iptv-org-all.txt,1177,200,成功,h264,1920x1080,29.97002997002997,有音频,2.093,否,否,0.5625,
Canalda 26 HD [Not 24/7],https://canalda.rgradio.net:3084/live/canaldalive.m3u8,Canalda26HD.do@HD,,,,https://canaldahd.com/wp-content/uploads/2023/03/cropped-canaldahdlogo-1.png,General,1920x1080,iptv-org-all.txt,1525,200,成功,h264,1920x1080,29.97002997002997,有音频,1.415,否,否,0.5833,
Atlanta's 57 WATC 57.1 (720p),https://uni01rtmp.tulix.tv/watc57/watc57/playlist.m3u8,WATCDT1.us@SD,,,,https://i.imgur.com/FhIRe7O.png,Undefined,1920x1080,iptv-org-all.txt,843,200,成功,h264,1920x1080,30.0,有音频,2.904,否,否,0.5781,
Bukedde TV 2 (576p) [Not 24/7],https://stream.hydeinnovations.com/bukedde2flussonic/index.m3u8,BukeddeTV2.ug@SD,,,,https://i.imgur.com/ukwPZeY.png,General,1920x1080,iptv-org-all.txt,1635,200,成功,h264,1920x1080,25.0,有音频,10.483,否,否,0.5885,
Canal do Inter (720p) [Not 24/7],https://video01.soultv.com.br/internacional/internacional/playlist.m3u8,CanaldoInter.br@SD,,,,https://i.imgur.com/TQFWEIS.png,Sports,1280x720,iptv-org-all.txt,2545,200,成功,h264,1280x720,23.976023976023978,有音频,7.567,否,否,0.6042,
