频道名	地址	tvg-id	tvg-name	国家分组	语言分组	图标	原分组	分辨率	来源文件	检测时间	状态码	ffprobe是否成功	视频编码	分辨率	帧率	音频	ffprobe探测时间
CCTV14	https://migu.188766.xyz/?migutoken=01930823e3f557c9544dbcd09338d76e&id=CCTV14&type=yy							1280x720	CCSH.txt	45	403	成功	h264	1280x720	25.0	有音频	7.895
CCTV10	https://migu.188766.xyz/?migutoken=16884ff4fd95dbab302a3d0c8a3f5c64&id=CCTV10&type=yy							1280x720	CCSH.txt	35	403	成功	h264	1280x720	25.0	有音频	6.637
CETV2	https://migu.188766.xyz/?migutoken=2db392bb1f9d72452e2e5788b1b76c44&id=CETV2&type=yy							1280x720	CCSH.txt	36	403	成功	h264	1280x720	25.0	有音频	8.846
安徽卫视	https://stream1.freetv.fun/an-hui-wei-shi-76.ctv							1920x1080	CCSH.txt	6	403	成功	h264	1920x1080	50.0	有音频	7.759
湖南卫视	http://112.27.235.94:8000/hls/31/index.m3u8							1920x1080	CCSH.txt	215	200	成功	h264	1920x1080	50.0	有音频	2.394
CCTV9	http://112.46.85.60:8009/hls/509/index.m3u8							1920x1080	CCSH.txt	539	200	成功	h264	1920x1080	50.0	有音频	6.887
安徽卫视	http://111.61.236.247:9081/hls/27/index.m3u8							1920x1080	CCSH.txt	639	200	成功	h264	1920x1080	50.0	有音频	8.558
湖南卫视	http://59.39.89.130:60901/tsfile/live/0125_2.m3u8?key=txiptv&playlive=1&authid=0							1920x1080	CCSH.txt	1045	200	成功	h264	1920x1080	25.0	有音频	10.016
东方卫视	https://migu.188766.xyz/?migutoken=b63115b9fb80bfbdb1472e062e04556c&id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86&type=yy							1280x720	CCSH.txt	53	403	成功	h264	1280x720	25.0	有音频	5.026
CCTV13	http://59.39.89.130:60901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0							1920x1080	CCSH.txt	1082	200	成功	h264	1920x1080	50.0	有音频	4.924
CCTV15	https://iptv.catvod.com/live.php?id=CCTV15							1920x1080	CCSH.txt	32	403	成功	h264	1920x1080	25.0	有音频	2.684
江苏卫视	https://stream1.freetv.fun/jiang-su-wei-shi-85.ctv							1920x1080	CCSH.txt	6	403	成功	hevc	1920x1080	25.0	有音频	4.644
CCTV9	https://www.freetv.top/migu/673168140.m3u8?migutoken=5bb8ab9294311f37faa3cdafb812e7239938f092b043159793626f7da52f6d93f4405a7674b273f3c7fa8d727fe739592096467fdead662c2b86ead7f5f30b097195cdba6fbe0b0f48b1b06a83							1920x1080	CCSH.txt	303	200	成功	h264	1920x1080	30.0	有音频	1.653
CCTV14	https://www.freetv.top/migu/624878440.m3u8?migutoken=b1f130236741614ca1eaccd92217632731b3c3c0d831bbb7a25004e2ed6d8570b8de27efe2abc85d27a26651d421475c7d50ad99aa55c4aaf55222863fd9d0c80e6d6cf7b8ed52ec2e6cebdd95							1920x1080	CCSH.txt	291	200	成功	h264	1920x1080	30.0	有音频	1.395
CCTV17	https://www.freetv.top/migu/673168256.m3u8?migutoken=d63fc572ecc0257295e450bf7a5fc93e48375c1f7a6db73b9ee6a5587a776b53b22fcdaf1ecbca5059a2aa2e461e5a3d5381a6b4b8316d7dac6f0d6d701c34dc91e96415f35e46e35467b52736#http://222.169.85.8:9901/tsfile/live/0007_1.m3u8#http://www.freetv.top/migu/673168256.m3u8?migutoken=698e0ff1ba47e7b3e38326199e2ee0a1b7bd0b0dd192935d111a196fb0a283c3070537cce6951301b2cc3e6f7de31ffdb9b7c4095d6c008d8333e21e5070375ca86124640133c9fa4c6ffa847f#http://drive.mxmy.net:8888/udp/239.3.1.188:8001#https://www.freetv.top/migu/673168256.m3u8?migutoken=11fec7586772852c5b34d75ff515080f8def9861a030c98c5861b036729d642445a7bc5b0cd43e7086ca1903346f6cbad01b639771ee3bd13e653bdb2d14f169744862c9695688b0b177bc144a#https://www.freetv.top/migu/673168256.m3u8?migutoken=c505aab29000098934f1ca9d5242dc3a2190c763d3b8cee6e169b420eed692acda4eda40e637ee80eda6dd8a7728facd6367052eb645c558fe35bc0b716d932a07debbc8759ebcde15c9c7f920#https://www.freetv.top/migu/673168256.m3u8?migutoken=7270a64d821d9de391cdabdf9685e61de5c0929c8486a24ac167aea6279189e5577fd24dce303030fbf1bec432df053fc57698fb48b6285a78bab608e954345314604511e497b104c51f5dc0cd#http://drive.mxmy.net:8888/udp/239.3.1.151:8144#http://qjrhc.jydjd.top:2911/udp/224.1.100.135:11111							1920x1080	CCSH.txt	287	200	成功	h264	1920x1080	30.0	有音频	1.131
CCTV风云足球	http://120.76.248.139/live/bfgd/4200000225.m3u8							1280x720	CCSH.txt	6824	200	成功	h264	1280x720	25.0	有音频	2.990
东方卫视	http://hmfs.f3322.net:3388/hls/24/index.m3u8							1920x1080	CCSH.txt	562	200	成功	h264	1920x1080	50.0	有音频	13.102
CCTV11	http://218.17.33.178:53290/tsfile/live/1011_1.m3u8?key=txiptv							720x576	CCSH.txt	935	200	成功	h264	720x576	25.0	有音频	2.260
CCTV13	http://120.238.94.10:9901/tsfile/live/1031_1.m3u8							720x576	CCSH.txt	2227	200	成功	h264	720x576	25.0	有音频	13.015
CCTV12	https://www.freetv.top/migu/673168185.m3u8?migutoken=876a940958defb8a6514e54b9a992f0208f7db15754439ec4131d690bb68982f44bdfa6edbdbbdaf91035ca931a5577a8de3f1af81b18ee26104662899818f2703ab8bf49c63365ef4c1abb782							1920x1080	CCSH.txt	354	200	成功	h264	1920x1080	30.0	有音频	0.976
CETV2	https://migu.188766.xyz/?migutoken=cacc343ec52dd2a4846de01bad988b27&id=CETV2&type=yy							1280x720	CCSH.txt	41	403	成功	h264	1280x720	25.0	有音频	4.523
CCTV10	http://124.116.183.146:9901/tsfile/live/0010_1.m3u8							720x576	CCSH.txt	340	200	成功	h264	720x576	25.0	有音频	2.948
CCTV第一剧场	http://yp.qqqtv.top/1/api.php?id=CCTV-%E7%AC%AC%E4%B8%80%E5%89%A7%E5%9C%BA&auth=666858							1920x1080	CCSH.txt	1048	200	成功	h264	1920x1080	25.0	有音频	1.329
CCTV15	https://www.freetv.top/migu/673168223.m3u8?migutoken=d46236e1f679dad891142868b96821ba336ddefe3e4cddd4bd824a7fb0dcbbaba9234379f3c3e8769f05d127936a3a11f0963e0728476ac62f93a56a69dfed36453b0c3516a4ed541829283d46							1920x1080	CCSH.txt	306	200	成功	h264	1920x1080	30.0	有音频	1.420
浙江卫视	http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8							1920x1080	CCSH.txt	518	200	成功	h264	1920x1080	25.0	有音频	6.104
CCTV14	http://113.15.109.216:59901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0							1920x1080	CCSH.txt	257	200	成功	h264	1920x1080	50.0	有音频	3.019
CCTV10	http://yp.qqqtv.top/1/api.php?id=CCTV-10HD&auth=666858							1920x1080	CCSH.txt	673	200	成功	h264	1920x1080	25.0	有音频	1.387
湖南卫视	https://stream1.freetv.fun/95c362f9fa908fd8a2eb7b94303c480dd99e8de01244cb72ba5a85dcbc121437.m3u8							1280x720	CCSH.txt	19	403	成功	h264	1280x720	25.0	有音频	1.812
CCTV10	http://112.27.235.94:8000/hls/11/index.m3u8							1920x1080	CCSH.txt	215	200	成功	h264	1920x1080	50.0	有音频	2.595
CCTV11	http://120.76.248.139/live/bfgd/4200000130.m3u8							1280x720	CCSH.txt	487	200	成功	h264	1280x720	25.0	有音频	5.369
CCTV14	https://iptv.catvod.com/live.php?id=CCTV-14							1280x720	CCSH.txt	29	403	成功	h264	1280x720	25.0	有音频	0.690
CCTV13	https://www.freetv.top/migu/608807423.m3u8?migutoken=c2389cf5194aa51126151d56817f4b78c648be26d653da0ba123aedb4ac3bc7cf448bdf7e94a38f8a1d5ef942bd7584f21130d1702c97093596d8bf121dc9e10697c48b323b813404c8eff9ed6							1920x1080	CCSH.txt	1229	200	成功	h264	1920x1080	30.0	有音频	0.994
CCTV14	https://www.freetv.top/migu/624878440.m3u8?migutoken=e6bd15e024af167f2ca00052d9bcd67ea8fb97ef7fc460b66c53fe1a4e5ef960f22ccc6ea16b995648364a330058a0f552e989000e7e98adfafc3a0259bb475e8c905ce600deedcd97464ca17f							1920x1080	CCSH.txt	288	200	成功	h264	1920x1080	30.0	有音频	1.458
CCTV14	http://124.116.183.146:9901/tsfile/live/0014_1.m3u8							720x576	CCSH.txt	631	200	成功	h264	720x576	25.0	有音频	7.932
浙江卫视	https://migu.188766.xyz/?migutoken=54a0ec09d7a06e64a7eb3b48603bb7f9&id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&pp=1							1920x1080	CCSH.txt	37	403	成功	h264	1920x1080	25.0	有音频	10.928
CCTV15	https://iptv.catvod.com/live.php?id=CCTV-15							1280x720	CCSH.txt	33	403	成功	h264	1280x720	25.0	有音频	0.680
CCTV10	https://stream1.freetv.fun/0ea747e2b910912d7b767737051b09d3af710dd38a7ec89f24090e34e3e4f08a.m3u8							1280x720	CCSH.txt	7	403	成功	h264	1280x720	25.0	有音频	1.934
CCTV14	https://www.freetv.top/migu/624878440.m3u8?migutoken=ab4798f1f14300df6bd82662693a13bca4221eb41a68c2446d4c5eb5698887e49f91f026694f31371bc190c16f9cd7e54c61f26e87d09df9aed2e3c5b4c31fa798e2b5f5ba65560ed48591f52a							1920x1080	CCSH.txt	302	200	成功	h264	1920x1080	30.0	有音频	1.321
浙江卫视	https://stream1.freetv.fun/zhe-jiang-wei-shi-104.m3u8							640x360	CCSH.txt	7	403	成功	h264	640x360	25.0	有音频	2.901
江苏卫视	http://61.184.46.85:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0							1920x1080	CCSH.txt	868	200	成功	h264	1920x1080	25.0	有音频	9.520
CCTV14	https://www.freetv.top/migu/624878440.m3u8?migutoken=1474d252464d0262ca3f07582748f3768a437115cb98649a10031e0d5681b87d30e16a623c48240db30de9831a46b6ab6040cacaab434ac72fa9ed65ccd886c33c6aab036f78698de7be28c8db							1920x1080	CCSH.txt	296	200	成功	h264	1920x1080	30.0	有音频	0.957
湖南卫视	http://61.163.181.78:85/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0							1920x1080	CCSH.txt	498	200	成功	h264	1920x1080	50.0	有音频	2.606
湖南卫视	https://migu.188766.xyz/?migutoken=118a38550a629d0ff9f42244154fd7b9&id=hnws&type=sz							1920x1080	CCSH.txt	36	403	成功	h264	1920x1080	25.0	有音频	8.524
江苏卫视	https://www.freetv.top/migu/623899368.m3u8?migutoken=97c7334488eebe10f8c7b70518971ba643de7407f32f3bb9fa0a6ece2bce6efb9942dee16dfb87de86df53f96ada93dc655f3c7535b19ffce4a9f67172ff587bbab11924238b04bf91959f0cc5							1920x1080	CCSH.txt	294	200	成功	h264	1920x1080	30.0	有音频	0.805
江苏卫视	https://stream1.freetv.fun/ab96b0ba87db2285506cd908301589912d6162c0fbae266f556585184a115dcb.m3u8							1280x720	CCSH.txt	6	403	成功	h264	1280x720	25.0	有音频	1.905
安徽卫视	https://stream1.freetv.fun/fd5b9c563728d8fb69fea32ba4ed01d8eeeb316e1c8d7d7a5c8a688e95d14785.m3u8							1280x720	CCSH.txt	7	403	成功	h264	1280x720	25.0	有音频	1.666
江苏卫视	https://www.freetv.top/migu/623899368.m3u8?migutoken=49a45b3ba8201aca65a6b8be298982e4b5c80abded17ae9a45d43f576e0fabc24f849a21fff1e9653aace2fa93b5a1b13bb115f1ea22af88d87707910500a29b49881a6a8a76610a5c7c479903							1920x1080	CCSH.txt	1180	200	成功	h264	1920x1080	30.0	有音频	1.008
CCTV13	https://www.freetv.top/migu/608807423.m3u8?migutoken=ac75a7b224f6d682c32c041ab4e0382dbb3ff875e9f9296ab33b8f3b7d44ac493d7bf97160232973e9f25fe71232f5180c8fe73aaee23768741e101519263d172ad60f77351699f0863c60b8ff							1920x1080	CCSH.txt	291	200	成功	h264	1920x1080	30.0	有音频	1.042
CCTV9	https://www.freetv.top/migu/673168140.m3u8?migutoken=0f1a623dca6f658303aaa4999b3ace15c780e46aa170dd3d91f0e82333ce6046e6bab6fa6948fba878c2b6e0cf9d1f04d09cc1ebaed71350ec282ef8595200813c491a3e23da08b3242755d891							1920x1080	CCSH.txt	303	200	成功	h264	1920x1080	30.0	有音频	1.390
CCTV17	https://www.freetv.top/migu/673168256.m3u8?migutoken=e7dc493273bb331a8b7e0d3c475924ad4706b90f18fd4775c1c134103274e9ad9d59015289e02877b65420a149fcae4f793ded0177cc600ac79d9a95a234e4a8db198072e6973c4a14c05c9dc6							1920x1080	CCSH.txt	287	200	成功	h264	1920x1080	30.0	有音频	1.076
CCTV11	https://www.freetv.top/migu/667987558.m3u8?migutoken=0889c33c8749b813b28c533d0ceb5e64bdf62396a1f0d2d849b8980a53dc7a8553dda3a862c070fb58ada9d23f299446643d38d44ab5b1506b0ff3a5033bd766ae621fd4e8c886ae46a9905d73							1920x1080	CCSH.txt	365	200	成功	h264	1920x1080	30.0	有音频	1.107
东方卫视	http://go.bkpcp.top/mg/dfws							1920x1080	CCSH.txt	273	403	成功	h264	1920x1080	50.0	有音频	5.371
东方卫视	https://www.freetv.top/migu/651632648.m3u8?migutoken=c9a7a392335b6f990a4b233b6066770e1330aa6b6fed2a47f3985567ef8988af1b02bf0adfcc1243deb1fb6fb57ade7c90aa1550041f7c3dfe329e36daf55d57c902f86accec6e30f8ee9b773f							1920x1080	CCSH.txt	297	200	成功	h264	1920x1080	30.0	有音频	1.577
CCTV11	https://www.freetv.top/migu/667987558.m3u8?migutoken=16827d54043eba69d051685229b1d0623c01f398f643b3a7d912c9929d6525025ef57eb61666d45bb70dfc86405aa336ca762f0bda4f0284d98eddae4042805df42661f954a1d40820829ec8c2							1920x1080	CCSH.txt	287	200	成功	h264	1920x1080	30.0	有音频	0.929
CCTV10	https://www.freetv.top/migu/624878405.m3u8?migutoken=b1b22121df2bcd800e793b36913fab68d316021b76f648524809136fb73c1f61bca55e7a5b0562383be65dfcb00d638501b42d41f4e66fc266c568cf7a9986d9178f59c8f802bee2700c475a63							1920x1080	CCSH.txt	293	200	成功	h264	1920x1080	30.0	有音频	0.816
CCTV9	https://www.freetv.top/migu/673168140.m3u8?migutoken=4dad15d020c7e258db98f5904ae6df15132c1dc28aefe8bf5e800f37e3445cd3ee5add3d06aae6d910e4708d9adb89cdb619e3bb7bacb873f79812ef4bb4b34316ee0d6cf8ec9a5fed0a82368f							1920x1080	CCSH.txt	369	200	成功	h264	1920x1080	30.0	有音频	0.825
CCTV13	http://www.freetv.top/migu/608807423.m3u8?migutoken=d8e7d5104925c13570533f5db2f808b4613be4d2901d3d406a67fca92ee219bc3692dff97d63d38123fde519465b77404b0a2c0c59bec5e83ad2be42019845acc7e59290159021d585352689cc							1920x1080	CCSH.txt	1298	200	成功	h264	1920x1080	30.0	有音频	2.024
东方卫视	http://z.b.bkpcp.top/m.php?id=dfws							1920x1080	CCSH.txt	1107	403	成功	h264	1920x1080	50.0	有音频	3.889
CCTV9	https://v4-3ee63cd9178a070a2db29f77915c49d4.livehwc4.com/play.kankanlive.com/live/1698423397390920.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=100de297220e504d918804dec82a07f6							720x576	CCSH.txt	1253	200	成功	h264	720x576	25.0	有音频	5.574
江苏卫视	http://113.15.109.216:59901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0							720x576	CCSH.txt	1303	200	成功	h264	720x576	50.0	有音频	2.184
安徽卫视	http://112.27.235.94:8000/hls/26/index.m3u8							1920x1080	CCSH.txt	215	200	成功	h264	1920x1080	25.0	有音频	2.450
东方卫视	https://www.freetv.top/migu/651632648.m3u8?migutoken=09c24b255d931b105b2a0e0e73a2fce2a18eee043d7a80fc7edd3f45e8733a027c9a3344cf85daf80107cb437dc0f0309e092eddf78b6e8fad23169f7600e832abe4c34f59e2db45f1ef90144c							1920x1080	CCSH.txt	1194	200	成功	h264	1920x1080	30.0	有音频	1.338
CCTV17	https://www.freetv.top/migu/673168256.m3u8?migutoken=11fec7586772852c5b34d75ff515080f8def9861a030c98c5861b036729d642445a7bc5b0cd43e7086ca1903346f6cbad01b639771ee3bd13e653bdb2d14f169744862c9695688b0b177bc144a							1920x1080	CCSH.txt	288	200	成功	h264	1920x1080	30.0	有音频	1.436
CCTV14	https://www.freetv.top/migu/624878440.m3u8?migutoken=db2a84fa1a47ccda35261252e35f997e2e7083da0db8369cf0612848c30e97efb2851cf91c1ca38b261647c5e104e3ee881d60d1da85f1e4748958fe7c4d93689021888fe45fbaa99a6e1e45b9							1920x1080	CCSH.txt	295	200	成功	h264	1920x1080	30.0	有音频	1.492
CCTV15	https://www.freetv.top/migu/673168223.m3u8?migutoken=ad38294ea17b61fb4e3582dd4b38fe6903d520cf9c77df387069a12c1d35acd569d2a80ad10f3f759e3130a7cf82f39f4700e10050fa4438027fb9151be012733eede3d7a5db53a58345272ef8							1920x1080	CCSH.txt	341	200	成功	h264	1920x1080	30.0	有音频	1.170
东南卫视	http://36.32.174.67:60080/newlive/live/hls/33/live.m3u8							1920x1080	CCSH.txt	872	200	成功	h264	1920x1080	25.0	有音频	9.069
浙江卫视	http://183.215.134.239:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0							1920x1080	CCSH.txt	429	200	成功	h264	1920x1080	25.0	有音频	8.038
CCTV11	http://61.136.172.236:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0							1920x1080	CCSH.txt	302	200	成功	h264	1920x1080	50.0	有音频	8.831
江苏卫视	https://migu.188766.xyz/?migutoken=817ce1c50e95bcad73a290a7012c6a92&id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86&type=yy							1280x720	CCSH.txt	43	403	成功	h264	1280x720	25.0	有音频	3.246
东方卫视	https://www.freetv.top/migu/651632648.m3u8?migutoken=e765bb663396911e0fa027f64c4378a4811b733586444461515451642f01e401c61987a7256405e562f272d4a45cf003c8974fd47f47765203988df87102570687a04fcdd402aa62918f1cad2f							1920x1080	CCSH.txt	323	200	成功	h264	1920x1080	30.0	有音频	0.856
CCTV12	https://www.freetv.top/migu/673168185.m3u8?migutoken=ff6a5a89e6ad0f73cd78424df3be0abe3743e8bbd37698f2dcee8ece0d6ffbe0c1205c704c08924958889799dcc66d9333f4273e5dc9ead670713fd2b2292e201873fb66020ec85899c7bd2a05							1920x1080	CCSH.txt	366	200	成功	h264	1920x1080	30.0	有音频	0.898
浙江卫视	http://218.17.33.178:53290/tsfile/live/0124_1.m3u8?key=txiptv							1920x1080	CCSH.txt	487	200	成功	h264	1920x1080	25.0	有音频	3.822
CCTV14	http://go.bkpcp.top/mg/cctv14							1920x1080	CCSH.txt	454	403	成功	h264	1920x1080	25.0	有音频	1.550
浙江卫视	http://120.76.248.139/live/bfgd/4200000094.m3u8							1280x720	CCSH.txt	517	200	成功	h264	1280x720	25.0	有音频	3.322
CCTV13	https://play.kankanlive.com/live/1698423543275916.m3u8							800x600	CCSH.txt	2495	200	成功	h264	800x600	25.0	有音频	8.776
CCTV13	https://www.freetv.top/migu/608807423.m3u8?migutoken=776326ca258673fca618a4f3a2ff6e001516e1bd1de00a273f9321b167eace944b1fea149e58d9f61f99fdcb505524330bcadd896ad46e9264a6c57fcd05b0e7b924e3462804a5228697c43f3f							1920x1080	CCSH.txt	288	200	成功	h264	1920x1080	30.0	有音频	1.460
CCTV14	https://www.freetv.top/migu/624878440.m3u8?migutoken=56c7feb8cb5f347901196e85642fd684252562a371f8eff91130c55f05b146a75525b0ded5bbd67d992fd86e47f3af37a5b87c9830db36e765e2b022af03ae4f28d4016c2f1bc9a60bc14d57b3							1920x1080	CCSH.txt	307	200	成功	h264	1920x1080	30.0	有音频	0.670
东方卫视	http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8							1920x1080	CCSH.txt	879	200	成功	h264	1920x1080	50.0	有音频	4.124
浙江卫视	http://go.bkpcp.top/mg/zjws							3840x2160	CCSH.txt	231	403	成功	hevc	3840x2160	50.0	有音频	2.190
CCTV15	http://www.freetv.top/migu/673168223.m3u8?migutoken=81268e3d4f684bb5f7e3f9be9524d419c9c649ab0f8f8d3416c7e7535e0b219459b129f4be677a98cf66de546e2d7a78ebe50703d98eb67703adee341cd46d7d39c14bfc907da3a20534d07396							1920x1080	CCSH.txt	340	200	成功	h264	1920x1080	30.0	有音频	2.294
CCTV世界地理	http://sh.lnott.top:880/dx72.m3u8							1920x1080	CCSH.txt	965	200	成功	h264	1920x1080	25.0	有音频	4.183
江苏卫视	https://www.freetv.top/migu/623899368.m3u8?migutoken=eeab3d17b63b4c7e121ca8b24be0708254418f2e6cf6a24e94e18f79f97719fcea9930b4df2add6349f47b4bbb429f376c6d63c64916f5c43cdc2c87c201be1688d9db3211827c78605443a1f0							1920x1080	CCSH.txt	325	200	成功	h264	1920x1080	30.0	有音频	1.402
浙江卫视	http://drive.mxmy.net:8888/udp/239.3.1.137:8036							1920x1080	CCSH.txt	540	200	成功	h264	1920x1080	25.0	有音频	8.269
CCTV风云音乐	http://sh.lnott.top:880/dx73.m3u8							1920x1080	CCSH.txt	781	200	成功	h264	1920x1080	50.0	有音频	3.752
CCTV15	https://www.freetv.top/migu/673168223.m3u8?migutoken=b3f5f563a0e87a8d4215ce2f21de8c4ba355f6b7cecac5f686433bc2809f1a670c2454c39a4c60e3d446e610daf4c9bb26feea0ee07ed55a05d6b332b10381aa4ffb12bb3db425336f25a43987							1920x1080	CCSH.txt	295	200	成功	h264	1920x1080	30.0	有音频	1.030
CCTV15	https://migu.188766.xyz/?migutoken=93c37a7aee624c212c361d4f444622ff&id=CCTV15&type=yy							1280x720	CCSH.txt	22	403	成功	h264	1280x720	25.0	有音频	3.296
CCTV12	https://www.freetv.top/migu/673168185.m3u8?migutoken=850e10c4b3e2559846e644627d1497207d19de95ff18847d49e0964a8624df5197b1262ebe2daea9c3cfc41d24fec5145f55e042a0eec5e360ac914bf90f7be722595f32839fa076275e91b466							1920x1080	CCSH.txt	305	200	成功	h264	1920x1080	30.0	有音频	1.458
CCTV9	http://yp.qqqtv.top/bc/bc.php?id=CCTV-9+%E7%BA%AA%E5%BD%95&auth=66615415							1280x720	CCSH.txt	1509	403	成功	h264	1280x720	25.0	有音频	4.184
CCTV17	http://hmfs.f3322.net:3388/hls/37/index.m3u8							1920x1080	CCSH.txt	278	200	成功	h264	1920x1080	50.0	有音频	8.317
CCTV15	http://113.57.93.165:9900/tsfile/live/0015_1.m3u8							720x576	CCSH.txt	262	200	成功	h264	720x576	25.0	有音频	15.294
CCTV11	https://play.kankanlive.com/live/1698423476198918.m3u8							800x600	CCSH.txt	269	200	成功	h264	800x600	25.0	有音频	7.482
江苏卫视	https://www.freetv.top/migu/623899368.m3u8?migutoken=3ec7add32f2108ed670e526f58207033f492fc81ffe6044df4e04bf88bca3cfbe3f1af7bd4fa10e5a6663f276475985da275dfa9a568feed08fbc90f40838156a2167089cb6b35aaaf231e8ae8							1920x1080	CCSH.txt	772	200	成功	h264	1920x1080	30.0	有音频	1.319
CCTV10	https://play.kankanlive.com/live/1698423445959919.m3u8							800x600	CCSH.txt	2553	200	成功	h264	800x600	25.0	有音频	7.375
