频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间
九师电视台,https://liveout.btzx.com.cn/3pyc0h/dbfvwu.m3u8,,,,,,,,,新疆,720x576,zbefine.txt,1929,200,成功,h264,720x576,50.0,有音频,6.081
小毅主播q6906628,https://live.ottiptv.cc/douyu/6906628,,,,,,,,,,1280x720,tvbwipv_4.txt,1508,200,成功,h264,1280x720,30.0,有音频,3.116
奇光主播8009547,https://live.ottiptv.cc/douyu/8009547,,,,,,,,,,1280x720,tvbwipv_4.txt,1191,200,成功,h264,1280x720,30.0,有音频,2.735
小毅主播e11851549,https://live.ottiptv.cc/douyu/11851549,,,,,,,,,,1280x720,tvbwipv_4.txt,1559,200,成功,h264,1280x720,30.0,有音频,2.873
定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8,,,,,,,,,山西,1280x720,zbefine.txt,2159,200,成功,h264,1280x720,30.0,有音频,5.360
CCTV4,http://m.061899.xyz/mg/cctv4,,,,,,,,,,1920x1080,tvbwipv_4.txt,824,403,成功,h264,1920x1080,25.0,有音频,7.534
牛叔说电影2758565,https://live.ottiptv.cc/douyu/2758565,,,,,,,,,,1280x720,tvbwipv_4.txt,993,200,成功,h264,1280x720,23.25,有音频,2.531
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8,,,,,,,,,四川,720x404,zbefine.txt,733,403,成功,h264,720x404,25.0,有音频,2.911
悠悠爱电影,https://live.ottiptv.cc/huya/30611864,,,,,,,,,,1920x1080,tvbwipv_4.txt,670,200,成功,h264,1920x1080,30.0,有音频,1.469
周星星,https://live.ottiptv.cc/huya/11342412,,,,,,,,,,1920x1080,tvbwipv_4.txt,1186,200,成功,h264,1920x1080,60.0,有音频,1.662
奇光主播q12560807,https://live.ottiptv.cc/douyu/12560807,,,,,,,,,,1280x720,tvbwipv_4.txt,1292,200,成功,h264,1280x720,30.0,有音频,3.294
拉萨汉语综合,http://file.lasatv.cn/cms/videos/nmip-media/channellive/channel1/playlist.m3u8,,,,,,,,,西藏,720x576,zbefine.txt,955,200,成功,h264,720x576,25.0,有音频,1.835
凉山彝语频道,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8,,,,,,,,,四川,720x404,zbefine.txt,494,403,成功,h264,720x404,25.0,有音频,2.664
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8,,,,,,,,,浙江,1280x720,zbefine.txt,4683,200,成功,h264,1280x720,25.0,有音频,8.966
北京-水长城03,https://gcalic.v.myalicdn.com/gc/wgw03_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,1920x1080,zbefine.txt,689,200,成功,h264,1920x1080,25.0,有音频,4.460
北京-水长城02,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,1920x1080,zbefine.txt,1085,200,成功,h264,1920x1080,20.0,有音频,4.852
7喜先生,https://live.ottiptv.cc/huya/11342421,,,,,,,,,,1920x816,tvbwipv_4.txt,1005,200,成功,h264,1920x816,60.0,有音频,2.277
北京-水长城01,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,1280x720,zbefine.txt,1665,200,成功,h264,1280x720,25.0,有音频,4.298
安徽-黄山飞来石,https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,1920x1080,zbefine.txt,256,200,成功,h264,1920x1080,25.0,有音频,4.190
晓晓666666 426517,https://live.ottiptv.cc/douyu/426517,,,,,,,,,,1920x1080,tvbwipv_4.txt,1584,200,成功,h264,1920x1080,30.0,有音频,1.434
CCTV5,http://m.061899.xyz/mg/cctv5,,,,,,,,,,1920x1080,tvbwipv_4.txt,859,403,成功,h264,1920x1080,50.0,有音频,5.232
CCTV13,http://m.061899.xyz/mg/cctv13,,,,,,,,,,1920x1080,tvbwipv_4.txt,775,403,成功,h264,1920x1080,25.0,有音频,2.770
CCTV5+,http://m.061899.xyz/mg/cctv5p,,,,,,,,,,854x480,tvbwipv_4.txt,504,403,成功,h264,854x480,25.0,有音频,4.255
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8,,,,,,,,,浙江,720x576,zbefine.txt,5164,200,成功,h264,720x576,25.0,有音频,12.254
文成二套,http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8,,,,,,,,,浙江,1280x720,zbefine.txt,3422,200,成功,h264,1280x720,25.0,有音频,10.451
临平新闻频道,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8,,,,,,,,,浙江,1280x720,zbefine.txt,5417,200,成功,h264,1280x720,25.0,有音频,10.828
mn静静nm5668371,https://live.ottiptv.cc/douyu/5668371,,,,,,,,,,1920x1080,tvbwipv_4.txt,944,200,成功,h264,1920x1080,30.0,有音频,1.659
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8,,,,,,,,,浙江,1280x720,zbefine.txt,5685,200,成功,h264,1280x720,25.0,有音频,13.015
南部新闻综合,http://pili-live-rtmp.148.i2863.com/i2863-148/live_148_811389.m3u8,,,,,,,,,四川,1280x720,zbefine.txt,1154,200,成功,h264,1280x720,25.0,有音频,2.120
过往1908 8721095,https://live.ottiptv.cc/douyu/8721095,,,,,,,,,,1920x1080,tvbwipv_4.txt,674,200,成功,h264,1920x1080,30.0,有音频,1.376
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8,,,,,,,,,四川,1920x1080,zbefine.txt,1379,200,成功,h264,1920x1080,25.0,有音频,2.072
橙記Orange丶4549169,https://live.ottiptv.cc/douyu/4549169,,,,,,,,,,1280x720,tvbwipv_4.txt,3064,200,成功,h264,1280x720,30.0,有音频,1.133
Only丶邵氏4246519,https://live.ottiptv.cc/douyu/4246519,,,,,,,,,,1280x720,tvbwipv_4.txt,3517,200,成功,h264,1280x720,30.303030303030305,有音频,2.863
网神影厅508118,https://live.ottiptv.cc/douyu/508118,,,,,,,,,,1280x720,tvbwipv_4.txt,2062,200,成功,h264,1280x720,30.0,有音频,3.305
津南一套,http://play.jinnantv.top/live/JNTV1.m3u8,,,,,,,,,天津,720x576,zbefine.txt,3727,200,成功,h264,720x576,25.0,有音频,9.566
我砸晕了牛顿奥1218414,https://live.ottiptv.cc/douyu/1218414,,,,,,,,,,1280x720,tvbwipv_4.txt,1659,200,成功,h264,1280x720,25.0,有音频,2.442
Poison丶冰冰74374,https://live.ottiptv.cc/douyu/74374,,,,,,,,,,1280x720,tvbwipv_4.txt,3532,200,成功,h264,1280x720,60.0,有音频,1.975
苹果Zei甜1174353,https://live.ottiptv.cc/douyu/1174353,,,,,,,,,,1280x720,tvbwipv_4.txt,2714,200,成功,h264,1280x720,25.0,有音频,2.787
奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8,,,,,,,,,新疆,1920x1080,zbefine.txt,605,200,成功,h264,1920x1080,25.0,有音频,1.905
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8,,,,,,,,,新疆,1920x1080,zbefine.txt,615,200,成功,h264,1920x1080,25.0,有音频,1.880
吉木萨尔综合,http://218.31.201.189:9000/api/material/local/mnt/shiping1/prog_index.m3u8,,,,,,,,,新疆,1920x1080,zbefine.txt,569,200,成功,h264,1920x1080,25.0,有音频,3.539
CCTV8,http://m.061899.xyz/mg/cctv8,,,,,,,,,,854x480,tvbwipv_4.txt,987,403,成功,h264,854x480,25.0,有音频,2.493
龍組队长天昊1487654,https://live.ottiptv.cc/douyu/1487654,,,,,,,,,,1280x720,tvbwipv_4.txt,3948,200,成功,h264,1280x720,30.0,有音频,3.172
广东-梅州梅江,http://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8,,,,,,,,,景区,1280x720,zbefine.txt,1285,200,成功,h264,1280x720,25.0,有音频,2.820
baby丶贝贝431460,https://live.ottiptv.cc/douyu/431460,,,,,,,,,,1920x1080,tvbwipv_4.txt,4026,200,成功,h264,1920x1080,30.303030303030305,有音频,2.734
CCTV17,http://m.061899.xyz/mg/cctv17,,,,,,,,,,854x480,tvbwipv_4.txt,694,403,成功,h264,854x480,25.0,有音频,3.203
CCTV16,http://m.061899.xyz/mg/cctv16,,,,,,,,,,3840x2160,tvbwipv_4.txt,846,403,成功,hevc,3840x2160,50.0,有音频,5.299
沐川综合频道,http://tvfile.mcrm.org.cn/nmip-media/channellive/channel103064/playlist.m3u8,,,,,,,,,四川,1920x1080,zbefine.txt,1648,200,成功,h264,1920x1080,25.0,有音频,3.661
武清综合频道,https://tvpull.smartwq.cn/wqlive/convergencemedia/playlist.m3u8,,,,,,,,,天津,720x576,zbefine.txt,3891,200,成功,h264,720x576,25.0,有音频,14.664
蕃薯粥粥煮好了11878141,https://live.ottiptv.cc/douyu/11878141,,,,,,,,,,1920x1080,tvbwipv_4.txt,1296,200,成功,h264,1920x1080,60.0,有音频,2.785
萌小鬼3928,https://live.ottiptv.cc/douyu/3928,,,,,,,,,,1920x1080,tvbwipv_4.txt,1943,200,成功,h264,1920x1080,30.0,有音频,2.345
贾贵队长真男神299854,https://live.ottiptv.cc/douyu/299854,,,,,,,,,,1440x900,tvbwipv_4.txt,957,200,成功,h264,1440x900,30.0,有音频,2.117
广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8,,,,,,,,,四川,1920x1080,zbefine.txt,1191,200,成功,h264,1920x1080,25.0,有音频,2.638
武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8,,,,,,,,,山西,1280x720,zbefine.txt,3042,200,成功,h264,1280x720,30.0,有音频,5.322
单纯的顺才少爷10084875,https://live.ottiptv.cc/douyu/10084875,,,,,,,,,,1280x720,tvbwipv_4.txt,1150,200,成功,h264,1280x720,30.0,有音频,2.575
CCTV10,http://m.061899.xyz/mg/cctv10,,,,,,,,,,854x480,tvbwipv_4.txt,144,403,成功,h264,854x480,25.0,有音频,3.216
怀仁综合频道,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8,,,,,,,,,山西,1920x1080,zbefine.txt,3973,200,成功,h264,1920x1080,,有音频,9.138
