频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间
晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8,,,,,,,,,山西,1920x1080,zbefine.txt,805,200,成功,h264,1920x1080,25.0,有音频,2.469
开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8,,,,,,,,,浙江,1280x720,zbefine.txt,333,200,成功,h264,1280x720,25.0,有音频,8.754
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8,,,,,,,,,浙江,1280x720,zbefine.txt,300,200,成功,h264,1280x720,25.0,有音频,2.590
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8,,,,,,,,,黑龙江,640x480,zbefine.txt,718,200,成功,h264,640x480,25.0,有音频,2.071
松原公共频道,http://stream8.jlntv.cn/sytv2/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,1292,200,成功,h264,720x576,25.0,有音频,3.037
舒兰新闻综合,http://stream8.jlntv.cn/shulan/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,318,200,成功,h264,720x576,25.0,有音频,3.431
泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8,,,,,,,,,四川,1280x720,zbefine.txt,2631,200,成功,h264,1280x720,,有音频,1.778
怀仁综合频道,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8,,,,,,,,,山西,1920x1080,zbefine.txt,2786,200,成功,h264,1920x1080,,有音频,6.928
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8,,,,,,,,,浙江,1280x720,zbefine.txt,277,200,成功,h264,1280x720,25.0,有音频,2.330
丰宁综合频道,https://jwcdnqx.hebyun.com.cn/live/fengningzonghe/1500k/tzwj_video.m3u8,,,,,,,,,河北,1920x1080,zbefine.txt,870,200,成功,h264,1920x1080,30.0,有音频,4.570
武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8,,,,,,,,,山西,1280x720,zbefine.txt,4388,200,成功,h264,1280x720,30.0,有音频,5.319
泸州公共频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8,,,,,,,,,四川,1280x720,zbefine.txt,2636,200,成功,h264,1280x720,,有音频,1.562
晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8,,,,,,,,,山西,1920x1080,zbefine.txt,519,200,成功,h264,1920x1080,25.0,有音频,2.474
广东-梅州梅江,http://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8,,,,,,,,,景区,1280x720,zbefine.txt,1192,200,成功,h264,1280x720,25.0,有音频,2.622
长白山电视台,http://stream8.jlntv.cn/cbstv/sd/live.m3u8,,,,,,,,,吉林,320x240,zbefine.txt,599,200,成功,h264,320x240,25.0,有音频,2.323
永吉综合频道,http://stream10.jlntv.cn/yongji/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,294,200,成功,h264,720x576,25.0,有音频,2.497
龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8,,,,,,,,,浙江,1280x720,zbefine.txt,287,200,成功,h264,1280x720,25.0,有音频,2.416
泸州科教频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8,,,,,,,,,四川,1280x720,zbefine.txt,2636,200,成功,h264,1280x720,,有音频,1.800
涉县新闻综合,https://jwcdnqx.hebyun.com.cn/live/SXTV1/1500k/tzwj_video.m3u8,,,,,,,,,河北,1920x1080,zbefine.txt,369,200,成功,h264,1920x1080,25.0,有音频,3.320
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8,,,,,,,,,黑龙江,640x480,zbefine.txt,533,200,成功,h264,640x480,25.0,有音频,2.036
津南一套,http://play.jinnantv.top/live/JNTV1.m3u8,,,,,,,,,天津,720x576,zbefine.txt,1175,200,成功,h264,720x576,25.0,有音频,0.125
通化新闻,http://stream2.jlntv.cn/tonghua1/sd/live.m3u8,,,,,,,,,吉林,1280x720,zbefine.txt,1108,200,成功,h264,1280x720,25.0,有音频,2.085
农安新闻综合,http://stream2.jlntv.cn/naxw/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,309,200,成功,h264,720x576,25.0,有音频,2.637
广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8,,,,,,,,,四川,1920x1080,zbefine.txt,915,200,成功,h264,1920x1080,25.0,有音频,2.590
承德公共生活,https://jwcdnqx.hebyun.com.cn/live/cdsggshtv/1500k/tzwj_video.m3u8,,,,,,,,,河北,960x540,zbefine.txt,889,200,成功,h264,960x540,25.0,有音频,3.935
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,1013,200,成功,h264,720x576,25.0,有音频,2.231
文成二套,http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8,,,,,,,,,浙江,1280x720,zbefine.txt,3011,200,成功,h264,1280x720,25.0,有音频,2.170
苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8,,,,,,,,,浙江,1920x1080,zbefine.txt,3032,200,成功,h264,1920x1080,25.0,有音频,2.965
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8,,,,,,,,,黑龙江,640x480,zbefine.txt,268,200,成功,h264,640x480,25.0,有音频,1.688
新沂生活频道,http://live.xysrmt.cn/shpd/sd/live.m3u8,,,,,,,,,江苏,1280x720,zbefine.txt,1036,200,成功,h264,1280x720,25.0,有音频,1.619
衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8,,,,,,,,,浙江,1920x1080,zbefine.txt,250,200,成功,h264,1920x1080,25.0,有音频,2.448
南部新闻综合,http://pili-live-rtmp.148.i2863.com/i2863-148/live_148_811389.m3u8,,,,,,,,,四川,1280x720,zbefine.txt,979,200,成功,h264,1280x720,25.0,有音频,2.615
新沂新闻频道,http://live.xysrmt.cn/xwzh/sd/live.m3u8,,,,,,,,,江苏,1280x720,zbefine.txt,1041,200,成功,h264,1280x720,25.0,有音频,1.638
CCTV4,http://m.061899.xyz/mg/cctv4,,,,,,,,,,1920x1080,tvbwipv_4.txt,893,403,成功,h264,1920x1080,25.0,有音频,1.263
吉木萨尔综合,http://218.31.201.189:9000/api/material/local/mnt/shiping1/prog_index.m3u8,,,,,,,,,新疆,1920x1080,zbefine.txt,632,200,成功,h264,1920x1080,25.0,有音频,3.451
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8,,,,,,,,,四川,1920x1080,zbefine.txt,908,200,成功,h264,1920x1080,25.0,有音频,2.022
吉林市新闻综合,http://stream2.jlntv.cn/jilin1/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,327,200,成功,h264,720x576,25.0,有音频,2.737
奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8,,,,,,,,,新疆,1920x1080,zbefine.txt,601,200,成功,h264,1920x1080,25.0,有音频,2.044
四平新闻综合,http://stream2.jlntv.cn/sptv/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,524,200,成功,h264,720x576,25.0,有音频,2.320
CCTV14,http://m.061899.xyz/mg/cctv14,,,,,,,,,,960x540,tvbwipv_4.txt,156,403,成功,hevc,960x540,25.0,有音频,2.403
武清综合频道,https://tvpull.smartwq.cn/wqlive/convergencemedia/playlist.m3u8,,,,,,,,,天津,720x576,zbefine.txt,4567,200,成功,h264,720x576,25.0,有音频,11.004
荆门教育频道,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8,,,,,,,,,湖北,1920x1080,zbefine.txt,918,200,成功,h264,1920x1080,25.0,有音频,1.645
凉山彝语频道,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8,,,,,,,,,四川,720x404,zbefine.txt,3328,403,成功,h264,720x404,25.0,有音频,2.805
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8,,,,,,,,,浙江,1920x1080,zbefine.txt,278,200,成功,h264,1920x1080,50.0,有音频,3.045
辽源新闻综合,http://stream2.jlntv.cn/liaoyuan1/sd/live.m3u8,,,,,,,,,吉林,1280x720,zbefine.txt,580,200,成功,h264,1280x720,25.0,有音频,2.651
东辽综合,http://stream5.jlntv.cn/dl/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,558,200,成功,h264,720x576,25.0,有音频,2.510
CCTV6,http://m.061899.xyz/mg/cctv6,,,,,,,,,,1920x1080,tvbwipv_4.txt,286,403,成功,h264,1920x1080,25.0,有音频,1.338
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8,,,,,,,,,四川,720x404,zbefine.txt,3329,403,成功,h264,720x404,25.0,有音频,2.596
珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,299,200,成功,h264,720x576,25.0,有音频,2.577
哈尔滨娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8,,,,,,,,,黑龙江,640x480,zbefine.txt,268,200,成功,h264,640x480,25.0,有音频,6.470
荆门公共频道,http://stream.jmtv.com.cn/ngpd/sd/live.m3u8,,,,,,,,,湖北,1920x1080,zbefine.txt,567,200,成功,h264,1920x1080,25.0,有音频,1.629
双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,315,200,成功,h264,720x576,25.0,有音频,2.438
北京-水长城01,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,1280x720,zbefine.txt,1140,200,成功,h264,1280x720,25.0,有音频,3.631
青县新闻,https://jwcdnqx.hebyun.com.cn/live/qxtvlive1/1500k/tzwj_video.m3u8,,,,,,,,,河北,1920x1080,zbefine.txt,789,200,成功,h264,1920x1080,30.0,有音频,3.495
双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,1112,200,成功,h264,720x576,25.0,有音频,2.825
迁西综合频道,https://jwcdnqx.hebyun.com.cn/live/qxzhpd/1500k/tzwj_video.m3u8,,,,,,,,,河北,1920x1080,zbefine.txt,3628,200,成功,h264,1920x1080,25.0,有音频,3.130
北京-水长城02,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,1920x1080,zbefine.txt,955,200,成功,h264,1920x1080,20.0,有音频,4.328
平泉影视频道,https://jwcdnqx.hebyun.com.cn/live/pqys/1500k/tzwj_video.m3u8,,,,,,,,,河北,1280x720,zbefine.txt,330,200,成功,h264,1280x720,25.0,有音频,3.347
前郭综合频道,http://stream2.jlntv.cn/qg/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,309,200,成功,h264,720x576,25.0,有音频,3.292
CCTV2,http://m.061899.xyz/mg/cctv2,,,,,,,,,,1280x720,tvbwipv_4.txt,14,403,成功,h264,1280x720,25.0,有音频,2.010
CCTV13,http://m.061899.xyz/mg/cctv13,,,,,,,,,,1920x1080,tvbwipv_4.txt,887,403,成功,h264,1920x1080,25.0,有音频,1.878
CCTV15,http://m.061899.xyz/mg/cctv15,,,,,,,,,,854x480,tvbwipv_4.txt,1205,403,成功,h264,854x480,25.0,有音频,3.077
CCTV17,http://m.061899.xyz/mg/cctv17,,,,,,,,,,854x480,tvbwipv_4.txt,33,403,成功,h264,854x480,25.0,有音频,2.122
江源综合频道,http://stream10.jlntv.cn/jiangyuantv/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,1234,200,成功,h264,720x576,25.0,有音频,4.031
龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8,,,,,,,,,吉林,720x576,zbefine.txt,310,200,成功,h264,720x576,25.0,有音频,2.364
句容生活频道,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8,,,,,,,,,江苏,720x576,zbefine.txt,3743,200,成功,h264,720x576,25.0,有音频,3.468
