频道名,地址,回播地址,回播类型,回播天数,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8,,,,,,,,,浙江,1920x1080,zbefine.txt,2019,200,成功,h264,1920x1080,50.0,有音频,15.719
苹果Zei甜1174353,https://live.ottiptv.cc/douyu/1174353,,,,,,,,,,1280x720,tvbwipv_4.txt,962,200,成功,h264,1280x720,25.0,有音频,1.880
牛叔说电影2758565,https://live.ottiptv.cc/douyu/2758565,,,,,,,,,,1280x720,tvbwipv_4.txt,903,200,成功,h264,1280x720,23.25,有音频,2.094
王者荣耀,https://live.ottiptv.cc/douyu/1863767,,,,,,,,,,1920x1080,tvbwipv_4.txt,3212,200,成功,h264,1920x1080,60.0,有音频,3.221
CCTV5+,http://m.061899.xyz/mg/cctv5p,,,,,,,,,,1280x720,tvbwipv_4.txt,851,403,成功,h264,1280x720,25.0,有音频,4.611
永远快乐的小美女6091425,https://live.ottiptv.cc/douyu/6091425,,,,,,,,,,,tvbwipv_4.txt,1193,200,成功,h264,,25.0,有音频,1.744
CCTV6,http://m.061899.xyz/mg/cctv6,,,,,,,,,,1920x1080,tvbwipv_4.txt,149,403,成功,h264,1920x1080,25.0,有音频,1.959
CCTV14,http://m.061899.xyz/mg/cctv14,,,,,,,,,,1920x1080,tvbwipv_4.txt,151,403,成功,h264,1920x1080,25.0,有音频,3.443
mn静静nm5668371,https://live.ottiptv.cc/douyu/5668371,,,,,,,,,,1920x1080,tvbwipv_4.txt,737,200,成功,h264,1920x1080,30.0,有音频,1.412
壶关电视台,http://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8,,,,,,,,,山西,1920x1080,zbefine.txt,1893,200,成功,h264,1920x1080,25.0,有音频,8.336
CCTV15,http://m.061899.xyz/mg/cctv15,,,,,,,,,,1920x1080,tvbwipv_4.txt,13,403,成功,h264,1920x1080,25.0,有音频,1.740
网神影厅508118,https://live.ottiptv.cc/douyu/508118,,,,,,,,,,1280x720,tvbwipv_4.txt,894,200,成功,h264,1280x720,30.0,有音频,2.115
7喜先生,https://live.ottiptv.cc/huya/11342421,,,,,,,,,,1920x1080,tvbwipv_4.txt,769,200,成功,h264,1920x1080,60.0,有音频,1.733
北京-水长城01,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,1280x720,zbefine.txt,1475,200,成功,h264,1280x720,25.0,有音频,4.650
奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8,,,,,,,,,新疆,1920x1080,zbefine.txt,640,200,成功,h264,1920x1080,25.0,有音频,2.711
吉木萨尔综合,http://218.31.201.189:9000/api/material/local/mnt/shiping1/prog_index.m3u8,,,,,,,,,新疆,1920x1080,zbefine.txt,633,200,成功,h264,1920x1080,25.0,有音频,5.697
一把钢刀镇斗虞7356023,https://live.ottiptv.cc/douyu/7356023,,,,,,,,,,1920x1080,tvbwipv_4.txt,904,200,成功,h264,1920x1080,30.0,有音频,2.415
云顶之弈,https://live.ottiptv.cc/douyu/522423,,,,,,,,,,1920x1080,tvbwipv_4.txt,3728,200,成功,h264,1920x1080,60.0,有音频,2.817
开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8,,,,,,,,,浙江,1280x720,zbefine.txt,291,200,成功,h264,1280x720,25.0,有音频,5.265
三台电视一套,http://125.65.94.91:12351/live,,,,,,,,,四川,1280x720,zbefine.txt,600,200,成功,h264,1280x720,25.0,有音频,5.429
绝地求生,https://live.ottiptv.cc/douyu/100,,,,,,,,,,1920x1080,tvbwipv_4.txt,4162,200,成功,h264,1920x1080,60.0,有音频,1.913
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8,,,,,,,,,浙江,1280x720,zbefine.txt,265,200,成功,h264,1280x720,25.0,有音频,3.539
CCTV16,http://m.061899.xyz/mg/cctv16,,,,,,,,,,1920x1080,tvbwipv_4.txt,12,403,成功,h264,1920x1080,25.0,有音频,3.155
北京-水长城02,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,1920x1080,zbefine.txt,1867,200,成功,h264,1920x1080,20.0,有音频,6.045
安徽-黄山飞来石,https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,1920x1080,zbefine.txt,334,200,成功,h264,1920x1080,25.0,有音频,5.189
过往1908 8721095,https://live.ottiptv.cc/douyu/8721095,,,,,,,,,,1920x1080,tvbwipv_4.txt,629,200,成功,h264,1920x1080,30.0,有音频,1.394
龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8,,,,,,,,,浙江,1280x720,zbefine.txt,293,200,成功,h264,1280x720,25.0,有音频,3.412
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8,,,,,,,,,新疆,1920x1080,zbefine.txt,1464,200,成功,h264,1920x1080,25.0,有音频,2.614
衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8,,,,,,,,,浙江,1920x1080,zbefine.txt,313,200,成功,h264,1920x1080,25.0,有音频,3.674
CCTV8,http://m.061899.xyz/mg/cctv8,,,,,,,,,,1920x1080,tvbwipv_4.txt,151,403,成功,h264,1920x1080,25.0,有音频,2.208
CCTV17,http://m.061899.xyz/mg/cctv17,,,,,,,,,,1920x1080,tvbwipv_4.txt,14,403,成功,h264,1920x1080,25.0,有音频,1.985
广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8,,,,,,,,,四川,1920x1080,zbefine.txt,1466,200,成功,h264,1920x1080,25.0,有音频,3.040
定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8,,,,,,,,,山西,1280x720,zbefine.txt,4516,200,成功,h264,1280x720,30.0,有音频,7.626
沐川综合频道,http://tvfile.mcrm.org.cn/nmip-media/channellive/channel103064/playlist.m3u8,,,,,,,,,四川,1920x1080,zbefine.txt,850,200,成功,h264,1920x1080,25.0,有音频,3.666
CCTV7,http://m.061899.xyz/mg/cctv7,,,,,,,,,,1920x1080,tvbwipv_4.txt,887,403,成功,h264,1920x1080,25.0,有音频,1.459
津南一套,http://play.jinnantv.top/live/JNTV1.m3u8,,,,,,,,,天津,720x576,zbefine.txt,4257,200,成功,h264,720x576,25.0,有音频,9.622
晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8,,,,,,,,,山西,1920x1080,zbefine.txt,901,200,成功,h264,1920x1080,25.0,有音频,2.745
武清综合频道,https://tvpull.smartwq.cn/wqlive/convergencemedia/playlist.m3u8,,,,,,,,,天津,720x576,zbefine.txt,4540,200,成功,h264,720x576,25.0,有音频,2.873
当铁手团遇到光复社5875025,https://live.ottiptv.cc/douyu/5875025,,,,,,,,,,1280x720,tvbwipv_4.txt,964,200,成功,h264,1280x720,30.0,有音频,2.038
北京-水长城03,https://gcalic.v.myalicdn.com/gc/wgw03_1/index.m3u8?contentid=2820180516001,,,,,,,,,景区,1920x1080,zbefine.txt,2203,200,成功,h264,1920x1080,25.0,有音频,8.269
晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8,,,,,,,,,山西,1920x1080,zbefine.txt,664,200,成功,h264,1920x1080,25.0,有音频,3.274
当幽兰剑遇上链子刀6027991,https://live.ottiptv.cc/douyu/6027991,,,,,,,,,,1280x720,tvbwipv_4.txt,944,200,成功,h264,1280x720,25.0,有音频,1.819
CCTV9,http://m.061899.xyz/mg/cctv9,,,,,,,,,,1920x1080,tvbwipv_4.txt,25,403,成功,h264,1920x1080,25.0,有音频,3.222
泸州公共频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8,,,,,,,,,四川,1280x720,zbefine.txt,552,200,成功,h264,1280x720,,有音频,1.522
泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8,,,,,,,,,四川,1280x720,zbefine.txt,768,200,成功,h264,1280x720,,有音频,2.026
贾贵队长真男神299854,https://live.ottiptv.cc/douyu/299854,,,,,,,,,,1440x900,tvbwipv_4.txt,937,200,成功,h264,1440x900,30.0,有音频,2.234
懒猫是只喵260322,https://live.ottiptv.cc/douyu/260322,,,,,,,,,,1280x720,tvbwipv_4.txt,1147,200,成功,h264,1280x720,30.0,有音频,2.438
泸州科教频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8,,,,,,,,,四川,1280x720,zbefine.txt,244,200,成功,h264,1280x720,,有音频,1.788
师落6911044,https://live.ottiptv.cc/douyu/6911044,,,,,,,,,,1280x720,tvbwipv_4.txt,929,200,成功,h264,1280x720,30.0,有音频,1.887
广东-梅州梅江,http://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8,,,,,,,,,景区,1280x720,zbefine.txt,1002,200,成功,h264,1280x720,25.0,有音频,3.434
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8,,,,,,,,,四川,720x404,zbefine.txt,796,403,成功,h264,720x404,25.0,有音频,3.003
武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8,,,,,,,,,山西,1280x720,zbefine.txt,3927,200,成功,h264,1280x720,30.0,有音频,11.560
凉山彝语频道,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8,,,,,,,,,四川,720x404,zbefine.txt,280,403,成功,h264,720x404,25.0,有音频,3.879
怀仁综合频道,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8,,,,,,,,,山西,1920x1080,zbefine.txt,3994,200,成功,h264,1920x1080,,有音频,11.548
