频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间,是否假源,是否轮回,轮回相似度,检测信息
Fox Sports en Espanol (720p),https://live-manifest.production-public.tubi.io/live/d906efca-1302-4e29-b0d9-9a1d7a305d69/playlist.m3u8,FoxDeportes.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/FOX_Deportes_logo.png/512px-FOX_Deportes_logo.png,Sports,1280x720,iptv-org-all.txt,115,200,成功,h264,1280x720,59.94005994005994,有音频,3.051,否,否,0.5365,
Ghost Hunters,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64e561a4354251000823a0e0/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c28f177-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=15d446c5-1e1e-4ecb-8d96-6d0b45104d20,GhostHunters.us@US,,,,https://i.imgur.com/KdBr6rG.png,Series,426x240,iptv-org-all.txt,42,200,成功,h264,426x240,30.0,有音频,0.958,否,否,0.5573,
GoodTV (1080p),http://mobliestream.c3tv.com:1935/live/goodtv.sdp/playlist.m3u8,GoodTV.kr@SD,,,,https://i.ibb.co/1v913gn/logo-goodtv.png,Religious,1920x1080,iptv-org-all.txt,1992,200,成功,h264,1920x1080,29.97002997002997,有音频,2.518,否,否,0.5573,
Fateh TV,https://ott.livelegitpro.in/fatehtv/fatehtv/index.m3u8,FatehTV.in@SD,,,,https://i.imgur.com/c4ItNkB.png,Religious,1920x1080,iptv-org-all.txt,1676,200,成功,h264,1920x1080,25.0,有音频,4.967,否,否,0.5573,
Guardian Talk Radio (1080p),https://cdn-edge1.streamcomedia.com/abr_tngr969fm/abr-tngr969fm_streams/playlist.m3u8,GuardianTalkRadio.bs@SD,,,,https://i.imgur.com/o3cWUwL.png,News,,iptv-org-all.txt,1118,200,成功,h264,,,有音频,2.239,否,否,0.5260,
Hesper TV (1080p),https://streamer20.multimedia.blue/Eltrona/HesperangeTV/playlist.m3u8,HesperTV.lu@SD,,,,https://i.imgur.com/91CJCPs.png,General,1920x1080,iptv-org-all.txt,1556,200,成功,h264,1920x1080,25.0,有音频,3.781,否,否,0.5625,
Home Crashers,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65654230c917a5000844ce96/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c293f92-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=37e2ce0e-7a37-431d-a73d-1d46665426b0,,,,,,Undefined,640x360,iptv-org-all.txt,60,200,成功,h264,640x360,30.0,有音频,1.138,否,否,0.6667,
Inside Outside (720p),https://all3media-international-insideoutside-1-au.samsung.wurl.tv/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,927,200,成功,h264,1280x720,29.97002997002997,有音频,1.141,否,否,0.5729,
interTV (1080p),https://streamtv.intervenhosting.net:3439/hybrid/play.m3u8,InterTV.ve@SD,,,,https://i.ibb.co/HG2DM8G/IMG-20230705-153952.jpg,Entertainment,1920x1080,iptv-org-all.txt,1066,200,成功,h264,1920x1080,29.97002997002997,有音频,0.776,否,否,0.5104,
Global News Halifax,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62cbf398b8e02600071deda5/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7a54a7-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=bb95718e-5f7a-42ff-afbd-dd69a8d9c750,,,,,,Undefined,426x240,iptv-org-all.txt,183,200,成功,h264,426x240,30.0,有音频,1.510,否,否,0.5885,
FUSION TV (1080p),https://edge20.vedge.infomaniak.com/livecast/ik:fusiontv/manifest.m3u8,FUSIONTV.mq@SD,,,,https://i.imgur.com/WMrYEgH.png,Music,1920x1080,iptv-org-all.txt,1807,200,成功,h264,1920x1080,25.0,有音频,3.606,否,否,0.6042,
Glewed TV (720p),https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/glewedtv-spanish/master.m3u8,GlewedTV.us@SD,,,,https://i.imgur.com/ppM9hQs.png,General,1280x720,iptv-org-all.txt,216,200,成功,h264,1280x720,25.0,有音频,1.938,否,否,0.5625,
FX TV 2,https://toonixhls.wns.live/hls/stream.m3u8,FX2.ir@SD,,,,https://www.lyngsat.com/logo/tv/ff/fx-two-fr.png,Entertainment,1280x720,iptv-org-all.txt,1919,200,成功,h264,1280x720,25.0,有音频,2.024,否,否,0.5521,
Grit (720p),https://fl1.moveonjoy.com/GRIT_TV/index.m3u8,Grit.us@SD,,,,https://i.imgur.com/6w1Wj3j.png,Entertainment,1280x720,iptv-org-all.txt,136,200,成功,h264,1280x720,29.97002997002997,有音频,2.594,否,否,0.5938,
HiDance (1080i),https://s-pl-01.mediatool.tv/playout/hdpl-abr/index.m3u8,HiDance.pl@FAST,,,,https://cdn.glp.smcloud.net/t/landing_page/file/JgA8I_HiDance.png/HiDance.png,Music,1920x1080,iptv-org-all.txt,1331,200,成功,h264,1920x1080,50.0,有音频,8.901,否,否,0.6510,
GurSikh Sabha TV (720p) [Not 24/7],http://cdn12.henico.net:8080/live/gsctv/index.m3u8,GurSikhSabhaTV.ca@SD,,,,https://i.imgur.com/2EKCtQm.png,Religious,1280x720,iptv-org-all.txt,161,200,成功,h264,1280x720,29.97002997002997,有音频,0.372,否,否,0.5521,
France 5 (1080p),http://69.64.57.208/france5/mono.m3u8,France5.fr@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/France_5_2018.svg/512px-France_5_2018.svg.png,General,1920x1080,iptv-org-all.txt,30,200,成功,h264,1920x1080,25.0,有音频,1.752,否,否,0.6146,
InWild (720p),https://amg00861-terninternation-inwild-samsungau-3qrga.amagi.tv/playlist/amg00861-terninternation-inwild-samsungau/playlist.m3u8,InWild.it@SD,,,,https://i.imgur.com/48atMgj.png,Outdoor;Shop,1920x1080,iptv-org-all.txt,1414,200,成功,h264,1920x1080,25.0,有音频,4.862,否,否,0.5469,
Ilam,https://ncdn.telewebion.com/ilam/live/playlist.m3u8,IlamTV.ir@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Ilam_TV.png/240px-Ilam_TV.png,General,720x576,iptv-org-all.txt,4562,200,成功,h264,720x576,25.0,有音频,8.371,否,否,0.5990,
Gold TV Sat (576p),https://streaming.softwarecreation.it/GoldTvSat/GoldTvSat/playlist.m3u8,GoldTVSat.it@SD,,,,https://i.imgur.com/gQzNIg5.png,Entertainment,1024x576,iptv-org-all.txt,136,200,成功,h264,1024x576,25.0,有音频,19.071,否,否,0.5469,
Inmaculada TV (720p) [Not 24/7],https://live20.bozztv.com/akamaissh101/ssh101/radiotvcholy/playlist.m3u8,InmaculadaTV.hn@SD,,,,https://i.imgur.com/2lisFJV.png,Religious,1280x720,iptv-org-all.txt,28,200,成功,h264,1280x720,60.0,有音频,4.552,否,否,0.5000,
Hardcore Pawn (1080p),https://amg00627-banijay-amg00627c8-samsung-nz-1828.playouts.now.amagi.tv/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,936,200,成功,h264,1920x1080,25.0,有音频,1.820,否,否,0.5885,
I Love Lucy,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/634f3011f4fff20007431641/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c293f96-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=b1eac761-1c3c-4db5-a99d-ca830bcc95eb,,,,,,Undefined,426x240,iptv-org-all.txt,47,200,成功,h264,426x240,30.0,有音频,1.324,否,否,0.5781,
Exodus TV (720p),https://584943999.r.worldssl.net/584943999/_definst_/vzivo/playlist.m3u8,ExodusTV.si@SD,,,,https://i.imgur.com/WKr5ncQ.png,Religious,852x480,iptv-org-all.txt,2604,200,成功,h264,852x480,30.0,有音频,1.365,否,否,0.5312,
Fairuz (1080p),https://shls-live-enc.edgenextcdn.net/out/v1/bba3ef00b71b470fa955d93a9ca8c277/index.m3u8,Fairuz.sa@HD,,,,https://shahid.mbc.net/mediaObject/f809d51c-e83d-43c9-8236-78731c2216ad?type=png,Music,256x144,iptv-org-all.txt,2274,200,成功,h264,256x144,25.0,有音频,13.243,否,否,0.6094,
Grande TV [Not 24/7],https://live20.bozztv.com/akamaissh101/ssh101/grandetv2240/playlist.m3u8,GrandeTV.ve@SD,,,,https://i.imgur.com/jxCirrP.png,General,1280x720,iptv-org-all.txt,28,200,成功,h264,1280x720,29.97002997002997,有音频,0.948,否,否,0.5729,
Ice Pilots,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5ce40f42ba7f7f5ea9518fe1/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1e2701-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=222c4206-ad06-4ed1-92c8-8b5ca13adcdb,IcePilots.us@Austria,,,,https://i.imgur.com/F8GBYq3.png,Series,426x240,iptv-org-all.txt,42,200,成功,h264,426x240,30.0,有音频,2.342,否,否,0.5885,
Informatia TV,https://informatia.streamnet.ro/mobile_tv/informatiatv.m3u8,InformatiaTV.ro@SD,,,,https://i.imgur.com/P1ZbVRg.png,News,640x360,iptv-org-all.txt,1915,200,成功,h264,640x360,25.0,有音频,3.680,否,否,0.5104,
FM Mundo (1080p),https://video2.makrodigital.com/fmmundo/fmmundo/playlist.m3u8,FMMundo.ec@SD,,,,https://i.imgur.com/1nNnYQO.png,Music,1280x720,iptv-org-all.txt,1350,200,成功,h264,1280x720,60.0,有音频,0.803,否,否,0.5885,
Gold Star,https://moviethls.wns.live/hls/stream.m3u8,GoldStar.ir@SD,,,,https://i.postimg.cc/KvsfL3sM/goldstar.jpg,Movies,1280x720,iptv-org-all.txt,1369,200,成功,h264,1280x720,25.0,有音频,1.896,否,否,0.5938,
IBC Tamil (1080p),https://ibc.massstream.net/IBC/index.m3u8,IBCTamil.uk@SD,,,,https://i.postimg.cc/K8kgN7bt/ibctamil.png,General,1280x720,iptv-org-all.txt,1151,200,成功,h264,1280x720,50.0,有音频,2.720,否,否,0.6146,
ION TV East,https://fl1.moveonjoy.com/ION_TV/index.m3u8,IONTV.us@East,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Ion_logo.svg/512px-Ion_logo.svg.png,Entertainment,1280x720,iptv-org-all.txt,38,200,成功,h264,1280x720,59.94005994005994,有音频,0.994,否,否,0.5938,
Family Feud (720p),https://aegis-cloudfront-1.tubi.video/e1638fe1-8df0-470a-9fa9-b515ca7ca18e/master.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,89,200,成功,h264,1280x720,29.97002997002997,有音频,1.747,否,否,0.5260,
FIFA+ German (720p),https://4397879b.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWRlX0ZJRkFQbHVzR2VybWFuX0hMUw/playlist.m3u8,FIFAPlus.uk@German,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/FIFA%2B_(2025).svg/700px-FIFA%2B_(2025).svg.png,Sports,1280x720,iptv-org-all.txt,1718,200,成功,h264,1280x720,29.97002997002997,有音频,2.294,否,否,0.5885,
InfoWars The American Journal (1080p),https://freespeech.akamaized.net/hls/live/2016873/live3/playlist.m3u8,,,,,,Undefined,480x270,iptv-org-all.txt,836,200,成功,h264,480x270,30.0,有音频,1.405,否,否,0.6250,
GEM Drama,https://wild-dawn-81ef.srmhoburfqyupzwxbu.workers.dev/?url=https://ca-rt.onetv.app/gemdrama/index-0.m3u8,GEMDrama.tr@SD,,,,https://i.imgur.com/k2pGyRH.png,Movies,720x576,iptv-org-all.txt,924,200,成功,h264,720x576,25.0,有音频,0.490,否,否,0.5365,
Hadi TV Turkish and Kurdish (720p),https://live.ishiacloud.com/haditv.co.uk/haditv7.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,5384,200,成功,h264,1280x720,25.0,有音频,13.945,否,否,0.5469,
ICI Montreal (720p),https://amdici.akamaized.net/hls/live/873426/ICI-Live-Stream/master.m3u8,CFHDDT.ca@SD,,,,https://i.imgur.com/x0vLIWr.png,General,640x360,iptv-org-all.txt,1506,200,成功,h264,640x360,29.97002997002997,有音频,2.977,否,否,0.5938,
GoodNews TV (720p),https://bpgdlwwar3ze-hls-live.wmncdn.net/goodnews/live.stream/playlist.m3u8,GoodNewsTV.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_GOODNEWS_TV/images/LOGO_HD/image.png,Religious,640x360,iptv-org-all.txt,2457,200,成功,h264,640x360,25.0,有音频,0.971,否,否,0.6146,
Hoop TV,https://streams2.sofast.tv/WiseM3U8_28/sofast/cleanhls/master.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,319,200,成功,h264,1920x1080,25.0,有音频,4.113,否,否,0.6771,
Fresno CMAC 2 Education Channel (720p),https://reflect-vod-cmac.cablecast.tv/live-11/live/stream-2/live.m3u8,CMAC2.us@SD,,,,https://i.imgur.com/O0sYOED.png,Education,480x270,iptv-org-all.txt,2149,200,成功,h264,480x270,,有音频,3.846,否,否,0.5938,
Gubbare (1080p),https://epiconvh.akamaized.net/live/gubbare/master.m3u8,Gubbare.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_GUBBARE/images/LOGO_HD/image.png,Kids,,iptv-org-all.txt,1771,200,成功,h264,,,有音频,7.018,否,否,0.5729,
GLORY Kickboxing,https://6f972d29.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X0dsb3J5S2lja2JveGluZ19ITFM/playlist.m3u8,GloryKickboxing.us@Poland,,,,https://i.imgur.com/tS7Ub7i.png,Sports,1280x720,iptv-org-all.txt,1244,200,成功,h264,1280x720,29.97002997002997,有音频,0.924,否,否,0.6250,
GM7 Digital [Not 24/7],https://s2.tvdatta.com:3858/live/gm7digitallive.m3u8,GM7Digital.ec@HD,,,,https://www.vivalivetv.com/public/files/shows/0/1/3708-294x165-FFFFFF.jpg,General,1920x1080,iptv-org-all.txt,1286,200,成功,h264,1920x1080,60.0,有音频,0.659,否,否,0.5417,
Global News Saskatoon,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62cc00359cb58900088dc840/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7a7bb6-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1bc20851-ccc6-43b2-a6cc-fbad52695d98,,,,,,Undefined,426x240,iptv-org-all.txt,398,200,成功,h264,426x240,30.0,有音频,1.761,否,否,0.5833,
Hope Channel North America (1080p),https://jstre.am/live/jsl:0sUSK6VA7GT.m3u8,HopeChannelNorthAmerica.us@SD,,,,https://i.imgur.com/2qXqajS.png,Religious,640x360,iptv-org-all.txt,310,200,成功,h264,640x360,30.0,有音频,3.006,否,否,0.5417,
Hi-YAH! (1080p),https://linear-59.frequency.stream/dist/plex/59/hls/master/playlist.m3u8,HiYAH.us@SD,,,,https://i.imgur.com/sOYAnTB.png,Entertainment,384x216,iptv-org-all.txt,2470,200,成功,h264,384x216,29.97002997002997,有音频,1.768,否,否,0.6354,
Frasier,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62cebf042ffc6d0007c4e59a/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1dd8e1-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=93a1fd73-2968-4d81-b6fb-bcaca3db87db,Frasier.us@Austria,,,,https://images.pluto.tv/channels/62f4f90e39183b000769f12b/colorLogoPNG.png,Series,426x240,iptv-org-all.txt,300,200,成功,h264,426x240,30.0,有音频,1.542,否,否,0.6094,
Gardening With Monty Don (720p),https://aegis-cloudfront-1.tubi.video/b82a751c-18e0-417c-92c1-d476319da423/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,73,200,成功,h264,1920x1080,29.97002997002997,有音频,2.314,否,否,0.5729,
GRTS TV,http://69.64.57.208/grts/playlist.m3u8,GRTSTV.gm@SD,,,,https://i.imgur.com/XoKE2jt.png,General,720x576,iptv-org-all.txt,30,200,成功,h264,720x576,25.0,有音频,0.520,否,否,0.5833,
GEM Bollywood,https://wild-dawn-81ef.srmhoburfqyupzwxbu.workers.dev/?url=https://ca-rt.onetv.app/gembollywood/index-0.m3u8,GEMBollywood.tr@SD,,,,https://i.imgur.com/2XASeBk.png,Movies,720x576,iptv-org-all.txt,1410,200,成功,h264,720x576,25.0,有音频,0.500,否,否,0.5521,
I24 News Arabic (720p),https://bcovlive-a.akamaihd.net/95116e8d79524d87bf3ac20ba04241e3/eu-central-1/5377161796001/playlist.m3u8,i24NEWSArabic.il@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/LOGO_i24NEWS.png/512px-LOGO_i24NEWS.png,News,,iptv-org-all.txt,2261,200,成功,h264,,,有音频,3.429,否,否,0.5469,
Indywood TV (720p),https://43wrzjnpqoxe-hls-live.wmncdn.net/indywood/indywoodtv/index.m3u8,IndywoodTV.in@SD,,,,https://i.ibb.co/jT3NCPp/logo-tv.png,Movies;News,1280x720,iptv-org-all.txt,1157,200,成功,h264,1280x720,25.0,有音频,1.464,否,否,0.5521,
FailArmy,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f8ecd9169d2d4000864a974/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e052a61-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=9b7a96a5-bbde-4e9f-8dd8-997f6a97611f,FailArmy.us@France,,,,https://i.imgur.com/VIpQJxL.png,Comedy,426x240,iptv-org-all.txt,218,200,成功,h264,426x240,30.0,有音频,3.045,否,否,0.5781,
Extreme+ (1080p),https://d3p1dbb9xrkmd5.cloudfront.net/scheduler/scheduleMaster/276.m3u8,,,,,,Undefined,960x540,iptv-org-all.txt,488,200,成功,h264,960x540,29.97002997002997,有音频,1.858,否,否,0.6354,
Holvoet TV (Copiapó) (720p) [Not 24/7],https://unlimited1-us.dps.live/holvoettv/holvoettv.smil/playlist.m3u8,HolvoetTV.cl@SD,,,,https://i.imgur.com/9JKRO3R.png,Culture,426x240,iptv-org-all.txt,1404,200,成功,h264,426x240,29.97002997002997,有音频,3.960,否,否,0.5573,
Goiena Eus (720p),https://zuzenean.goienamedia.eus/goiena-telebista.m3u8,GoienaEus.es@SD,,,,https://i.imgur.com/eaLIJzK.png,Undefined,1920x1080,iptv-org-all.txt,1550,200,成功,h264,1920x1080,25.0,有音频,2.136,否,否,0.6042,
GEM Onyx,https://still-mud-3642.nqanzvyuupxwcahtfq.workers.dev/?url=https://ca-rt.onetv.app/gemonyx/index-0.m3u8,GEMOnyx.tr@SD,,,,https://i.imgur.com/gXRIAw4.png,Movies,1280x720,iptv-org-all.txt,27,200,成功,h264,1280x720,25.0,有音频,0.580,否,否,0.5885,
Fashion Finds,https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc5us/master.m3u8,FashionFinds.us@SD,,,,https://i.imgur.com/GvDRZgq.png,Lifestyle;Shop,640x360,iptv-org-all.txt,46,200,成功,h264,640x360,30.0,有音频,0.816,否,否,0.5885,
Generation Sitcoms (1080p),https://production-fastbpk.content.okast.tv/fa2e8c4385712f9aa35c5b79a2b4ac2d/channels/eec463a6-4364-473b-8d89-555acc5b8fb2/e36e4304-73ff-4f9f-8d38-e748576a1f51/media_.m3u8,,,,,,Undefined,640x360,iptv-org-all.txt,823,200,成功,h264,640x360,29.97002997002997,有音频,2.517,否,否,0.5729,
Home.Made.Nation,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5dc1cb279c91420009db261d/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c293f93-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=5d04cbed-3ba0-4e3b-9baf-dc4eb838fa1c,HomeMadeNation.us@SD,,,,https://i.imgur.com/IdGNIoB.png,Series,426x240,iptv-org-all.txt,118,200,成功,h264,426x240,30.0,有音频,1.640,否,否,0.5365,
Filmrise Horror (720p),https://aegis-cloudfront-1.tubi.video/ae32ebac-afe0-47c3-b08b-e07d26e3944a/master.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,390,200,成功,h264,1280x720,29.97002997002997,有音频,2.143,否,否,0.5208,
Hobby Maker (720p),https://lo3.gemporia.com/abrhobbymakerukgfx/smil:livestreamFullHD.smil/playlist.m3u8,HobbyMaker.uk@SD,,,,https://i.imgur.com/VWHp5Tl.png,Lifestyle,416x234,iptv-org-all.txt,102,200,成功,h264,416x234,25.0,有音频,8.773,否,否,0.5781,
Guaymate TV (720p) [Not 24/7],https://live20.bozztv.com/akamaissh101/ssh101/guaymatetv/playlist.m3u8,GuaymateTV.do@SD,,,,https://i.imgur.com/PBgQi9a.png,Culture,1920x1080,iptv-org-all.txt,24,503,成功,h264,1920x1080,,有音频,0.762,否,否,0.5729,
Hours to Kill Zeitachse des Todes,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/656064e74261ca00081812a9/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc841a98-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=fc6fd09c-f448-42a1-aba4-ead7f641967b,,,,,,Undefined,426x240,iptv-org-all.txt,57,200,成功,h264,426x240,30.0,有音频,2.271,否,否,0.6198,
Filstalwelle (1080p),https://h055.video-stream-hosting.de/filstalwelle-live/_definst_/mp4:livestream/playlist.m3u8,Filstalwelle.de@SD,,,,https://i.imgur.com/19iKLvf.png,General,1920x1080,iptv-org-all.txt,2266,200,成功,h264,1920x1080,25.0,有音频,3.616,否,否,0.5312,
Imagen Universal TV,https://imagenuniversaltv.net:3771/live/iutvlive.m3u8,ImagenUniversalTV.do@SD,,,,https://i.imgur.com/DP6HmDV.png,General,1920x1080,iptv-org-all.txt,1948,200,成功,h264,1920x1080,29.97002997002997,有音频,1.417,否,否,0.5781,
INH 24x7 (360p),https://7epd6o8edk9b-hls-live.wmncdn.net/inh24/live.stream/playlist.m3u8,INH24x7.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_INH_24X7/images/LOGO_HD/image.png,News,640x360,iptv-org-all.txt,1768,200,成功,h264,640x360,25.0,有音频,1.409,否,否,0.5573,
GugakTV 국악방송 (1080p),https://mgugaklive.nowcdn.co.kr/gugakvideo/gugakvideo.stream/playlist.m3u8,GugakTV.kr@SD,,,,https://i.imgur.com/Ey7Htm8.png,Music,1920x1080,iptv-org-all.txt,3839,200,成功,h264,1920x1080,29.97002997002997,有音频,10.135,否,否,0.5833,
