频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间,fake_scan
A2i TV (1080p),https://stream.sen-gt.com/A2itv/myStream/playlist.m3u8,A2iTV.it@SD,,,,https://i.imgur.com/YlDFir7.jpg,General,1920x1080,iptv-org-all.txt,117,200,成功,h264,1920x1080,25.0,有音频,4.596,fake_frozen
Al Iraqia News (720p),https://cdn.catiacast.video/abr/78054972db7708422595bc96c6e024ac/playlist.m3u8,AlIraqiaNews.iq@SD,,,,https://i.imgur.com/feQTXeZ.jpg,News,1920x1080,iptv-org-all.txt,1777,200,成功,h264,1920x1080,60.0,有音频,2.362,invalid
American Pickers,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6408ae8f9b39550008caf94f/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c791c22-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=3b9fb3b4-161b-4a0e-a380-58f96557a8b2,,,,,,Undefined,426x240,iptv-org-all.txt,224,200,成功,h264,426x240,30.0,有音频,3.033,fake_frozen
ABC 7 Albuquerque NM (KOAT) (720p),https://aegis-cloudfront-1.tubi.video/2dba5dd9-4097-45e3-b169-56735cc48476/playlist.m3u8,KOATDT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/2/27/WWAY_logo.png,General,384x216,iptv-org-all.txt,818,200,成功,h264,384x216,29.97002997002997,有音频,2.311,invalid
Ame 47 (576p),https://ss2.tvrdomi.com:1936/ame47/ame47/playlist.m3u8,Ame47.do@SD,,,,https://i.imgur.com/MUEbjeP.png,General,720x480,iptv-org-all.txt,990,200,成功,h264,720x480,30.0,有音频,2.135,invalid
Alistiqama TV (576p),https://jmc-live.ercdn.net/alistiqama/alistiqama.m3u8,AlistiqamaTV.om@SD,,,,https://i.imgur.com/2FPtYZr.png,Religious,640x360,iptv-org-all.txt,817,200,成功,h264,640x360,25.0,有音频,5.481,fake_frozen
Aristo TV (360p),https://ma.anixa.tv/clips/stream/aristo/index.m3u8,AristoTV.de@SD,,,,https://i.postimg.cc/yxJFC67J/aristotv.png,Undefined,640x360,iptv-org-all.txt,849,200,成功,h264,640x360,25.0,有音频,4.294,invalid
Ace TV,https://streams2.sofast.tv/WiseM3U8_30/sofast/cleanhls/master.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,163,200,成功,h264,1920x1080,25.0,有音频,3.181,fake_frozen
3ABN Canada,https://3abn.bozztv.com/3abncanada/3ABN/master.m3u8,3ABNCanada.ca@SD,,,,https://i.imgur.com/U99CsEc.png,Religious,640x360,iptv-org-all.txt,1003,200,成功,h264,640x360,29.97002997002997,有音频,2.338,fake_frozen
Akaku 55 (Hawaii) (1080p),https://castus-vod-dev.s3.amazonaws.com/vod_clients/akaku/live/ch3/video.m3u8,Akaku55.us@SD,,,,https://www.akaku.org/wp-content/uploads/bb-plugin/cache/Channel55-147x150-square.png,General,1280x720,iptv-org-all.txt,59,200,成功,h264,1280x720,29.97002997002997,有音频,1.006,invalid
8NTV (1080p),https://60417ddeaf0d9.streamlock.net/ntv/videontv/playlist.m3u8,8NTV.mx@SD,,,,https://i.imgur.com/7ecgGIG.png,General,1280x720,iptv-org-all.txt,164,200,成功,h264,1280x720,30.0,有音频,1.230,invalid
Al Najah News (720p),https://streaming.najah.edu:8443/hls/AlNajah.m3u8,AlNajahNews.ps@SD,,,,https://i.imgur.com/c2bwn4G.png,News,1920x1080,iptv-org-all.txt,1396,200,成功,h264,1920x1080,25.0,有音频,12.522,fake_static
ABC 9 Manchester NH (WMUR-TV) (720p),https://aegis-cloudfront-1.tubi.video/b77ffe96-c5d1-43a7-8687-306ff244d725/playlist.m3u8,WMURDT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/en/7/72/WMURCurrentLogo.png,News;Weather,384x216,iptv-org-all.txt,521,200,成功,h264,384x216,29.97002997002997,有音频,2.199,invalid
Afra Series,https://afrashls.wns.live/hls/stream.m3u8,AfraSeries.ir@SD,,,,https://i.postimg.cc/g0mb09vM/afra-series.jpg,Series,1280x720,iptv-org-all.txt,1262,200,成功,h264,1280x720,25.0,有音频,2.388,fake_frozen
Adventure Earth (720p),https://autentic-adventure-earth-1-eu.rakuten.wurl.tv/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,873,200,成功,h264,1280x720,29.97002997002997,有音频,1.339,invalid
Alcarria TV (576p) [Not 24/7],http://217.182.77.27/live/alcarriatv-livestream.m3u8,AlcarriaTV.es@SD,,,,https://i.imgur.com/pzJAYan.png,General,1280x720,iptv-org-all.txt,413,200,成功,h264,1280x720,50.0,有音频,1.040,invalid
Anixe + (360p),https://ma.anixa.tv/clips/stream/anixesd/index.m3u8,AnixePlus.de@SD,,,,https://i.postimg.cc/yNZ4xcnn/anixeplus.png,Entertainment,640x360,iptv-org-all.txt,1993,200,成功,h264,640x360,25.0,有音频,3.342,invalid
Alkarma TV Praise (720p) [Not 24/7],https://58cc65c534c67.streamlock.net/alkarmatv.com/alkarmapa.smil/playlist.m3u8,AlkarmaTVPraise.us@SD,,,,https://i.imgur.com/bJLKkou.png,Religious,1280x720,iptv-org-all.txt,41,200,成功,h264,1280x720,30.0,有音频,1.635,fake_frozen
Agro TV (480p),https://restr2.bgtv.bg/agro/hls/agro.m3u8,AgroTV.bg@SD,,,,https://i.imgur.com/tPMNDtD.png,Outdoor,1920x1080,iptv-org-all.txt,1193,200,成功,h264,1920x1080,25.0,有音频,4.525,fake_frozen
Ameritrade (1080p) [Not 24/7],https://tdameritrade-vizio.amagi.tv/playlist.m3u8,Ameritrade.us@SD,,,,https://images-na.ssl-images-amazon.com/images/I/71CZKwin9mL.png,Business,384x216,iptv-org-all.txt,292,200,成功,h264,384x216,30.0,有音频,3.625,fake_frozen
Are We There Yet?,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65cf8b9328730900087c5324/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c791c25-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=fd1975a1-4578-4dba-893b-1a552eb054bc,AreWeThereYet.us@SD,,,,https://i.imgur.com/3BJQiHP.png,Series,426x240,iptv-org-all.txt,170,200,成功,h264,426x240,30.0,有音频,2.577,fake_frozen
AMG TV (1080p),https://2-fss-2.streamhoster.com/pl_138/201660-1270634-1/playlist.m3u8,AMGTV.us@SD,,,,https://i.imgur.com/m5Anun9.png,Family,1920x1080,iptv-org-all.txt,52,200,成功,h264,1920x1080,,有音频,0.650,invalid
América Estéreo Guayaquil (360p),https://video.makrodigital.com/americaestereoguayaquil/americaestereoguayaquil/playlist.m3u8,AmericaEstereoGuayaquil.ec@SD,,,,https://i.imgur.com/gUqKymM.png,General,1364x768,iptv-org-all.txt,420,200,成功,h264,1364x768,30.0,有音频,1.390,invalid
Anixe HD Serie (360p),https://ma.anixa.tv/clips/stream/anixehd/index.m3u8,AnixeHDSerie.de@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Anixe_HD.svg/512px-Anixe_HD.svg.png,Entertainment,640x360,iptv-org-all.txt,1521,200,成功,h264,640x360,25.0,有音频,3.615,invalid
3ABN Dare To Dream Network,https://3abn.bozztv.com/3abn2/d2d_live/smil:d2d_live.smil/playlist.m3u8,DareToDreamNetwork.us@SD,,,,https://i.imgur.com/oNUpXA9.png,Religious,640x360,iptv-org-all.txt,937,200,成功,h264,640x360,29.97002997002997,有音频,2.462,fake_frozen
ABC 6 Indianapolis IN (WRTV) (720p),https://aegis-cloudfront-1.tubi.video/bc9ff1c7-4dc1-4e36-9ef0-25b28c595ada/playlist.m3u8,WRTVDT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/2/27/WWAY_logo.png,News,426x240,iptv-org-all.txt,854,200,成功,h264,426x240,29.97002997002997,有音频,3.187,invalid
América Estéreo Ibarra (720p),https://video.makrodigital.com/americaestereoibarra/americaestereoibarra/playlist.m3u8,AmericaEstereoIbarra.ec@SD,,,,https://i.imgur.com/gUqKymM.png,General,1920x1080,iptv-org-all.txt,303,200,成功,h264,1920x1080,30.0,有音频,1.273,invalid
Africable TV (360p),http://69.64.57.208/africable/playlist.m3u8,AfricableTV.ml@SD,,,,https://i.imgur.com/iQE57Z2.png,General,640x360,iptv-org-all.txt,28,200,成功,h264,640x360,25.0,有音频,0.516,invalid
ABC WWAY 3,https://townnews.g-mana.live/media/027a05c7-43b6-49eb-ad10-a0c0f10a0754/main.m3u8,WWAYDT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/2/27/WWAY_logo.png,News,640x360,iptv-org-all.txt,809,200,成功,h264,640x360,59.94005994005994,有音频,2.673,invalid
Alkarma TV Talmaza (Discipleship) (1080p) [Not 24/7],https://58cc65c534c67.streamlock.net/alkarmatv.com/alkarmame2.smil/playlist.m3u8,AlkarmaTVTalmazaDiscipleship.us@SD,,,,https://i.imgur.com/t2ZkRbr.png,Religious,1280x720,iptv-org-all.txt,45,200,成功,h264,1280x720,30.0,有音频,1.553,invalid
Aguacate TV (1080p),https://streamtv.intervenhosting.net:3040/hybrid/play.m3u8,AguacateTV.ve@SD,,,,https://i.ibb.co/wpWBsgf/IMG-20230705-154622.jpg,Entertainment,854x480,iptv-org-all.txt,196,200,成功,h264,854x480,29.97002997002997,有音频,0.965,invalid
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8,,,,,,浙江,1280x720,zbefine.txt,1351,200,成功,h264,1280x720,25.0,有音频,2.096,invalid
América Estéreo Quito (1080p),https://video.makrodigital.com/americaestereoquito/americaestereoquito/playlist.m3u8,AmericaEstereoQuito.ec@SD,,,,https://i.imgur.com/gUqKymM.png,General,1280x720,iptv-org-all.txt,248,200,成功,h264,1280x720,30.0,有音频,1.272,invalid
Adoram TV (720p),https://live20.bozztv.com/giatv/giatv-adoram/adoram/chunks.m3u8,AdoramTV.do@SD,,,,https://i.imgur.com/uU01KHz.png,Religious,1920x1080,iptv-org-all.txt,199,200,成功,h264,1920x1080,24.0,有音频,0.858,invalid
5AAB TV (720p) [Not 24/7],http://158.69.124.9:1935/5aabtv/5aabtv/playlist.m3u8,5AABTV.ca@SD,,,,https://i.imgur.com/jrGrfof.png,Entertainment,1280x720,iptv-org-all.txt,92,200,成功,h264,1280x720,29.97002997002997,有音频,0.449,invalid
ABC 10 San Diego CA (KGTV) (720p),https://aegis-cloudfront-1.tubi.video/1a352414-3a30-4f42-b14b-c091d02a5e45/playlist.m3u8,KGTVDT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/2/27/WWAY_logo.png,General,426x240,iptv-org-all.txt,135,200,成功,h264,426x240,29.97002997002997,有音频,3.194,invalid
Access Media Productions Channel (720p),https://dlttx48mxf9m3.cloudfront.net/vod_clients/amp/live/ch1/video.m3u8,AMP1.us@SD,,,,https://i.imgur.com/3ZhrthD.png,General,1920x1080,iptv-org-all.txt,607,200,成功,h264,1920x1080,29.97002997002997,有音频,1.000,invalid
Alcarrizos TV (720p),https://5790d294af2dc.streamlock.net/alcarrizostv/alcarrizostv/playlist.m3u8,AlcarrizosTV.do@SD,,,,https://i.ibb.co/C3fdPYGs/Alcarrizo.jpg,General,1280x720,iptv-org-all.txt,232,200,成功,h264,1280x720,29.97002997002997,有音频,1.127,invalid
Alquran (1080p),https://ktvlive.online/stream/hls/ch1.m3u8,Alquran.iq@SD,,,,https://i.imgur.com/lqVwrAF.png,Religious,1920x1080,iptv-org-all.txt,1417,200,成功,h264,1920x1080,25.0,有音频,2.193,fake_static
3ABN Kids Network,https://3abn.bozztv.com/3abn2/Kids_live/smil:Kids_live.smil/playlist.m3u8,3ABNKids.us@SD,,,,https://i.imgur.com/z3npqO1.png,Animation;Kids;Religious,640x360,iptv-org-all.txt,130,200,成功,h264,640x360,29.97002997002997,有音频,2.377,fake_frozen
AKC TV Puppies 24/7,https://install.akctvcontrol.com/speed/broadcast/140/desktop-playlist.m3u8,AKCTVPuppies.us@SD,,,,https://i.imgur.com/2nzRS60.png,Outdoor,1920x1080,iptv-org-all.txt,55,200,成功,h264,1920x1080,29.97002997002997,有音频,2.221,invalid
ABN Afghanistan (540p),https://mediaserver.abnvideos.com/streams/abnafghanistan.m3u8,ABNAfghanistan.us@SD,,,,https://i.imgur.com/LI30mAt.png,Religious,640x360,iptv-org-all.txt,412,200,成功,h264,640x360,24.0,有音频,0.646,invalid
Almahriah TV (576p),https://starmenajo.com/hls/almahriah/index.m3u8,AlmahriahTV.tr@SD,,,,https://i.imgur.com/GgEeTNr.png,News,1024x576,iptv-org-all.txt,1130,200,成功,h264,1024x576,25.0,有音频,2.921,fake_frozen
3ABN International Network,https://3abn.bozztv.com/3abn2/Int_live/smil:Int_live.smil/playlist.m3u8,3ABNInternational.us@SD,,,,https://i.imgur.com/IecOZHR.png,Religious,640x360,iptv-org-all.txt,297,200,成功,h264,640x360,25.0,有音频,2.164,fake_frozen
Adinkra TV (1080p),https://59d39900ebfb8.streamlock.net/adinkratvny/adinkratvny/playlist.m3u8,AdinkraTV.gh@SD,,,,https://i.imgur.com/uwuSXJ8.png,Undefined,1920x1080,iptv-org-all.txt,1173,200,成功,h264,1920x1080,30.0,有音频,1.315,fake_frozen
00s Replay,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62ba60f059624e000781c436/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c25e430-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1b7de8e4-d114-4438-b098-6f7aee77b4be,,,,,,Undefined,426x240,iptv-org-all.txt,76,200,成功,h264,426x240,30.0,有音频,1.182,fake_frozen
Arko TV,https://arkhls.wns.live/hls/stream.m3u8,ArkoTV.ir@SD,,,,https://www.lyngsat.com/logo/tv/aa/arko-tv.png,Undefined,1280x720,iptv-org-all.txt,373,200,成功,h264,1280x720,25.0,有音频,2.210,fake_frozen
América Estéreo Tulcán (614p),https://video.makrodigital.com/americaestereotulcan/americaestereotulcan/playlist.m3u8,AmericaEstereoTulcan.ec@SD,,,,https://i.imgur.com/gUqKymM.png,General,1092x614,iptv-org-all.txt,128,200,成功,h264,1092x614,30.0,有音频,1.366,invalid
Antenna 2 TV (720p),https://58f12ffd2447a.streamlock.net/Antenna2/livestream/playlist.m3u8,Antenna2TV.it@SD,,,,https://i.imgur.com/kNrzk3X.png,General,1280x720,iptv-org-all.txt,1146,200,成功,h264,1280x720,25.0,有音频,2.486,invalid
ABN Africa (480p),https://mediaserver.abnvideos.com/streams/abnafrica.m3u8,ABNAfrica.us@SD,,,,https://i.imgur.com/SLrX8Ef.png,Religious,560x420,iptv-org-all.txt,149,200,成功,h264,560x420,24.0,有音频,0.658,invalid
Access Media Productions Community Channel (720p),https://dlttx48mxf9m3.cloudfront.net/vod_clients/amp/live/ch2/video.m3u8,AMP2.us@SD,,,,https://i.imgur.com/nfur3FR.png,Culture,1920x1080,iptv-org-all.txt,237,200,成功,h264,1920x1080,29.97002997002997,有音频,0.960,invalid
Ahora TV (720p),https://tv.livestreaminggroup.info:3513/live/canal35live.m3u8,AhoraTV.do@SD,,,,https://i.imgur.com/dyJyuXc.png,General,1280x720,iptv-org-all.txt,217,200,成功,h264,1280x720,30.0,有音频,1.041,invalid
Al Horreya TV (1080p),http://media.smc-host.com:1935/alhorreya.tv/mp4:alhorreya3/playlist.m3u8,AlHorreyaTV.us@SD,,,,https://i.imgur.com/EK75DMJ.png,Religious,1920x1080,iptv-org-all.txt,237,200,成功,h264,1920x1080,30.0,有音频,0.767,invalid
5TV Corrientes (480p) [Not 24/7],http://www.coninfo.net:1935/tvcinco/live1/playlist.m3u8,5tv.ar@SD,,,,https://i.imgur.com/mSn7ACs.png,General,1080x608,iptv-org-all.txt,442,200,成功,h264,1080x608,30.0,有音频,0.930,invalid
Al Madina (720p),https://streaming.zaytonatube.com:8081/AlMadinatv/almadina21/index.m3u8,AlMadina.ps@SD,,,,https://i.imgur.com/NVOeM3P.png,Undefined,1280x720,iptv-org-all.txt,1444,200,成功,h264,1280x720,25.0,有音频,3.914,fake_frozen
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8,,,,,,浙江,1280x720,zbefine.txt,1229,200,成功,h264,1280x720,25.0,有音频,2.184,fake_frozen
ACTV,https://castus-vod-dev.s3.amazonaws.com/vod_clients/athens/live/ch2/video.m3u8,ACTV.us@SD,,,,https://i.imgur.com/Z6lB0Ww.png,Legislative,1280x720,iptv-org-all.txt,230,200,成功,h264,1280x720,29.97002997002997,有音频,0.784,invalid
Alkarma TV North America & Canada (1080p) [Not 24/7],https://5aafcc5de91f1.streamlock.net/alkarmatv.com/alkarmana1.smil/playlist.m3u8,AlkarmaTVNorthAmericaCanada.us@SD,,,,https://i.imgur.com/pnm60bq.png,Religious,1280x720,iptv-org-all.txt,507,200,成功,h264,1280x720,30.0,有音频,4.533,fake_frozen
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8,,,,,,浙江,1280x720,zbefine.txt,1015,200,成功,h264,1280x720,25.0,有音频,1.910,invalid
Arirang TV UN (1080p),https://amdlive-ch02-ctnd-com.akamaized.net/arirang_2ch/smil:arirang_2ch.smil/playlist.m3u8,ArirangUN.kr@SD,,,,https://i.imgur.com/Jdy3WNm.png,News,1920x1080,iptv-org-all.txt,1260,200,成功,h264,1920x1080,29.97002997002997,有音频,16.283,fake_frozen
3ABN Latino,https://3abn.bozztv.com/3abn2/Lat_live/smil:Lat_live.smil/playlist.m3u8,3ABNLatino.us@SD,,,,https://i.imgur.com/Ugb4AFo.png,Religious,,iptv-org-all.txt,130,200,成功,h264,,,有音频,2.167,fake_frozen
Access Media Productions Marina TV (720p),https://dlttx48mxf9m3.cloudfront.net/vod_clients/amp/live/ch4/video.m3u8,TheCityofMarina.us@SD,,,,https://i.imgur.com/ldyanxN.png,Legislative,1920x1080,iptv-org-all.txt,125,200,成功,h264,1920x1080,29.97002997002997,有音频,0.910,invalid
Al Jadeed (1080p),http://185.9.2.18/chid_391/mono.m3u8,AlJadeed.lb@SD,,,,https://i.imgur.com/CfxR8o3.png,General,1920x1080,iptv-org-all.txt,273,200,成功,h264,1920x1080,50.0,有音频,1.201,fake_frozen
文成二套,http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8,,,,,,浙江,1280x720,zbefine.txt,331,200,成功,h264,1280x720,25.0,有音频,1.829,invalid
ABC Kids,https://c.mjh.nz/abc-kids.m3u8,ABCKids.au@Sydney,,,,https://static.wikia.nocookie.net/logopedia/images/2/29/ABC_Kids_%282020%29.svg/revision/latest/scale-to-width-down/512,Kids,1280x720,iptv-org-all.txt,2915,200,成功,h264,1280x720,25.0,有音频,8.316,invalid
Al Mamlaka TV (1080p),https://bcovlive-a.akamaihd.net/4109c7ba30fd4a44ad9afe917c67a8c8/eu-central-1/6415809151001/playlist_dvr.m3u8,AlMamlakaTV.jo@SD,,,,https://i.imgur.com/UeTseMV.png,News,480x270,iptv-org-all.txt,1226,200,成功,h264,480x270,25.0,有音频,3.792,fake_frozen
3ABN Praise Him Music Network,https://3abn.bozztv.com/3abn1/PraiseHim/smil:PraiseHim.smil/playlist.m3u8,3ABNPraiseHimMusicNetwork.us@SD,,,,https://i.imgur.com/iBcqT8L.png,Music;Religious,,iptv-org-all.txt,122,200,成功,h264,,,有音频,2.264,invalid
文山州公共,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8,,,,,,云南,1920x1080,zbefine.txt,1855,200,成功,h264,1920x1080,25.0,有音频,4.142,invalid
遂昌综合频道,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8,,,,,,浙江,1920x1080,zbefine.txt,291,200,成功,h264,1920x1080,25.0,有音频,2.086,invalid
永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8,,,,,,浙江,1920x1080,zbefine.txt,285,200,成功,h264,1920x1080,25.0,有音频,2.386,invalid
América TeVé (1080p),https://live.gideo.video/americateve2/master.m3u8,AmericaTeVe.pr@SD,,,,https://i.imgur.com/K9o3mLP.png,Entertainment;General,1920x1080,iptv-org-all.txt,317,200,成功,h264,1920x1080,29.97002997002997,有音频,1.968,fake_frozen
ABN Bible Movies (720p),https://mediaserver.abnvideos.com/streams/abnbiblemovies.m3u8,ABNBibleMoviesChannel.us@SD,,,,https://i.imgur.com/NCqZdaL.png,Movies;Religious,640x360,iptv-org-all.txt,48,200,成功,h264,640x360,24.0,有音频,0.696,invalid
51 Radio TV (480p) [Geo-blocked],http://wms.shared.streamshow.it/canale51/canale51/playlist.m3u8,51RadioTV.it@SD,,,,https://www.51news.it/images/loghi/logo_tv_radio_51news.png,Music,720x576,iptv-org-all.txt,1476,200,成功,h264,720x576,50.0,有音频,2.378,invalid
Access Media Productions Monterey Channel (720p),https://dlttx48mxf9m3.cloudfront.net/vod_clients/amp/live/ch3/video.m3u8,TheMontereyChannel.us@SD,,,,https://i.imgur.com/400m3ow.png,General,1920x1080,iptv-org-all.txt,133,200,成功,h264,1920x1080,29.97002997002997,有音频,0.837,invalid
24/7 Canal de Noticias,https://panel.host-live.com:19360/cn247tv/cn247tv.m3u8,247CanaldeNoticias.ar@SD,,,,https://i.imgur.com/4hDCB1M.png,News,640x360,iptv-org-all.txt,1303,200,成功,h264,640x360,50.0,有音频,7.558,invalid
北京-水长城03,https://gcalic.v.myalicdn.com/gc/wgw03_1/index.m3u8?contentid=2820180516001,,,,,,景区,1920x1080,zbefine.txt,1818,200,成功,h264,1920x1080,25.0,有音频,4.615,invalid
北京-水长城01,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8?contentid=2820180516001,,,,,,景区,1280x720,zbefine.txt,2439,200,成功,h264,1280x720,25.0,有音频,3.706,invalid
Amasia (720p),https://splendid-film-amasia-1-eu.rakuten.wurl.tv/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,652,200,成功,h264,1280x720,29.97002997002997,有音频,1.572,invalid
ABP Sanjha (720p),https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/abp-sanjha/master.m3u8,ABPSanjha.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/ABP_Sanjha.png,News,1920x1080,iptv-org-all.txt,340,200,成功,h264,1920x1080,25.0,有音频,2.468,fake_frozen
安徽-黄山飞来石,https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8?contentid=2820180516001,,,,,,景区,1920x1080,zbefine.txt,1598,200,成功,h264,1920x1080,25.0,有音频,4.678,invalid
Adesso TV (720p),https://cdn.jmvstream.com/w/LVW-9715/LVW9715_12B26T62tm/playlist.m3u8,AdessoTV.br@SD,,,,https://i.postimg.cc/3J4hysL3/adessotv.png,General,1280x720,iptv-org-all.txt,2448,200,成功,h264,1280x720,29.97002997002997,有音频,3.827,fake_frozen
伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8,,,,,,新疆,1920x1080,zbefine.txt,583,200,成功,h264,1920x1080,25.0,有音频,3.255,fake_frozen
Ahupa Visual Radio,https://tv.btnrwanda.com:3349/live/ahupalive.m3u8,AhupaVisualRadio.rw@SD,,,,https://i.imgur.com/nJbAbfW.png,Entertainment,1280x720,iptv-org-all.txt,361,200,成功,h264,1280x720,25.0,有音频,0.904,invalid
Afroturk TV (1080p),https://edge.socialsmart.tv/naturaltv/bant1/playlist.m3u8,AfroturkTV.tr@SD,,,,https://i.imgur.com/fWlLvRA.png,General,1920x1080,iptv-org-all.txt,1045,200,成功,h264,1920x1080,25.0,有音频,2.867,fake_frozen
Access Media Productions Peninsula Channel (720p),https://dlttx48mxf9m3.cloudfront.net/vod_clients/amp/live/ch5/video.m3u8,ThePeninsulaChannel.us@SD,,,,https://i.imgur.com/Ybp6YKD.png,Legislative,1920x1080,iptv-org-all.txt,132,200,成功,h264,1920x1080,29.97002997002997,有音频,0.976,invalid
北京-水长城02,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8?contentid=2820180516001,,,,,,景区,1920x1080,zbefine.txt,2453,200,成功,h264,1920x1080,20.0,有音频,4.626,invalid
ABN China (720p),https://mediaserver.abnvideos.com/streams/abnchina.m3u8,ABNChina.us@SD,,,,https://i.imgur.com/zagVLQH.png,Religious,640x360,iptv-org-all.txt,49,200,成功,h264,640x360,24.0,有音频,0.637,invalid
ACNN (480p),https://viewmedia7219.bozztv.com/wmedia/viewmedia100/web_014/Stream/playlist.m3u8,ACNN.ng@SD,,,,https://i.imgur.com/91JLpxr.png,Religious,426x240,iptv-org-all.txt,451,200,成功,h264,426x240,25.0,有音频,2.382,fake_frozen
Aastha Prime 1 (720p),https://aasthaott.akamaized.net/110923/smil:aasthaprime1.smil/master.m3u8,AasthaPrime1.in@SD,,,,https://i.imgur.com/LyWSMJS.png,Religious,1280x720,iptv-org-all.txt,213,200,成功,h264,1280x720,25.0,有音频,6.856,fake_frozen
Africa TV 2 (720p),http://africatv.live.net.sa:1935/live/africatv2/playlist.m3u8,AfricaTV2.tz@SD,,,,https://i.imgur.com/GXa37c7.png,Religious,1280x720,iptv-org-all.txt,1040,200,成功,h264,1280x720,25.0,有音频,1.937,invalid
13Max Televisión (1080p),http://coninfo.net:1935/13maxhd/live13maxtvnuevo/playlist.m3u8,13MaxTelevision.ar@SD,,,,https://i.imgur.com/QvF4l2t.png,General,1920x1080,iptv-org-all.txt,139,200,成功,h264,1920x1080,50.0,有音频,1.183,invalid
Africa TV3 (720p) [Not 24/7],http://africatv.live.net.sa:1935/live/africatv3/playlist.m3u8,AfricaTV3.ng@SD,,,,https://i.imgur.com/iibE9WL.png,Religious,1280x720,iptv-org-all.txt,770,200,成功,h264,1280x720,25.0,有音频,1.915,invalid
20 Minutes TV (1080p),https://live-20minutestv.digiteka.com/1961167769/index.m3u8,20MinutesTV.fr@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/20_Minutes_TV_IDF_logo_%282023%29.png/320px-20_Minutes_TV_IDF_logo_%282023%29.png,General,1920x1080,iptv-org-all.txt,622,200,成功,h264,1920x1080,25.0,有音频,3.848,fake_frozen
3ABN TV Uganda (720p) [Not 24/7],https://3abn.bozztv.com/3abn/3abn_uganda_live/index.m3u8,3ABNTVUganda.ug@SD,,,,https://i.imgur.com/mml9lI2.png,Religious,1280x720,iptv-org-all.txt,39,200,成功,h264,1280x720,50.0,有音频,1.281,invalid
临平新闻频道,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8,,,,,,浙江,1280x720,zbefine.txt,636,200,成功,h264,1280x720,25.0,有音频,1.899,invalid
ABN Freedom of Speech,https://mediaserver.abnvideos.com/streams/freedom_of_speech.m3u8,,,,,,Undefined,640x360,iptv-org-all.txt,48,200,成功,h264,640x360,24.0,有音频,0.628,invalid
Amou Yazid TV (576p),http://mkstream.servehttp.com:1940/AmouYazid/ay1/playlist.m3u8,AmouYazidTV.dz@SD,,,,https://i.imgur.com/L8UPGPC.png,Kids,720x576,iptv-org-all.txt,223,200,成功,h264,720x576,50.0,有音频,0.899,invalid
