频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间,是否假源,是否轮回,轮回相似度,检测信息
[BD]sky sports football[geo-blocked],https://stream1.freetv.fun/sky-sports-football-2.ctv,,SKY Sports Football,United Kingdom,English,https://epg.pw/media/images/channel/2020/07/14/large/20200714134144611568_75.png,Sports,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,50.0,有音频,3.139,否,否,0.0000,
[HD]national geographic us eastern,https://stream1.freetv.fun/national-geographic-us-eastern-1.ctv,6303,National Geographic,Romania,Română,https://epg.pw/media/images/channel/2022/05/06/large/20220506163824809340_39.png,Knowledge,640x360,freetv-fun-all.txt,310,403,成功,h264,640x360,59.94005994005994,有音频,4.125,否,否,0.4792,
[VGA]itn,https://stream1.freetv.fun/itn-1.m3u8,,ITN SriLanka,Sri lanka,Tamil,https://epg.pw/media/uploads/tmp_logo/2015/03/19/20150319113422624466_33.jpg,Generic,320x180,freetv-fun-all.txt,32,403,成功,h264,320x180,25.0,有音频,8.996,否,否,0.5469,
[BD]sky sports premier league[geo-blocked],https://stream1.freetv.fun/sky-sports-premier-league-1.ctv,12453,Sky Sports Premier League,United Kingdom,English,https://epg.pw/media/images/channel/2023/09/04/large/20230904161002034102_45.png,Sports,1920x1080,freetv-fun-all.txt,24,403,成功,h264,1920x1080,50.0,有音频,3.078,否,否,0.5625,
[BD]xite hits[geo-blocked],https://stream1.freetv.fun/xite-hits-1.m3u8,,Hits(TW),Singapore,Chinese,https://epg.pw/media/images/channel/2024/06/11/large/20240611010918611570_10.jpg,Movies,1920x1080,freetv-fun-all.txt,329,403,成功,h264,1920x1080,25.0,有音频,1.928,否,否,0.0000,
[VGA]starz west =,https://stream1.freetv.fun/starz-west-6.ctv,,Starz West,United States,English,https://epg.pw/media/images/channel/2022/05/27/large/20220527020552744884_81.png,Movies,768x432,freetv-fun-all.txt,24,403,成功,h264,768x432,29.97002997002997,有音频,1.086,否,否,0.5156,
[HD]rai 3,https://stream1.freetv.fun/rai-3-1.m3u8,459196,Rai 3,Italy,Italiano,https://epg.pw/media/images/channel/2024/08/13/large/20240813050016777983_50.png,Generic,1280x720,freetv-fun-all.txt,20,403,成功,h264,1280x720,25.0,有音频,2.701,否,否,0.5521,
[BD]frisbee[geo-blocked],https://stream1.freetv.fun/frisbee-2.m3u8,,Frisbee Tv,Italy,Italiano,https://epg.pw/media/images/channel/2021/10/16/large/20211016152145055005_54.png,Kids,640x360,freetv-fun-all.txt,23,403,成功,h264,640x360,25.0,有音频,4.275,否,否,0.0000,
[SD]black classics,https://stream1.freetv.fun/black-classics-2.m3u8,,Sky Classics,United Kingdom,English,https://epg.pw/media/images/channel/2022/05/07/large/20220507044720361573_41.png,Movies,426x240,freetv-fun-all.txt,22,403,成功,h264,426x240,30.0,有音频,2.259,否,否,0.6198,
[HD]history hit,https://stream1.freetv.fun/history-hit-2.m3u8,,History(USA),United States,English,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,1280x720,freetv-fun-all.txt,321,403,成功,h264,1280x720,25.0,有音频,1.817,否,否,0.5156,
[HD]investigation discovery *s[geo-blocked],https://stream1.freetv.fun/investigation-discovery--s-1.m3u8,,Investigation Discovery,United States,English,https://epg.pw/media/images/channel/2022/04/11/large/20220411222823732042_44.png,Knowledge,1280x720,freetv-fun-all.txt,42,403,成功,h264,1280x720,29.97002997002997,有音频,2.697,否,否,0.5469,
[BD]showtime ==,https://stream1.freetv.fun/showtime-7.ctv,,Showtime,United States,English,https://epg.pw/media/images/channel/2025/01/30/large/20250130005547573438_56.png,Movies,1280x720,freetv-fun-all.txt,23,403,成功,h264,1280x720,25.0,有音频,1.841,否,否,0.5885,
[HD]kajou tv,https://stream1.freetv.fun/kajou-tv-2.m3u8,,KAYU TV,United States,English,https://epg.pw/media/images/channel/2022/03/18/large/20220318091021342531_71.png,News,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,30.0,有音频,1.732,否,否,0.0000,
[BD]2m monde plus 1[geo-blocked],https://stream1.freetv.fun/2m-monde-plus-1-1.m3u8,,K+1 HD,Vietnam,Vietnamese,https://epg.pw/media/img/logo/K1_1.png,Sports,640x360,freetv-fun-all.txt,21,403,成功,h264,640x360,25.0,有音频,3.694,否,否,0.5052,
[HD]teen nick,https://stream1.freetv.fun/teen-nick-1.m3u8,,Nick HD,United States,English,https://epg.pw/media/images/channel/2023/07/20/large/20230720002406264182_29.jpg,Kids,426x240,freetv-fun-all.txt,33,403,成功,h264,426x240,30.0,有音频,3.185,否,否,0.5365,
[BD]diyanet tv,https://stream1.freetv.fun/diyanet-tv-1.m3u8,,Inet TV,Korea,Korean,https://epg.pw/media/images/channel/2022/12/24/large/20221224163613116034_96.jpeg,Entertainment,640x360,freetv-fun-all.txt,19,403,成功,h264,640x360,25.0,有音频,3.851,否,否,0.5104,
[HD]sharjah sports,https://stream1.freetv.fun/sharjah-sports-3.m3u8,,Sharjah,Saudi Arabia,Arabic,https://epg.pw/media/images/channel/2022/05/06/large/20220506174532004101_74.png,Generic,1280x720,freetv-fun-all.txt,17,403,成功,h264,1280x720,25.0,有音频,2.006,否,否,0.4635,
[BD]nba tv *c,https://stream1.freetv.fun/nba-tv--c-1.ctv,,NBA TV HD,United States,English,https://epg.pw/media/uploads/tmp_logo/2015/10/06/20151006162032850296_37.jpg,Sports,1920x1080,freetv-fun-all.txt,23,403,成功,h264,1920x1080,25.0,有音频,3.372,否,否,0.0000,
[HD]hr-fernsehen,https://stream1.freetv.fun/hr-fernsehen-1.m3u8,,HR Fernsehen,Germany,German,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613201750103685_33.png,Generic,1280x720,freetv-fun-all.txt,17,403,成功,h264,1280x720,25.0,有音频,2.943,否,否,0.5521,
[BD]rete tv italia,https://stream1.freetv.fun/rete-tv-italia-1.m3u8,,Rete 4 Italia,Italy,Italiano,https://epg.pw/media/uploads/tmp_logo/2014/05/22/20140522182005301468_59.jpg,Other,1920x1080,freetv-fun-all.txt,24,403,成功,h264,1920x1080,25.0,有音频,3.245,否,否,0.5573,
[BD]h1,https://stream1.freetv.fun/h1-1.ctv,,H1,Germany,German,https://epg.pw/media/images/channel/2022/05/06/large/20220506174636823772_47.png,Generic,1920x1080,freetv-fun-all.txt,21,403,成功,h264,1920x1080,50.0,有音频,3.927,否,否,0.5000,
[BD]hbo[geo-blocked],https://stream1.freetv.fun/hbo-16.m3u8,,HBO(TW),United States,Chinese,https://epg.pw/media/images/channel/2024/06/10/large/20240610185422140004_63.png,Movies,1920x1080,freetv-fun-all.txt,24,403,成功,h264,1920x1080,30.0,有音频,2.274,否,否,0.5156,
[BD]shalom global,https://stream1.freetv.fun/shalom-global-1.m3u8,,Global,Mongolia,Mongolian,https://epg.pw/media/images/channel/2022/05/06/large/20220506173852898976_67.png,News,640x360,freetv-fun-all.txt,23,403,成功,h264,640x360,25.0,有音频,14.662,否,否,0.5365,
[BD]spacetoon arabic,https://stream1.freetv.fun/spacetoon-arabic-2.m3u8,,Space Toon Arabic,Saudi Arabia,العربية,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613182841083427_27.png,Kids,1280x720,freetv-fun-all.txt,311,403,成功,h264,1280x720,25.0,有音频,15.332,否,否,0.5156,
