频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间,是否假源,是否轮回,轮回相似度,检测信息
Watar Radio (1080p),https://svs.itworkscdn.net/smcwatarlive/smcwatar/playlist.m3u8,WatarRadio.ae@SD,,,,https://sbauae.faulio.com/storage/mediagallery/d2/ad/fullhd_48adf2291d08266c05ed1b0c24f326c86b1095b7.png,Undefined,1920x1080,iptv-org-all.txt,1974,200,成功,h264,1920x1080,25.0,有音频,2.464,否,否,0.6354,
Willkommen bei den Louds,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/627d2d1d05e09f00073ccdff/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84afd904-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=e0111a68-96dd-4929-aea5-e18528a1add5,,,,,,Undefined,426x240,iptv-org-all.txt,61,200,成功,h264,426x240,30.0,有音频,1.394,否,否,0.5573,
VH1+ Canzoni Italiane (720p),https://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/63724270c7c2360007b170e8/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown&embedPartner=samsung-tvplus&profileFloor=&profileLimit=&samsung_app_domain={APP_DOMAIN}&samsung_app_name={APP_NAME}&us_privacy=1YNY,,,,,,Undefined,1216x684,iptv-org-all.txt,1192,200,成功,h264,1216x684,30.0,有音频,3.803,否,否,0.5781,
Yu-Gi-Oh! (1080p),https://amg01796-amg01796c19-rakuten-gb-7486.playouts.now.amagi.tv/playlist/amg01796-fastmediafast-yugioh2en-rakutengb/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1552,200,成功,h264,1920x1080,25.0,有音频,5.519,否,否,0.5833,
WDR Fernsehen Wuppertal (720p) [Geo-blocked],https://wdrlokalzeit.akamaized.net/hls/live/2018028-b/wdrlz_wuppertal/master.m3u8,WDRFernsehen.de@Wuppertal,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/WDR_Fernsehen_Logo_2018.svg/512px-WDR_Fernsehen_Logo_2018.svg.png,General,480x270,iptv-org-all.txt,1319,200,成功,h264,480x270,50.0,有音频,15.143,否,否,0.5833,
Urfa Natik TV (720p),https://live.artidijitalmedya.com/artidijital_urfanatiktv/urfanatiktv/playlist.m3u8,UrfaNatikTV.tr@SD,,,,https://i.imgur.com/8KO0uxn.png,Undefined,1920x1080,iptv-org-all.txt,2633,200,成功,h264,1920x1080,25.0,有音频,7.459,否,否,0.5312,
Xinjiang TV 1,https://klmysjtzb.rcsxzx.com/hls/klmy2.m3u8,XinjiangTV1.cn@SD,,,,https://i.imgur.com/VLaQYn4.png,Undefined,1280x720,iptv-org-all.txt,2566,200,成功,h264,1280x720,25.0,有音频,3.802,否,否,0.5417,
WTVD ABC 11 News (Raleigh-Durham NC) (720p),https://content.uplynk.com/channel/ext/f05837c508c44712aa7129d531f7dbe6/wtvd_24x7_news.m3u8,WTVDDT1247News.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/2/27/WWAY_logo.png,News,640x360,iptv-org-all.txt,53,200,成功,h264,640x360,,有音频,9.467,否,否,0.5833,
Walker Texas Ranger,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/635659445b4c4700076d2ad1/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7c9e94-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=36e2f6bf-cd8e-44d2-ad1e-a5747a670d91,WalkerTexasRanger.us@Canada,,,,https://i.imgur.com/0N7EhuD.png,Series,426x240,iptv-org-all.txt,94,200,成功,h264,426x240,30.0,有音频,3.784,否,否,0.5625,
TV Sugd (1080p),https://live.teleradiocom.tj/14/3m.m3u8,TVSugd.tj@SD,,,,https://i.imgur.com/YzkwTHb.png,General,1920x1080,iptv-org-all.txt,2432,200,成功,h264,1920x1080,25.0,有音频,5.433,否,否,0.6250,
TVS Drive In Movie (360p),https://rpn.bozztv.com/gusa/gusa-tvsdriveinmovie/index.m3u8,TVSDriveInMovie.us@SD,,,,https://i.imgur.com/OR9APjb.png,Movies,720x408,iptv-org-all.txt,415,200,成功,h264,720x408,23.976023976023978,有音频,1.037,否,否,0.6146,
Unforgettable,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/650adb92a1217e00091a3eff/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84afb1f5-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=38e01fae-e485-4ddb-93c0-891443b0d887,,,,,,Undefined,426x240,iptv-org-all.txt,148,200,成功,h264,426x240,30.0,有音频,1.407,否,否,0.6042,
WFTS-DT1,https://fl1.moveonjoy.com/FL_Tampa_ABC/index.m3u8,WFTSDT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/2/27/WWAY_logo.png,News,1280x720,iptv-org-all.txt,152,200,成功,h264,1280x720,59.94005994005994,有音频,3.037,否,否,0.5521,
W Polsce PL (720p),https://str.onnetwork.tv/hls/onnet-358726_hi/index.m3u8,WPolscePL.pl@SD,,,,https://i.imgur.com/HQ8UyhL.png,Undefined,1280x720,iptv-org-all.txt,1279,200,成功,h264,1280x720,25.0,有音频,3.027,否,否,0.5625,
Unife TV,https://5dcabf026b188.streamlock.net/StreamUnife/livestream/playlist.m3u8,UnifeTV.ar@SD,,,,https://i.imgur.com/TLM592m.png,Religious,1920x1080,iptv-org-all.txt,1675,200,成功,h264,1920x1080,30.0,有音频,1.643,否,否,0.5781,
TV Zoom (720p),https://cdn.jmvstream.com/w/LVW-9730/LVW9730_LmUwslM8jt/playlist.m3u8,TVZoom.br@SD,,,,https://i.imgur.com/jCGrjf5.png,Entertainment;News,1920x1080,iptv-org-all.txt,299,200,成功,h264,1920x1080,,有音频,3.972,否,否,0.5938,
WDAF-DT2 (720p),https://cvtv.cvalley.net/hls/WDAFAntenna/WDAFAntenna.m3u8,WDAFDT2.us@SD,,,,https://i.imgur.com/ocs2DeU.png,Undefined,704x480,iptv-org-all.txt,920,200,成功,h264,704x480,29.97002997002997,有音频,1.970,否,否,0.5729,
TVCOM DF (360p),https://5b7f3c45ab7c2.streamlock.net/8008/smil:8008.smil/playlist.m3u8?DVR=,TVComunitaria.br@SD,,,,https://i.imgur.com/uxefHY3.png,General,640x360,iptv-org-all.txt,1100,200,成功,h264,640x360,29.97002997002997,有音频,2.295,否,否,0.5625,
Tweede Kamer: Suze Groenewegzaal (1080p) [Not 24/7],https://livestreaming.b67buv2.tweedekamer.nl/live/suzegroenewegzaal/index.m3u8?hd=1&keyframes=1&subtitles=live,TweedeKamerSuzeGroenewegzaal.nl@SD,,,,https://i.imgur.com/X9fezZ8.png,Legislative,1920x1080,iptv-org-all.txt,434,200,成功,h264,1920x1080,25.0,有音频,6.034,否,否,0.5833,
VIP News (360p),https://live.vipnews24x7.co.in/vipnews24x7/d0dbe915091d400bd8ee7f27f0791303.sdp/playlist.m3u8,VIPNews.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_VIP_NEWS/images/LOGO_HD/image.png,News,640x360,iptv-org-all.txt,1566,200,成功,h264,640x360,25.0,有音频,2.696,否,否,0.5156,
Zee Bihar Jharkhand (720p),https://raw.githubusercontent.com/Alstruit/adaptive-streams/alstruit-4_24_in/streams/in/ZeeBiharJharkhand.m3u8,ZeeBiharJharkhand.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_ZEE_BIHAR_JHARKHAND/images/LOGO_HD/LOGO_HD_image.png,News,426x240,iptv-org-all.txt,72,200,成功,h264,426x240,30.0,有音频,6.766,否,否,0.6198,
Vevo Pop (1080p),https://d128y56w6v2kax.cloudfront.net/playlist/amg00056-vevotv-vevopopau-samsungau/playlist.m3u8,VevoPop.us@SD,,,,https://i.imgur.com/dZHktKR.png,Music,1920x1080,iptv-org-all.txt,1185,200,成功,h264,1920x1080,29.97002997002997,有音频,8.030,否,否,0.6875,
ViàMatélé (1080p),https://5dd226f8f01e8.streamlock.net/via-matele-live/matelelive_1080/playlist.m3u8,ViaMatele.fr@SD,,,,https://i.imgur.com/XVCV9rj.png,Undefined,1920x1080,iptv-org-all.txt,1625,200,成功,h264,1920x1080,25.0,有音频,2.947,否,否,0.5365,
Verbum TV (480p) [Not 24/7],https://edge3-moblive.yuppcdn.net/drm1/smil:verbumtvdrm.smil/index.m3u8,VerbumTV.lk@SD,,,,https://i.imgur.com/YEKEaB4.png,Undefined,320x180,iptv-org-all.txt,2970,200,成功,h264,320x180,25.0,有音频,9.069,否,否,0.5677,
TV Rio Preto (720p),https://video02.logicahost.com.br/tvriopreto/tvriopreto/playlist.m3u8,TVRioPreto.br@SD,,,,https://i.imgur.com/9EqSKLc.png,General,1280x720,iptv-org-all.txt,1629,200,成功,h264,1280x720,29.97002997002997,有音频,5.616,否,否,0.5781,
Vevo 90s (1080p),https://amg00056-vevotv-vevo90saunz-samsungau-n6a0d.amagi.tv/playlist/amg00056-vevotv-vevo90saunz-samsungau/playlist.m3u8,Vevo90s.us@SD,,,,https://images.pluto.tv/channels/5fd7bb1f86d94a000796e2c2/featuredImage.jpg,Music,1920x1080,iptv-org-all.txt,313,200,成功,h264,1920x1080,29.97002997002997,有音频,2.640,否,否,0.5156,
TV Vila Real (720p),https://cdn.jmvstream.com/w/LVW-10841/LVW10841_mT77z9o2cP/playlist.m3u8,TVVilaReal.br@SD,,,,https://i.imgur.com/Z1uWe7g.png,Undefined,1280x720,iptv-org-all.txt,605,200,成功,h264,1280x720,30.0,有音频,4.058,否,否,0.5781,
TV Passo Fundo (720p),https://5a57bda70564a.streamlock.net/tvpasso/tvpasso.sdp/playlist.m3u8,TVPassoFundo.br@SD,,,,https://i.imgur.com/QFE6TiV.png,General,1280x720,iptv-org-all.txt,1722,200,成功,h264,1280x720,29.97002997002997,有音频,1.062,否,否,0.5156,
TV Peñol (720p),https://stmv1.voxtvhd.com.br/tvpenol/tvpenol/playlist.m3u8,TVPenol.co@SD,,,,https://i.imgur.com/Zm4934Z.png,General,1280x720,iptv-org-all.txt,1707,200,成功,h264,1280x720,29.97002997002997,有音频,1.447,否,否,0.5417,
TV Trwam (1080p) [Geo-blocked],https://live-ch1.trwam.cf.insyscd.net/out/v1/b99041a282774d4a8fe84a54243af5de/trwamtv-live-ch1.mpd,TVTrwam.pl@SD,,,,https://i.imgur.com/yq10wS5.png,Undefined,426x240,iptv-org-all.txt,1167,200,成功,h264,426x240,25.0,有音频,7.076,否,否,0.6094,
Vevo Country (1080p),https://amg00056-vevotv-vevocountryau-samsungau-ktmqm.amagi.tv/playlist/amg00056-vevotv-vevocountryau-samsungau/playlist.m3u8,VevoCountry.us@SD,,,,https://images.pluto.tv/channels/5da0d75e84830900098a1ea0/featuredImage.jpg,Music,1920x1080,iptv-org-all.txt,611,200,成功,h264,1920x1080,29.97002997002997,有音频,6.653,否,否,0.6406,
WBTV HBO Boxing (1080p) [Geo-blocked],https://live-manifest.production-public.tubi.io/live/9fe78734-1db2-49b4-af7b-3c89f5f256ad/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,863,200,成功,h264,1280x720,29.97002997002997,有音频,3.046,否,否,0.5521,
TVCARiB Latino (720p) [Not 24/7],https://cdn.mycloudstream.io/hls/live/broadcast/xn44vdc5/index.m3u8,TVCARiBLatino.sx@SD,,,,https://i.imgur.com/fvGlwKo.png,Entertainment,640x360,iptv-org-all.txt,98,200,成功,h264,640x360,30.0,有音频,1.365,否,否,0.5885,
Vallenato Internacional (720p) [Not 24/7],https://59a564764e2b6.streamlock.net/vallenato/vallenatom/playlist.m3u8,VallenatoInternacional.us@SD,,,,https://i.imgur.com/rVKroNW.png,Music,1280x720,iptv-org-all.txt,1203,200,成功,h264,1280x720,29.97002997002997,有音频,1.545,否,否,0.5781,
WITN 22 (Wilmington DE) (1080p) [Not 24/7],https://witn.cablecast.tv/live-4/live/live.m3u8,WITN22.us@SD,,,,https://i.imgur.com/Esu8PyB.png,General,1920x1080,iptv-org-all.txt,654,200,成功,h264,1920x1080,30.0,有音频,4.565,否,否,0.6458,
TVCG MNE (1080p),https://rtcg-live-open.morescreens.com/RTCG_1_004/playlist.m3u8,TVCGMNE.me@SD,,,,https://i.imgur.com/pf8VEwf.png,Undefined,1920x1080,iptv-org-all.txt,1443,200,成功,h264,1920x1080,50.0,有音频,10.555,否,否,0.6302,
Wesal TV (720p) [Not 24/7],https://ams.juraganstreaming.com:5443/LiveApp/streams/wesaltv.m3u8,WesalTV.id@SD,,,,https://i.imgur.com/Uv8RWks.png,Undefined,854x480,iptv-org-all.txt,2202,200,成功,h264,854x480,50.0,有音频,4.627,否,否,0.6094,
TV Universal (480p),https://644398c.ha.azioncdn.net/primary/tvuniversal_480p.sdp/playlist.m3u8,TVUniversal.br@SD,,,,https://i.imgur.com/TIsk5zN.png,Religious,640x360,iptv-org-all.txt,1445,200,成功,h264,640x360,29.97002997002997,有音频,2.041,否,否,0.6198,
Vevo Latino (1080p),https://amg00056-amg00056c13-rakuten-es-3246.playouts.now.amagi.tv/playlist.m3u8,VevoLatino.us@SD,,,,https://i.imgur.com/D7SwmuB.png,Music,1920x1080,iptv-org-all.txt,1518,200,成功,h264,1920x1080,29.97002997002997,有音频,8.433,否,否,0.7448,
WBTV Unique Lives [Geo-blocked],https://live-manifest.production-public.tubi.io/live/5602f3d6-c62c-4109-8de7-b7d2434ab63b/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,1550,200,成功,h264,1280x720,29.97002997002997,有音频,3.316,否,否,0.5469,
WCBS-DT1 (720p) [Not 24/7],https://tvpass.org/live/WCBSDT1/hd,WCBSDT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/CBS_2.svg/512px-CBS_2.svg.png,Undefined,1280x720,iptv-org-all.txt,2580,200,成功,h264,1280x720,30.0,无音频,3.401,否,否,0.5625,
World Poker Tour,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5ad9b7aae738977e2c312132/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84b00010-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=74cccc9f-4a89-4a77-9d46-ad68b9e23890,WorldPokerTour.us@Germany,,,,https://i.imgur.com/98kLMjj.png,Sports,426x240,iptv-org-all.txt,75,200,成功,h264,426x240,30.0,有音频,2.922,否,否,0.6458,
TVRI Riau (720p) [Not 24/7],https://ott-balancer.tvri.go.id/live/eds/Riau/hls/Riau.m3u8,TVRI.id@Riau,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/TVRILogo2019.svg/512px-TVRILogo2019.svg.png,General,1920x1080,iptv-org-all.txt,280,200,成功,h264,1920x1080,25.0,有音频,16.592,否,否,0.0000,all_grab_failed
WEDQ-DT4,https://wedqdt4.lls.pbs.org/wedqdt4-hls.m3u8,WEDQDT4.us@SD,,,,https://i.imgur.com/FfEebzW.png,Undefined,416x234,iptv-org-all.txt,1629,200,成功,h264,416x234,29.97002997002997,有音频,2.365,否,否,0.5990,
Varzesh TV,https://lenz.splus.ir/PLTV/88888888/224/3221226845/index.m3u8,VarzeshTV.ir@SD,,,,https://upload.wikimedia.org/wikipedia/fa/thumb/f/f5/Iribvarzesh2022.png/240px-Iribvarzesh2022.png,Sports,480x360,iptv-org-all.txt,248,200,成功,h264,480x360,25.0,有音频,15.497,否,否,0.6406,
VisionNDV TV,https://cloudflare.streamgato.us:3820/live/visionndvlive.m3u8,VisionNDV.do@SD,,,,https://i.imgur.com/4gj5NMa.png,Entertainment,1280x720,iptv-org-all.txt,1177,200,成功,h264,1280x720,60.0,有音频,0.977,否,否,0.5729,
Vía Altomayo (720p) [Not 24/7],https://live.obslivestream.com/viaaltomayomux/index.m3u8,ViaAltomayo.pe@SD,,,,https://i.imgur.com/aJ4XExn.png,General,1280x720,iptv-org-all.txt,1270,200,成功,h264,1280x720,29.97002997002997,有音频,2.502,否,否,0.5990,
UTV (1080p),https://mn-nl.mncdn.com/utviraqi2/64c80359/index.m3u8,UTV.iq@SD,,,,https://i.imgur.com/9qFHjnu.png,Undefined,1920x1080,iptv-org-all.txt,379,200,成功,h264,1920x1080,25.0,有音频,2.058,否,否,0.6198,
UnXplained Zone,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/656538f8954b020008d389db/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2cc204-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=13e8f8b3-086c-4316-bc80-5d9ac1d1a45d,,,,,,Undefined,426x240,iptv-org-all.txt,404,200,成功,h264,426x240,30.0,有音频,1.396,否,否,0.5885,
TVCa Televisión Católica Arquidiocesana (720p),https://live20.bozztv.com/akamaissh101/ssh101/tvcaelsalvador/playlist.m3u8,TVCa.sv@SD,,,,https://i.imgur.com/uPWWtCA.png,Religious,1920x1080,iptv-org-all.txt,1182,200,成功,h264,1920x1080,30.0,有音频,1.164,否,否,0.5729,
Yu-Gi-Oh! Italy,https://amg01796-amg01796c17-rakuten-it-7492.playouts.now.amagi.tv/playlist/amg01796-fastmediafast-yugioh3it-rakutenit/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1591,200,成功,h264,1920x1080,25.0,有音频,4.273,否,否,0.5729,
WHBQ-DT1 (1080p),https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg02104-imagicommcommun-whbqbreaking-ono/playlist.m3u8,WHBQDT1.us@SD,,,,,Undefined,1920x1080,iptv-org-all.txt,2802,200,成功,h264,1920x1080,30.0,有音频,3.718,否,否,0.5729,
Vevo 2K (1080p),https://d1s6jz7jeei17.cloudfront.net/playlist/amg00056-vevotv-vevo2kau-samsungau/playlist.m3u8,Vevo2K.us@SD,,,,https://images.pluto.tv/channels/5fd7bca3e0a4ee0007a38e8c/featuredImage.jpg,Music,1920x1080,iptv-org-all.txt,1415,200,成功,h264,1920x1080,29.97002997002997,有音频,7.604,否,否,0.5885,
TVONE Nicaragua (720p) [Not 24/7],https://hdbox.chunklistv.com/live?stream=tvone,TVONENicaragua.ni@SD,,,,https://i.imgur.com/FNk6rdz.png,Music,1280x720,iptv-org-all.txt,1302,403,成功,h264,1280x720,29.96969696969697,有音频,5.537,否,否,0.5833,
TVRI Sulawesi Tengah (720p),https://ott-balancer.tvri.go.id/live/eds/Sulteng/hls/Sulteng.m3u8,TVRI.id@CentralSulawesi,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/TVRILogo2019.svg/512px-TVRILogo2019.svg.png,General,1920x1080,iptv-org-all.txt,268,200,成功,h264,1920x1080,25.0,有音频,15.154,否,否,0.4896,
WeatherNation New York,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/61e71d5931746f0007ca3e68/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2d1029-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=7473f3ad-8ef5-46e9-98b7-8a551289db64,WeatherNationNewYork.us@SD,,,,https://i.imgur.com/YFFSEd9.png,News,426x240,iptv-org-all.txt,198,200,成功,h264,426x240,30.0,有音频,1.223,否,否,0.5833,
WEDW-DT1 (720p) [Geo-blocked],http://restream-live.realiptv.to:8080/live/19742329/27604387/629545.m3u8,WEDWDT1.us@SD,,,,,Undefined,1920x1080,iptv-org-all.txt,1923,200,成功,h264,1920x1080,59.94005994005994,有音频,2.561,否,否,0.5990,
WBTV Nikita [Geo-blocked],https://live-manifest.production-public.tubi.io/live/69aad4c1-9bb9-49db-9b2a-f8b26a7c3582/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,1390,200,成功,h264,1280x720,29.97002997002997,有音频,2.533,否,否,0.5729,
ZAZ (1080p),https://cloud.fastchannel.es/mic/manifiest/hls/zaztv/zaztv.m3u8,ZAZ.mx@SD,,,,,Entertainment,1280x720,iptv-org-all.txt,1345,200,成功,h264,1280x720,50.0,有音频,2.889,否,否,0.5885,
Unbeaten (1080p),https://unbeaten-tcl.amagi.tv/playlist.m3u8,Unbeaten.us@SD,,,,https://i.imgur.com/LmkNt3v.png,Sports,1920x1080,iptv-org-all.txt,1036,200,成功,h264,1920x1080,29.97002997002997,有音频,1.592,否,否,0.6406,
WCAU-DT1,https://fl1.moveonjoy.com/PA_PHILADELPHIA_NBC/index.m3u8,WCAUDT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/WCAUlogo2.svg/512px-WCAUlogo2.svg.png,Undefined,1280x720,iptv-org-all.txt,370,200,成功,h264,1280x720,29.97002997002997,有音频,0.944,否,否,0.5677,
World War TV (1080p),https://aenetworks-worldwartv-rakuten.amagi.tv/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1473,200,成功,h264,1920x1080,25.0,有音频,4.527,否,否,0.5521,
TVJ (720p) [Not 24/7],https://vod2live.univtec.com/manifest/a99a1804-dc83-411f-8c1c-b62f08cdfa59.m3u8,TVJ.jm@SD,,,,https://i.imgur.com/R4PoC3L.png,General,1280x720,iptv-org-all.txt,947,200,成功,h264,1280x720,30.0,有音频,2.740,否,否,0.6198,
Unitel,https://play.agenciastreaming.com:8081/uniteltv/index.m3u8,Unitel.pe@SD,,,,https://i.imgur.com/F0PWpyc.png,General,1920x1080,iptv-org-all.txt,1258,200,成功,h264,1920x1080,29.97002997002997,有音频,3.621,否,否,0.5833,
VOA Persian,https://voa-ingest.akamaized.net/hls/live/2033876/tvmc07/playlist.m3u8,VoATVPersian.us@SD,,,,https://i.imgur.com/TmqComb.png,News,426x240,iptv-org-all.txt,1159,200,成功,h264,426x240,25.0,有音频,4.598,否,否,0.6302,
XITE Rock,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/623a1b5188ecdc0007c9ef5a/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2d3735-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=f428e683-63a3-4e04-a7ac-126caa2fda54,,,,,,Undefined,426x240,iptv-org-all.txt,179,200,成功,h264,426x240,30.0,有音频,1.771,否,否,0.6458,
WTOG-DT1,https://fl1.moveonjoy.com/FL_Tampa_CW44/index.m3u8,WTOGDT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/WTOG_Tampa_Bay_44_2023.svg/1024px-WTOG_Tampa_Bay_44_2023.svg.png,Undefined,1280x720,iptv-org-all.txt,26,200,成功,h264,1280x720,29.97002997002997,有音频,0.904,否,否,0.5938,
