频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间,是否假源,是否轮回,轮回相似度,检测信息
西宁新闻综合,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd#https://liveout.xntv.tv/a65jur/90p2i1.m3u8#http://dtrmlive.qhdtrm.cn/xnds/sd/live.m3u8,,西宁新闻综合,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/西宁新闻综合.png,☘️青海频道,1920x1080,Guovin.txt,2029,200,成功,h264,1920x1080,25.0,有音频,5.669,否,否,0.6250,
治愈•放松「音乐」,https://live.iill.top/huya/21241811,,,,,https://epg-1.iill.top/logo/虎牙.png,•影视「轮播」,1280x720,YanG-1989.txt,34,403,成功,h264,1280x720,29.96969696969697,有音频,1.752,否,否,0.0000,all_grab_failed
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-2.m3u8,,东森超视,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/东森超视.png,🎬电影频道,1920x1080,Guovin.txt,16,403,成功,h264,1920x1080,30.0,无音频,1.938,否,否,0.0000,
「斗鱼」跑跑卡丁车,https://live.iill.top/douyu/7722576,,,,,https://epg-1.iill.top/logo/斗鱼.png,•游戏「赛事」,1920x1080,YanG-1989.txt,64,403,成功,h264,1920x1080,60.0,有音频,4.106,否,否,0.6094,
经典电影,https://cdn.iptv8k.top/dl/jrys.php?id=396&time=20240926215313&ip=111.229.253.40,,经典电影,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/经典电影.png,🎬电影频道,1920x1080,Guovin.txt,142,200,成功,h264,1920x1080,60.0,无音频,0.395,否,否,0.5417,
无线新闻,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn,,无线新闻,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/无线新闻.png,🌊港·澳·台,1920x1080,Guovin.txt,1221,200,成功,h264,1920x1080,25.0,有音频,0.573,否,否,0.5677,
汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8?zjild,,汪清综合,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/汪清综合.png,☘️吉林频道,320x240,Guovin.txt,700,200,成功,h264,320x240,25.0,有音频,2.811,否,否,0.8229,
[BD]fun探索娛樂 *4g,https://stream1.freetv.fun/funtan-suo-yu-le---4g-1.m3u8,370217,FUN探索娛樂,台灣,英文,https://epg.pw/media/images/channel/2023/07/18/large/20230718012701691568_25.png,綜合,1280x720,freetv-fun-tw.txt,50,403,成功,h264,1280x720,25.0,有音频,1.341,否,否,0.5000,
吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8?zningxd,,吴忠公共,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/吴忠公共.png,☘️宁夏频道,320x240,Guovin.txt,2222,200,成功,h264,320x240,25.0,有音频,2.519,否,否,0.8229,
舒兰新闻综合,http://stream8.jlntv.cn/shulan/sd/live.m3u8?_upt=332db6421699196585,,舒兰新闻综合,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/舒兰新闻综合.png,☘️吉林频道,320x240,Guovin.txt,1278,200,成功,h264,320x240,25.0,有音频,2.732,否,否,0.8229,
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40,,东森超视,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/东森超视.png,🌊港·澳·台,1920x1080,Guovin.txt,144,200,成功,h264,1920x1080,60.0,无音频,0.424,否,否,0.5417,
汾西综合,https://qmmqvzoz.live.sxmty.com/live/hls/f24f8a390c084386a564074c9260100c/be3fdf07606145739ab2c4b80fe0136a.m3u8?zshanxd,,汾西综合,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/汾西综合.png,☘️山西频道,1920x1080,Guovin.txt,2360,200,成功,h264,1920x1080,25.0,有音频,5.955,否,否,0.6146,
劲爆体育,https://www.freetv.top/migu/796071336.m3u8?migutoken=1cc947d86cb584c31c31c88c005d55965238dbfff7ed75fca8451aed0b564786fde7e4b327e93b92dc96ef57e64e3bb56e8a9e921338080cdae817cb6125d8450b687659ecfee06be9c5d53ac6,,劲爆体育,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/劲爆体育.png,🏀体育频道,1920x1080,Guovin.txt,271,200,成功,h264,1920x1080,30.0,有音频,1.165,否,否,0.5000,
天龙八部,http://live.iill.top/yy.php?id=1351814644,,天龙八部,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/天龙八部.png,🏛经典剧场,1920x1080,Guovin.txt,576,403,成功,h264,1920x1080,25.0,有音频,4.865,否,否,0.5104,
云南都市,http://yp.qqqtv.top/1/api.php?id=%E4%BA%91%E5%8D%97%E9%83%BD%E5%B8%82&auth=666858,,云南都市,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/云南都市.png,☘️云南频道,1280x720,Guovin.txt,4011,200,成功,h264,1280x720,25.0,有音频,5.129,否,否,0.5833,
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8?zheild,,哈尔滨生活,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/哈尔滨生活.png,☘️黑龙江频道,640x480,Guovin.txt,759,200,成功,h264,640x480,25.0,有音频,2.283,否,否,0.5990,
武乡新闻综合,https://stream1.freetv.fun/wu-xiang-xin-wen-zong-he-4.m3u8,,武乡新闻综合,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/武乡新闻综合.png,☘️山西频道,1280x720,Guovin.txt,25,403,成功,h264,1280x720,25.0,有音频,2.331,否,否,0.5000,
封神榜,http://live.iill.top/yy.php?id=1353426319,,封神榜,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/封神榜.png,🏛经典剧场,1920x1080,Guovin.txt,27,403,成功,h264,1920x1080,25.0,有音频,3.331,否,否,0.5104,
齐齐哈尔新闻综合,https://stream1.freetv.fun/ipv6-qi-qi-ha-er-xin-wen-zong-he-3.m3u8,,齐齐哈尔新闻综合,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/齐齐哈尔新闻综合.png,☘️黑龙江频道,1280x720,Guovin.txt,5,403,成功,h264,1280x720,25.0,有音频,1.374,否,否,0.5000,
靖天资讯,https://stream1.freetv.fun/jing-tian-zi-xun-2.ctv,,靖天资讯,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/靖天资讯.png,🌊港·澳·台,1280x720,Guovin.txt,6,403,成功,h264,1280x720,25.0,有音频,1.417,否,否,0.4948,
凤凰香港,https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40,,凤凰香港,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/凤凰香港.png,🌊港·澳·台,1920x1080,Guovin.txt,142,200,成功,h264,1920x1080,60.0,无音频,0.554,否,否,0.5417,
免费订阅：请勿贩卖...,https://epg-1.iill.top/v/302.mp4,免费订阅,免费订阅,,,https://epg-1.iill.top/logo/温馨提示.png,•温馨「提示」,1920x1080,YanG-1989.txt,1328,403,成功,h264,1920x1080,25.0,有音频,0.327,否,否,0.5104,
安徽影视,https://stream1.freetv.fun/an-hui-ying-shi-14.m3u8,,安徽影视,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/安徽影视.png,☘️安徽频道,1280x720,Guovin.txt,13,403,成功,h264,1280x720,25.0,有音频,1.121,否,否,0.5000,
灵璧综合,http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8?zanhd#http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8,,灵璧综合,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/灵璧综合.png,☘️安徽频道,640x480,Guovin.txt,1782,200,成功,h264,640x480,25.0,有音频,15.353,否,否,0.5208,
睛彩广场舞,https://iptv.catvod.com/live.php?id=%E7%9D%9B%E5%BD%A9%E5%B9%BF%E5%9C%BA%E8%88%9E,,睛彩广场舞,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/睛彩广场舞.png,🏀体育频道,1920x1080,Guovin.txt,156,403,成功,h264,1920x1080,30.0,有音频,0.666,否,否,0.5156,
麻栗坡电视台,http://tvdrs.wsrtv.com.cn:8100/channellive/mlptv.flv?zyund,,麻栗坡电视台,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/麻栗坡电视台.png,☘️云南频道,1920x1080,Guovin.txt,2399,200,成功,h264,1920x1080,25.0,有音频,2.369,否,否,0.5833,
止戈电影「解说」,https://live.iill.top/huya/19863777,,,,,https://epg-1.iill.top/logo/虎牙.png,•影视「轮播」,1920x904,YanG-1989.txt,20,403,成功,h264,1920x904,29.96969696969697,有音频,2.185,否,否,0.0000,
东森超视,https://smart.pendy.dpdns.org/Smart.php?id=ettvsuper,,东森超视,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/东森超视.png,🌊港·澳·台,960x400,Guovin.txt,1657,200,成功,h264,960x400,23.976023976023978,有音频,1.601,否,否,0.5677,
「斗鱼」我的世界,https://live.iill.top/douyu/738878,,,,,https://epg-1.iill.top/logo/斗鱼.png,•游戏「赛事」,1920x1080,YanG-1989.txt,29,403,成功,h264,1920x1080,25.0,有音频,1.497,否,否,0.5104,
天映经典,https://migu.188766.xyz/?migutoken=3637f4ae3861b554c9b368728cc8b391&id=Celestial2&type=dy,,天映经典,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/天映经典.png,🎬电影频道,1920x1080,Guovin.txt,38,403,成功,h264,1920x1080,28.0,有音频,0.636,否,否,0.5000,
凤凰卫视,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd,,凤凰卫视,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/凤凰卫视.png,🌊港·澳·台,1280x720,Guovin.txt,1651,200,成功,h264,1280x720,25.0,有音频,0.777,否,否,0.5990,
三立新闻,https://epg.pw/stream/6b49e3faa38adda85abab446f032dc1e686baa0760a9cfa66e2df8fd6fe3b445.m3u8,,三立新闻,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/三立新闻.png,🌊港·澳·台,1280x720,Guovin.txt,1396,200,成功,h264,1280x720,25.0,有音频,1.802,否,否,0.5104,
延边卫视,https://stream1.freetv.fun/yan-bian-wei-shi-15.m3u8,,延边卫视,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/延边卫视.png,☘️吉林频道,1280x720,Guovin.txt,7,403,成功,h264,1280x720,25.0,有音频,1.182,否,否,0.5000,
长白朝语,http://hplayer1.juyun.tv:80/camera/11344136.m3u8,,长白朝语,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/长白朝语.png,☘️吉林频道,720x576,Guovin.txt,2546,200,成功,h264,720x576,50.0,有音频,6.005,否,否,0.6042,
靖天戏剧,https://stream1.freetv.fun/jing-tian-xi-ju-3.m3u8,,靖天戏剧,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/靖天戏剧.png,🎬电影频道,1280x720,Guovin.txt,6,403,成功,h264,1280x720,25.0,有音频,2.592,否,否,0.5469,
黎城综合,http://111.53.96.67:8081/live/1/index.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],,黎城综合,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/黎城综合.png,☘️山西频道,1920x1080,Guovin.txt,483,200,成功,h264,1920x1080,25.0,有音频,2.034,否,否,0.5104,
靖天戏剧,http://serv00.bkpcp.top/litv3.php?id=4gtv-4gtv058,,靖天戏剧,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/靖天戏剧.png,🎬电影频道,1920x1080,Guovin.txt,2099,200,成功,h264,1920x1080,25.0,有音频,0.450,否,否,0.6667,
七台河新闻综合,http://live.qthnews.org.cn:1935/live/live1/800k/tzwj_video.m3u8,,七台河新闻综合,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/七台河新闻综合.png,☘️黑龙江频道,1280x720,Guovin.txt,3360,200,成功,h264,1280x720,30.0,有音频,3.037,否,否,0.5729,
天映经典,https://epg.pw/stream/cb817875cf26eb683af274dd8cdf7f559a71353d9565c32447c8d98894bc8095.ctv,,天映经典,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/天映经典.png,🎬电影频道,1280x720,Guovin.txt,749,520,成功,h264,1280x720,25.0,有音频,1.506,否,否,0.5104,
「斗鱼」永劫无间,https://live.iill.top/huya/9662891,,,,,https://epg-1.iill.top/logo/斗鱼.png,•游戏「赛事」,1920x1080,YanG-1989.txt,51,403,成功,h264,1920x1080,25.0,有音频,2.369,否,否,0.5104,
长子综合,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8?zshanxd,,长子综合,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/长子综合.png,☘️山西频道,720x576,Guovin.txt,2089,200,成功,h264,720x576,50.0,有音频,7.614,否,否,0.5729,
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-7.ctv,,东森超视,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/东森超视.png,🌊港·澳·台,1280x720,Guovin.txt,16,403,成功,h264,1280x720,25.0,有音频,1.415,否,否,0.5000,
精品体育,https://epg.pw/stream/866a097a0907c9832440f8df38272dd555abf05200dfbafcc137e214c9b30ca7.m3u8,,精品体育,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/精品体育.png,🏀体育频道,1280x720,Guovin.txt,1324,520,成功,h264,1280x720,25.0,有音频,1.991,否,否,0.5104,
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&time=20240926215313&ip=111.229.253.40,,纬来体育,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/纬来体育.png,🌊港·澳·台,1920x1080,Guovin.txt,1934,200,成功,h264,1920x1080,60.0,无音频,0.451,否,否,0.5417,
[HD]lifetime east,https://stream1.freetv.fun/lifetime-east-2.m3u8,,Lifetime(TW),台灣,國語,https://epg.pw/media/images/channel/2024/04/28/large/20240428174927817268_88.png,綜藝,1280x720,freetv-fun-tw.txt,12,403,成功,h264,1280x720,59.94005994005994,有音频,2.929,否,否,0.0000,
[HD]ช่อง food network,https://stream1.freetv.fun/ch-ng-food-network-3.m3u8,,Food Network(TW),台灣,國語,https://epg.pw/media/images/channel/2022/08/27/large/20220827225917116348_71.png,其它,1280x720,freetv-fun-tw.txt,7,403,成功,h264,1280x720,25.0,有音频,2.362,否,否,0.4792,
「B站」英雄联盟,https://live.iill.top/bilibili/6,,,,,https://epg-1.iill.top/logo/哔哩哔哩.png,•游戏「赛事」,1920x1080,YanG-1989.txt,37,403,成功,h264,1920x1080,60.0,有音频,2.060,否,否,0.6042,
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40,,纬来体育,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/纬来体育.png,🌊港·澳·台,1920x1080,Guovin.txt,1935,200,成功,h264,1920x1080,60.0,无音频,0.418,否,否,0.5417,
Viutv,http://php.jdshipin.com:8880/PLTV/iptv.php?id=viutv,,Viutv,,,https://gh-proxy.com/https://raw.githubusercontent.com/fanmingming/live/main/tv/Viutv.png,🌊港·澳·台,1280x720,Guovin.txt,256,200,成功,h264,1280x720,50.0,有音频,0.855,否,否,0.5521,
「斗鱼」JJ斗地主,https://live.iill.top/douyu/488743,,,,,https://epg-1.iill.top/logo/斗鱼.png,•游戏「赛事」,1920x1080,YanG-1989.txt,67,403,成功,h264,1920x1080,51.0,有音频,5.739,否,否,0.5104,
