频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间,是否假源,是否轮回,轮回相似度,检测信息
City TV (576p) [Not 24/7],https://tv.city.bg/play/tshls/citytv/index.m3u8,CityTV.bg@SD,,,,https://i.imgur.com/mFL452f.png,Music,1280x720,iptv-org-all.txt,1401,200,成功,h264,1280x720,50.0,有音频,8.171,否,否,0.5521,
Comedy Play (720p),https://stream1.antenaplay.ro/live/ComedyPlay/playlist.m3u8,ComedyPlay.ro@SD,,,,https://i.imgur.com/6kAeVOk.png,Comedy,640x360,iptv-org-all.txt,1797,200,成功,h264,640x360,25.0,有音频,2.659,否,否,0.5156,
Dynasty,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64d1606b4c5ed80008e3b8b9/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c28a350-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=c4fb05d1-b382-4722-a7d5-66fbce6da394,,,,,,Undefined,426x240,iptv-org-all.txt,188,200,成功,h264,426x240,30.0,有音频,1.863,否,否,0.5729,
Cheaters,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6582f7d612d5ee00089a663d/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c799154-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=b0c16eba-1daa-4dd1-9854-b271c81bb5e8,,,,,,Undefined,426x240,iptv-org-all.txt,54,200,成功,h264,426x240,30.0,有音频,2.174,否,否,0.5573,
Estepona Televisión (720p),https://cloudvideo.servers10.com:8081/8022/index.m3u8,EsteponaTelevision.es@SD,,,,https://i.imgur.com/rMAB720.png,Undefined,1280x720,iptv-org-all.txt,417,200,成功,h264,1280x720,25.0,有音频,3.015,否,否,0.6562,
CNBC Indonesia (720p),https://live.cnbcindonesia.com/livecnbc/smil:cnbctv.smil/master.m3u8,CNBCIndonesia.id@SD,,,,https://i.imgur.com/bUfeG7Y.png,Business,640x360,iptv-org-all.txt,1563,200,成功,h264,640x360,25.0,有音频,11.236,否,否,0.5677,
Dubai Zaman (1080p) [Not 24/7],https://dmiffthftl.cdn.mangomolo.com/dubaizaman/smil:dubaizaman.stream.smil/chunklist.m3u8,DubaiZaman.ae@SD,,,,https://www.dmi.gov.ae/content/dam/corporate/dev/2023/elogos-ar/dubaizaman.png,Classic,498x280,iptv-org-all.txt,1062,200,成功,h264,498x280,25.0,有音频,5.785,否,否,0.5938,
Desi Channel (720p),https://livestream.unlimitedcdn.com/agm-dc/desi-channel/index.m3u8,DesiChannel.in@SD,,,,,Entertainment,1280x720,iptv-org-all.txt,1465,200,成功,h264,1280x720,29.97002997002997,有音频,2.895,否,否,0.6094,
Colors Cineplex (1080p),http://66.102.120.18:8000/play/a06z/index.m3u8,ColorsCineplex.in@HD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_COLORS_CINEPLEX/images/LOGO_HD/image.png,Movies,1920x1080,iptv-org-all.txt,1096,200,成功,h264,1920x1080,50.0,有音频,3.893,否,否,0.5938,
DLTV 12 (1080p),https://cdn-live.dltv.ac.th/dltv12.m3u8,DLTV12.th@SD,,,,https://i.imgur.com/ITt6lY7.png,Education,1920x1080,iptv-org-all.txt,246,200,成功,h264,1920x1080,25.0,有音频,12.621,否,否,0.5990,
Dien Bien TV (406p),https://truyenhinh.vnptvas.vn/live.m3u8?c=vstv362&deviceId=&deviceType=&gcId=1532&location=NA&pkg=pkg11.hni&q=high&requestTime=1586309420781&time=1586395820&token=LX-ibJYRUq9pflRtYAxfYQ&type=tv&userId=,DienBienTV.vn@SD,,,,https://i.imgur.com/u308o8q.png,General,720x406,iptv-org-all.txt,2914,200,成功,h264,720x406,25.0,有音频,7.214,否,否,0.6198,
DD India (1080p),https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/ceda14583477426aa162a65392d8ea07/index.m3u8,DDIndia.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_DD_INDIA/images/LOGO_HD/image.png,General,1920x1080,iptv-org-all.txt,1176,200,成功,h264,1920x1080,25.0,有音频,4.699,否,否,0.5833,
Dua Channel (720p),https://live.ishiacloud.com/haditv.co.uk/dua-channel.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,2332,200,成功,h264,1280x720,25.0,有音频,9.695,否,否,0.0000,
COPS,https://a7d6af1c184e465db4f39316a5181c1f.mediatailor.us-east-1.amazonaws.com/v1/master/0fb304b2320b25f067414d481a779b77db81760d/RakutenTV-eu_COPS/playlist.m3u8,Cops.us@Poland,,,,https://i.imgur.com/J3XO6V2.png,Series,1280x720,iptv-org-all.txt,948,200,成功,h264,1280x720,29.97002997002997,有音频,1.004,否,否,0.5469,
Der Denver-Clan,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62cebd7302478b00073a6b71/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1d63b1-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=c1976749-dc67-441a-aa5b-1e7f21edcbf9,,,,,,Undefined,426x240,iptv-org-all.txt,123,200,成功,h264,426x240,30.0,有音频,2.014,否,否,0.5938,
DSTV (614p) [Not 24/7],http://46.249.95.140:8081/hls/data.m3u8,DSTV.bg@SD,,,,https://i.imgur.com/YMgzzkf.png,Music,1920x1080,iptv-org-all.txt,258,200,成功,h264,1920x1080,25.0,有音频,1.114,否,否,0.6406,
Ebenezer TV (1080p),https://5e85d90130e77.streamlock.net/6010/ngrp:6010_all/playlist.m3u8,EbenezerTV.hn@SD,,,,https://i.imgur.com/IC30j61.png,Religious,854x480,iptv-org-all.txt,1883,200,成功,h264,854x480,30.0,有音频,2.648,否,否,0.5885,
Chaos City,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/60afbad343e3840007164348/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1cee86-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=ca3136b0-37bd-40d7-b812-6644e5be773f,ChaosCity.us@Austria,,,,https://i.imgur.com/1UZNdRH.png,Series,426x240,iptv-org-all.txt,66,200,成功,h264,426x240,30.0,有音频,2.328,否,否,0.5729,
Die Thundermans,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6447df8cd3fdde0008f1f627/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84ad19e6-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=072707cc-c1e4-4fea-8582-e3b6779c864c,,,,,,Undefined,426x240,iptv-org-all.txt,51,200,成功,h264,426x240,30.0,有音频,1.873,否,否,0.6458,
Colosal TV (720p) [Not 24/7],http://tv.ticosmedia.com:1935/COLOSAL/COLOSAL/playlist.m3u8,ColosalTV.cr@SD,,,,https://i.imgur.com/0DZB3eB.png,Entertainment,1920x1080,iptv-org-all.txt,1547,200,成功,h264,1920x1080,29.97002997002997,有音频,1.402,否,否,0.6146,
DD Bharati (720p),https://cdn-1.pishow.tv/live/10/master.m3u8,DDBharati.in@SD,,,,https://i.imgur.com/4tfUIEo.png,Culture,424x240,iptv-org-all.txt,218,200,成功,h264,424x240,25.0,有音频,10.392,否,否,0.5625,
Deluxe Lounge (720p),https://jmp2.uk/stvp-CHAJ0500413A,DeluxeLounge.de@SD,,,,https://i.imgur.com/pgCA35z.png,Music,320x180,iptv-org-all.txt,1881,200,成功,h264,320x180,25.0,有音频,7.107,否,否,0.6042,
CJ OnStyle (540p),https://live-ch1.cjonstyle.net/cjmalllive/stream2/playlist.m3u8,CJOnStyle.kr@SD,,,,https://i.imgur.com/JiSfEBv.png,Shop,960x540,iptv-org-all.txt,3656,200,成功,h264,960x540,,有音频,5.645,否,否,0.5625,
Das Erste HD (1080p),https://daserste-live.ard-mcdn.de/daserste/live/hls/int/master.m3u8,DasErste.de@HD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/ARD_Dachmarke_2014.svg/512px-ARD_Dachmarke_2014.svg.png,General,480x270,iptv-org-all.txt,2046,200,成功,h264,480x270,50.0,有音频,12.506,否,否,0.5312,
Due Fantagenitori Italy (720p),https://stitcher-ipv4.pluto.tv/v1/stitch/embed/hls/channel/62b57a6752a0060008bc65cd/master.m3u8?advertisingId={PSID}&appVersion=unknown&deviceDNT={TARGETOPT}&deviceId={PSID}&deviceLat=0&deviceLon=0&deviceMake=samsung&deviceModel=samsung&deviceType=samsung-tvplus&deviceVersion=unknown&embedPartner=samsung-tvplus&profileFloor=&profileLimit=&samsung_app_domain={APP_DOMAIN}&samsung_app_name={APP_NAME}&us_privacy=1YNY,,,,,,Undefined,1280x720,iptv-org-all.txt,901,200,成功,h264,1280x720,30.0,有音频,1.463,否,否,0.5833,
Elektrika TV (1080p),https://rtmp.elektrika.cz/live/myStream.sdp/playlist.m3u8,ElektrikaTV.cz@SD,,,,https://i.imgur.com/OLd5od5.png,Undefined,640x360,iptv-org-all.txt,1058,200,成功,h264,640x360,29.97002997002997,有音频,2.674,否,否,0.5781,
Comicità Piccante Movies (720p),https://7f495636.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWl0X0NpbmVtYVNlZ3JldG9fSExT/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,1418,200,成功,h264,1280x720,29.97002997002997,有音频,1.559,否,否,0.5990,
CTNi (Christian Television Network International) (480p) [Not 24/7],https://video1.getstreamhosting.com:1936/8226/8226/playlist.m3u8,WELUDT1.pr@SD,,,,https://i.imgur.com/42UdwD0.png,Religious,1280x720,iptv-org-all.txt,825,200,成功,h264,1280x720,29.97002997002997,有音频,0.968,否,否,0.5573,
ElyTV (360p),https://stmv1.srvsite.com/ely/ely/playlist.m3u8,ElyTV.br@SD,,,,https://i.imgur.com/1eHNe91.png,Entertainment,1280x720,iptv-org-all.txt,1158,200,成功,h264,1280x720,29.97002997002997,有音频,1.233,否,否,0.5885,
Eska Hity na Czasie (1080i),https://s-pl-01.mediatool.tv/playout/espl-abr/index.m3u8,EskaHitynaCzasie.pl@FAST,,,,https://cdn.glp.smcloud.net/t/landing_page/file/e9cF1_Eska.png/Eska.png,Music,1920x1080,iptv-org-all.txt,1275,200,成功,h264,1920x1080,50.0,有音频,8.969,否,否,0.6042,
CityNews Edmonton,https://citynewsregional.akamaized.net/hls/live/1024053/Regional_Live_8/Video-2Mbps.m3u8,CityNewsEdmonton.ca@SD,,,,https://m.media-amazon.com/images/I/51Icdznow+L.png,News,960x540,iptv-org-all.txt,1269,200,成功,h264,960x540,29.97002997002997,有音频,0.348,否,否,0.5677,
Deshi TV (720p),https://deshitv.deshitv24.net/live/myStream/playlist.m3u8,DeshiTV.ca@SD,,,,https://i.imgur.com/PzqzgMm.png,General,1280x720,iptv-org-all.txt,1102,200,成功,h264,1280x720,60.0,有音频,0.803,否,否,0.6146,
DD Madhya Pradesh (720p),https://cdn-1.pishow.tv/live/31/master.m3u8,DDMadhyaPradesh.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_DD_MP/images/LOGO_HD/image.png,General,424x240,iptv-org-all.txt,212,200,成功,h264,424x240,25.0,有音频,10.203,否,否,0.5729,
Cops (720p),https://langleyproductions-cops-2-eu.rakuten.wurl.tv/playlist.m3u8,Cops.us@SD,,,,https://i.imgur.com/J3XO6V2.png,Series,1280x720,iptv-org-all.txt,1045,200,成功,h264,1280x720,29.97002997002997,有音频,0.707,否,否,0.5885,
ETV (1080p),http://150.95.66.20:1935/live/livestream/playlist.m3u8,ETV.th@SD,,,,https://i.imgur.com/HTnQGcs.png,Education,1280x720,iptv-org-all.txt,728,200,成功,h264,1280x720,30.0,有音频,3.345,否,否,0.5677,
ETB Basque (480p),https://multimedia.eitb.eus/live-content/eitbbasque-hls/master.m3u8,ETBBasque.es@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/ETB_Basque_2022_logo.svg/512px-ETB_Basque_2022_logo.svg.png,Culture;Public,1920x1080,iptv-org-all.txt,448,200,成功,h264,1920x1080,25.0,有音频,2.002,否,否,0.5938,
Crave 3,https://fl1.moveonjoy.com/CRAVE_3/index.m3u8,Crave3.ca@SD,,,,https://i.imgur.com/kOi0Adn.png,Movies,1280x720,iptv-org-all.txt,1956,200,成功,h264,1280x720,30.0,有音频,0.961,否,否,0.6042,
Deluxe Music (720p),https://sdn-global-live-streaming-packager-cache.3qsdn.com/13456/13456_264_live.m3u8,DeluxeMusic.de@SD,,,,https://i.imgur.com/HimuPPb.png,Music,256x144,iptv-org-all.txt,567,200,成功,h264,256x144,25.0,有音频,8.323,否,否,0.5677,
Eska Rock Dobrze Rockuje (1080i),https://s-pl-01.mediatool.tv/playout/erpl-abr/index.m3u8,EskaRockDobrzeRockuje.pl@FAST,,,,https://i.imgur.com/3hrxvdG.png,Music,1920x1080,iptv-org-all.txt,1130,200,成功,h264,1920x1080,50.0,有音频,8.559,否,否,0.5938,
douyu19,http://epg.112114.xyz/douyu/747764,,,,,,Undefined,1280x720,iptv-org-all.txt,3676,200,成功,h264,1280x720,30.0,有音频,5.319,否,否,0.5573,
ES TV (720p),https://live.artidijitalmedya.com/artidijital_estv/estv/playlist.m3u8,ESTV.tr@SD,,,,https://i.imgur.com/epAEBrp.png,Undefined,1280x720,iptv-org-all.txt,272,200,成功,h264,1280x720,50.0,有音频,6.998,否,否,0.5833,
Concord TV (Concord CA) (720p),https://concordca.cablecast.tv/live/stream-2/live.m3u8,ConcordTV.us@SD,,,,https://i.imgur.com/1vh2a3H.png,General,640x360,iptv-org-all.txt,1593,200,成功,h264,640x360,30.0,有音频,2.082,否,否,0.6562,
Elias Pina TV (720p) [Not 24/7],https://cloud2.streaminglivehd.com:1936/8078/8078/playlist.m3u8,EliasPinaTV.do@SD,,,,https://i.imgur.com/VqxSsZD.png,General,1280x720,iptv-org-all.txt,569,200,成功,h264,1280x720,29.97002997002997,有音频,1.237,否,否,0.5625,
DLTV 9 (1080p),https://cdn-live.dltv.ac.th/dltv09.m3u8,DLTV9.th@SD,,,,https://i.imgur.com/yPeSAry.png,Education,1920x1080,iptv-org-all.txt,248,200,成功,h264,1920x1080,25.0,有音频,11.685,否,否,0.5781,
Chino Hills City TV Channel 3/41 (360p),https://edge-f.swagit.com/live/chinohillsca/live-1-a/playlist.m3u8,CityTVChannel341.us@SD,,,,https://i.imgur.com/L0vaDea.png,Legislative,1280x720,iptv-org-all.txt,898,200,成功,h264,1280x720,30.0,有音频,0.458,否,否,0.5729,
DD Odia (504p),https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/ef4ea632b77a480ebd77106968aa99a9/index.m3u8,DDOdia.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_DD_ORIYA/images/LOGO_HD/image.png,General,896x504,iptv-org-all.txt,232,200,成功,h264,896x504,25.0,有音频,3.129,否,否,0.5469,
City 41 (576p),http://163.61.227.29:8000/play/a02r/index.m3u8,City41.pk@SD,,,,,News,720x576,iptv-org-all.txt,432,200,成功,h264,720x576,50.0,有音频,2.062,否,否,0.5365,
ETV Telugu HD (1080p),https://d2z3q47xzd535o.cloudfront.net/v1/master/9d43eacaed199f8d5883927e7aef514a8a08e108/ETV_HD_H264-2_cloud_in/index.m3u8,ETVTelugu.in@HD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_ETV_HD/images/LOGO_HD/image.png,Entertainment,1920x1080,iptv-org-all.txt,1447,200,成功,h264,1920x1080,25.0,有音频,7.897,否,否,0.5469,
DD Rajasthan (720p),https://cdn-1.pishow.tv/live/34/master.m3u8,DDRajasthan.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_DD_RAJASTHAN/images/LOGO_HD/image.png,General,424x240,iptv-org-all.txt,215,200,成功,h264,424x240,25.0,有音频,9.925,否,否,0.5729,
EET TV (1080p) [Not 24/7],https://live.streamjo.com/eetlive/eettv.m3u8,EETTV.in@SD,,,,https://i.imgur.com/rMldFW8.png,Entertainment,1280x720,iptv-org-all.txt,952,200,成功,h264,1280x720,59.94005994005994,有音频,0.870,否,否,0.5573,
Comedy Central South Park,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/60c716084d842c00085f6e64/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1d1594-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=fbd5d12a-3038-48f9-8f7c-5231014bff13,ComedyCentralSouthPark.us@Austria,,,,https://i.imgur.com/7GKO6Fp.png,Series,426x240,iptv-org-all.txt,46,200,成功,h264,426x240,30.0,有音频,2.602,否,否,0.5573,
DW English (1080p),https://dwamdstream102.akamaized.net/hls/live/2015525/dwstream102/master.m3u8,DW.de@English,,,,https://i.imgur.com/8MRNFb9.png,News,1920x1080,iptv-org-all.txt,924,200,成功,h264,1920x1080,50.0,有音频,7.430,否,否,0.5729,
Designated Survivor [Geo-blocked],https://amg00353-amg00353c40-xumo-us-4839.playouts.now.amagi.tv/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1228,200,成功,h264,1920x1080,29.97002997002997,有音频,1.669,否,否,0.8177,
ETB 1 (720p),https://multimedia.eitb.eus/live-content/etb1hd-hls/master.m3u8,ETB1.es@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/ETB1_2022_logo.svg/512px-ETB1_2022_logo.svg.png,General;Public,1920x1080,iptv-org-all.txt,852,200,成功,h264,1920x1080,25.0,有音频,1.082,否,否,0.5833,
Enlace (720p),https://livecdn.enlace.plus/enlace/smil:enlace-hd.smil/playlist.m3u8,Enlace.cr@SD,,,,https://i.imgur.com/YwUVTmS.png,Religious,640x360,iptv-org-all.txt,1919,200,成功,h264,640x360,30.0,有音频,0.941,否,否,0.6250,
Der Denver-Clan,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62cebd7302478b00073a6b71/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc83a566-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=ee4d2e15-28c7-48f8-873c-62c0e7583103,,,,,,Undefined,426x240,iptv-org-all.txt,2281,200,成功,h264,426x240,30.0,有音频,3.167,否,否,0.5833,
Cotubanama TV (1080p),https://host.streamingnation.live/p/3588/hybrid/play.m3u8,CotubanamaTV.do@SD,,,,https://i.imgur.com/D6gAezp.png,General,1920x1080,iptv-org-all.txt,749,200,成功,h264,1920x1080,29.97002997002997,有音频,0.610,否,否,0.5156,
Dubai Racing 3 (1080p),https://dmithrvllta.cdn.mgmlcdn.com/dubaimubasher/smil:dubaimubasher.smil/chunklist.m3u8,DubaiRacing3.ae@SD,,,,https://i.imgur.com/Vg4fxmc.png,Sports,1920x1080,iptv-org-all.txt,1198,200,成功,h264,1920x1080,25.0,有音频,3.057,否,否,0.5833,
CTB Perth News (720p),https://news.ctbperth.net.au/hls/stream.m3u8,,,,,,Undefined,854x480,iptv-org-all.txt,1562,200,成功,h264,854x480,24.0,有音频,3.979,否,否,0.5833,
Disney Channel Latin America (1080p),http://201.230.121.186:8000/play/a0fb/index.m3u8,DisneyChannelLatinAmerica.ar@Panregional,,,,https://upload.wikimedia.org/wikipedia/commons/3/3d/2022_Disney_Channel_logo.svg,Animation;Kids,720x480,iptv-org-all.txt,284,200,成功,mpeg2video,720x480,29.97002997002997,有音频,1.666,否,否,0.6198,
Dost TV (576p),https://dost.stream.emsal.im/tv/live.m3u8,DostTV.tr@SD,,,,https://dosttv.com/wp-content/uploads/2022/02/dost_logo.png,Religious,720x576,iptv-org-all.txt,2285,200,成功,h264,720x576,25.0,有音频,2.210,否,否,0.5729,
Ecos Canal 57 [Not 24/7],https://2-fss-1.streamhoster.com/pl_122/206532-5753032-1/playlist.m3u8,EcosCanal57.do@HD,,,,https://imgur.com/ccFwraQ.png,General,1920x1080,iptv-org-all.txt,1394,200,成功,h264,1920x1080,29.97002997002997,有音频,0.497,否,否,0.5833,
Das Erste (1080p),https://derste247liveint.akamaized.net/hls/live/662735/daserste_int/master.m3u8,DasErste.de@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/ARD_Dachmarke_2014.svg/512px-ARD_Dachmarke_2014.svg.png,General,480x270,iptv-org-all.txt,2186,200,成功,h264,480x270,50.0,有音频,12.597,否,否,0.5990,
