频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间,是否假源,是否轮回,轮回相似度,检测信息
凤凰资讯,https://mgev.188766.xyz/?migutoken=686ae286f314f9f5a57c5ae6b07eb74c&id=fhzx&pp=1,,,,,,,1280x720,CCSH.txt,52,403,成功,h264,1280x720,25.0,有音频,2.482,否,否,0.5000,
中天新闻,http://bxtv.3a.ink/api.php?id=ztxw,,,,,,,1920x1080,CCSH.txt,1403,200,成功,h264,1920x1080,30.0,有音频,1.922,否,否,0.5573,
辽宁卫视,http://yp.qqqtv.top/bc/bc.php?id=%E8%BE%BD%E5%AE%81%E5%8D%AB%E8%A7%86&auth=66615415,,,,,,,1280x720,CCSH.txt,2249,403,成功,h264,1280x720,25.0,有音频,7.126,否,否,0.4688,
宋小宝小品,http://live.nctv.top/douyu.php?id=9817729,,,,,,,1920x1080,CCSH.txt,725,200,成功,h264,1920x1080,30.0,有音频,4.543,否,否,0.6198,
陕西卫视,https://migu.188766.xyz/?migutoken=ae83856aa1ef8a6f2237fdfa11ba6005&id=%E9%99%95%E8%A5%BF%E5%8D%AB%E8%A7%86&type=yy,,,,,,,1280x720,CCSH.txt,29,403,成功,h264,1280x720,25.0,有音频,8.431,否,否,0.5208,
内蒙古卫视,http://111.61.236.247:9081/hls/48/index.m3u8,,,,,,,720x576,CCSH.txt,257,200,成功,h264,720x576,25.0,有音频,2.835,否,否,0.5677,
CHC家庭影院,http://113.195.172.192:808/hls/113/index.m3u8,,,,,,,720x576,CCSH.txt,387,200,成功,h264,720x576,25.0,有音频,2.192,否,否,0.5573,
凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8,,,,,,,1280x720,CCSH.txt,229,200,成功,h264,1280x720,30.0,有音频,0.637,否,否,0.5417,
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8,,,,,,,1920x1080,CCSH.txt,13,200,成功,h264,1920x1080,29.97002997002997,有音频,0.142,否,否,0.6198,
重庆卫视,http://36.32.174.67:60080/newlive/live/hls/34/live.m3u8,,,,,,,1920x1080,CCSH.txt,683,200,成功,h264,1920x1080,50.0,有音频,4.975,否,否,0.5312,
辽宁卫视,http://59.39.89.130:60901/tsfile/live/0125_13.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,1920x1080,CCSH.txt,581,200,成功,h264,1920x1080,50.0,有音频,4.916,否,否,0.5729,
女神电影,http://zzy789.xyz/douyu1.php?id=747764,,,,,,,1280x720,CCSH.txt,922,200,成功,h264,1280x720,30.0,有音频,3.319,否,否,0.5833,
黑龙江卫视,http://111.61.236.247:9081/hls/34/index.m3u8,,,,,,,1920x1080,CCSH.txt,274,200,成功,h264,1920x1080,25.0,有音频,11.552,否,否,0.5938,
凤凰资讯,http://iptv.4666888.xyz/iptv2A.php?id=61,,,,,,,1024x576,CCSH.txt,3145,200,成功,h264,1024x576,25.0,有音频,0.543,否,否,0.5469,
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8,,,,,,,1920x1080,CCSH.txt,405,200,成功,h264,1920x1080,29.97002997002997,有音频,1.707,否,否,0.5625,
CHC家庭影院,https://iptv.catvod.com/live.php?id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2,,,,,,,1920x1080,CCSH.txt,24,403,成功,h264,1920x1080,30.0,有音频,0.385,否,否,0.5156,
农林卫视,http://yp.qqqtv.top/bc/bc.php?id=%E5%86%9C%E6%9E%97%E5%8D%AB%E8%A7%86&auth=66615415,,,,,,,1280x720,CCSH.txt,516,403,成功,h264,1280x720,25.0,有音频,7.693,否,否,0.5729,
康熙王朝,http://live.nctv.top/huya.php?id=11352940,,,,,,,1920x1036,CCSH.txt,1598,200,成功,h264,1920x1036,60.0,有音频,1.814,否,否,0.5208,
有线新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8,,,,,,,1280x720,CCSH.txt,479,200,成功,h264,1280x720,25.0,有音频,1.845,否,否,0.4844,
神雕侠侣,http://live.nctv.top/huya.php?id=11352964,,,,,,,1280x720,CCSH.txt,558,200,成功,h264,1280x720,30.0,有音频,2.139,否,否,0.5521,
青海卫视,http://113.25.252.226:9901/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,720x576,CCSH.txt,565,200,成功,h264,720x576,50.0,有音频,6.425,否,否,0.0000,
凤凰资讯,https://mgev.188766.xyz/?migutoken=d2a275de75be6fb600bd31d180aaf939&id=hk_fhzx&type=dy,,,,,,,1920x1080,CCSH.txt,21,403,成功,h264,1920x1080,28.0,有音频,0.467,否,否,0.5000,
电影_贺岁片,http://live.nctv.top/huya.php?id=11601986,,,,,,,1920x1036,CCSH.txt,943,200,成功,h264,1920x1036,60.0,有音频,1.545,否,否,0.5625,
TVB明珠,http://122.152.202.33/s/81a8a44f/index.m3u8?id=23,,,,,,,1280x720,CCSH.txt,221,200,成功,h264,1280x720,30.0,有音频,0.652,否,否,0.5573,
狂飙,https://live.metshop.top/yy/1355142167,,,,,,,1920x1080,CCSH.txt,548,200,成功,h264,1920x1080,30.0,有音频,1.232,否,否,0.5000,
兵团卫视,https://migu.188766.xyz/?migutoken=7ad05457211ad67d5be4821d7a20260d&id=%E5%85%B5%E5%9B%A2%E5%8D%AB%E8%A7%86&type=yy,,,,,,,1920x1080,CCSH.txt,31,403,成功,h264,1920x1080,28.0,有音频,0.440,否,否,0.5000,
青海卫视,https://www.freetv.top/migu/947472506.m3u8?migutoken=7bfff5cd40297ac2c258f598f97f36a47e8d0d19763d61ff6f62aff98021e7fcafa9b64df934c1ca76302e804fb60ce17856d30a33b7965613665d25cce09f43302170684a7e39c85290af3bd3,,,,,,,1920x1080,CCSH.txt,1502,502,成功,h264,1920x1080,30.0,有音频,1.007,否,否,0.5000,
大湾区卫视,https://migu.188766.xyz/?migutoken=537ab92d68eed8dd91bdc938b0268853&id=%E5%A4%A7%E6%B9%BE%E5%8C%BA%E5%8D%AB%E8%A7%86&type=yy,,,,,,,1920x1080,CCSH.txt,545,403,成功,h264,1920x1080,28.0,有音频,0.482,否,否,0.5000,
内蒙古卫视,http://218.17.33.178:53290/tsfile/live/0109_1.m3u8?key=txiptv,,,,,,,720x576,CCSH.txt,379,200,成功,h264,720x576,25.0,有音频,2.329,否,否,0.5625,
贵州卫视,http://120.76.248.139/live/bfgd/4200000101.m3u8,,,,,,,1280x720,CCSH.txt,413,200,成功,h264,1280x720,25.0,有音频,2.437,否,否,0.5312,
大时代,http://cfss.cc/cdn/hy/23865161.flv,,,,,,,1920x960,CCSH.txt,2846,200,成功,h264,1920x960,25.0,有音频,2.052,否,否,0.0000,all_grab_failed
电影_洪金宝,http://live.nctv.top/huya.php?id=11279251,,,,,,,1920x1036,CCSH.txt,3592,200,成功,h264,1920x1036,60.0,有音频,2.461,否,否,0.5625,
CHC影迷电影,https://migu.188766.xyz/?migutoken=ffdc48e392a796351829aa113b6ca34f&id=CHC%E5%BD%B1%E8%BF%B7%E7%94%B5%E5%BD%B1&type=yy,,,,,,,1920x1080,CCSH.txt,29,403,成功,h264,1920x1080,28.0,有音频,0.464,否,否,0.5938,
开端,http://live.nctv.top/huya.php?id=11342397,,,,,,,1920x1036,CCSH.txt,1343,200,成功,h264,1920x1036,60.0,有音频,1.435,否,否,0.5885,
陕西卫视,http://183.11.239.36:808/hls/58/index.m3u8,,,,,,,720x576,CCSH.txt,666,200,成功,h264,720x576,25.0,有音频,13.382,否,否,0.5260,
NewTV明星大片,https://iptv.catvod.com/live.php?id=NewTV%E6%98%8E%E6%98%9F%E5%A4%A7%E7%89%87,,,,,,,1920x1080,CCSH.txt,28,403,成功,h264,1920x1080,30.0,有音频,0.392,否,否,0.5156,
凤凰香港,https://cdn9.163189.xyz/smt3.1.1.php?id=hkphoenix_twn,,,,,,,1280x720,CCSH.txt,1912,200,成功,h264,1280x720,25.0,有音频,0.704,否,否,0.5729,
TVB无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn,,,,,,,1920x1080,CCSH.txt,60,200,成功,h264,1920x1080,25.0,有音频,0.555,否,否,0.6458,
凤凰中文,http://122.152.202.33/s/81a8a44f/index.m3u8?id=15,,,,,,,1280x720,CCSH.txt,222,200,成功,h264,1280x720,30.0,有音频,0.591,否,否,0.5573,
VIUTV,http://iptv.4666888.xyz/iptv2A.php?id=90,,,,,,,1024x576,CCSH.txt,191,200,成功,h264,1024x576,25.0,有音频,0.572,否,否,0.0000,all_grab_failed
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv,,,,,,,1280x720,CCSH.txt,836,200,成功,h264,1280x720,50.0,有音频,0.727,否,否,0.5938,
星空卫视,http://111.221.137.155:44330/tsfile/live/0139_1.m3u8?key=txiptv,,,,,,,720x576,CCSH.txt,428,200,成功,h264,720x576,50.0,有音频,4.509,否,否,0.6510,
内蒙古卫视,https://migu.188766.xyz/?migutoken=3eaca55673d6e91f972d703978b974be&id=%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%AB%E8%A7%86&pp=1,,,,,,,1920x1080,CCSH.txt,35,403,成功,h264,1920x1080,28.0,有音频,0.443,否,否,0.5000,
黑龙江卫视,https://iptv.catvod.com/live.php?id=%E9%BB%91%E9%BE%99%E6%B1%9F%E5%8D%AB%E8%A7%86%E5%8F%B0,,,,,,,1920x1080,CCSH.txt,21,403,成功,h264,1920x1080,25.0,有音频,0.597,否,否,0.5000,
射雕英雄传,http://www.douzhicloud.site:35455/huya/23824164,,,,,,,1274x670,CCSH.txt,829,200,成功,h264,1274x670,25.0,有音频,1.422,否,否,0.5833,
VIUTV,http://php.jdshipin.com:8880/smt.php?id=viu1_twn,,,,,,,1280x720,CCSH.txt,490,200,成功,h264,1280x720,50.0,有音频,0.319,否,否,0.5625,
大时代,http://live.nctv.top/huya.php?id=23865161,,,,,,,1920x1036,CCSH.txt,1307,200,成功,h264,1920x1036,60.0,有音频,2.999,否,否,0.5260,
青海卫视,http://120.76.248.139/live/bfgd/4200000111.m3u8,,,,,,,1280x720,CCSH.txt,424,200,成功,h264,1280x720,25.0,有音频,3.451,否,否,0.6042,
辽宁卫视,https://migu.188766.xyz/?migutoken=e201b71c2f80a5119353e9330ed8d006&id=%E8%BE%BD%E5%AE%81%E5%8D%AB%E8%A7%86&type=yy,,,,,,,1920x1080,CCSH.txt,18,403,成功,h264,1920x1080,28.0,有音频,0.468,否,否,0.5000,
重庆卫视,https://iptv.catvod.com/live.php?id=%E9%87%8D%E5%BA%86%E5%8D%AB%E8%A7%86%E5%8F%B0,,,,,,,1920x1080,CCSH.txt,24,403,成功,h264,1920x1080,25.0,有音频,0.608,否,否,0.5521,
凤凰中文,https://cdn9.163189.xyz/smt3.1.1.php?id=phoenixtv_hd,,,,,,,1280x720,CCSH.txt,164,200,成功,h264,1280x720,25.0,有音频,0.704,否,否,0.5521,
贵州卫视,http://222.169.85.8:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,1920x1080,CCSH.txt,253,200,成功,h264,1920x1080,25.0,有音频,3.304,否,否,0.0000,
兵团卫视,https://iptv.catvod.com/live.php?id=%E5%85%B5%E5%9B%A2%E5%8D%AB%E8%A7%86,,,,,,,1920x1080,CCSH.txt,31,403,成功,h264,1920x1080,25.0,有音频,9.365,否,否,0.0000,all_grab_failed
黑龙江卫视,http://120.76.248.139/live/bfgd/4200000095.m3u8,,,,,,,1280x720,CCSH.txt,412,200,成功,h264,1280x720,25.0,有音频,2.055,否,否,0.5885,
贾玲小品,http://live.nctv.top/douyu.php?id=10419541,,,,,,,1920x1080,CCSH.txt,690,200,成功,h264,1920x1080,30.0,有音频,4.154,否,否,0.6562,
农林卫视,http://124.116.183.146:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,720x576,CCSH.txt,500,200,成功,h264,720x576,50.0,有音频,2.237,否,否,0.5625,
父母爱情,http://live.nctv.top/huya.php?id=11602071,,,,,,,1920x1036,CCSH.txt,2995,200,成功,h264,1920x1036,60.0,有音频,1.987,否,否,0.5573,
贵州卫视,https://iptv.catvod.com/live.php?id=%E8%B4%B5%E5%B7%9E%E5%8D%AB%E8%A7%86%E5%8F%B0,,,,,,,1920x1080,CCSH.txt,23,403,成功,h264,1920x1080,25.0,有音频,0.606,否,否,0.0000,all_grab_failed
凤凰中文,https://stream1.freetv.fun/2b657a181daa345025199e7d6b8de95a1a87b19abceafbd16e2499a49da33c6f.m3u8,,,,,,,1280x720,CCSH.txt,14,403,成功,h264,1280x720,25.0,有音频,2.245,否,否,0.5104,
青海卫视,https://migu.188766.xyz/?migutoken=63164739e06fbaf0f7541c17a58d5ad3&id=%E9%9D%92%E6%B5%B7%E5%8D%AB%E8%A7%86&type=yy,,,,,,,1920x1080,CCSH.txt,1045,403,成功,h264,1920x1080,28.0,有音频,0.481,否,否,0.5000,
电影_黄渤,http://live.nctv.top/huya.php?id=11352876,,,,,,,1920x1036,CCSH.txt,4039,200,成功,h264,1920x1036,60.0,有音频,2.487,否,否,0.5208,
甄子丹,http://live.nctv.top/huya.php?id=11352935,,,,,,,1280x720,CCSH.txt,3671,200,成功,h264,1280x720,24.0,有音频,1.743,否,否,0.5521,
内蒙古卫视,https://iptv.catvod.com/live.php?id=%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%AB%E8%A7%86,,,,,,,1920x1080,CCSH.txt,48,403,成功,h264,1920x1080,25.0,有音频,8.635,否,否,0.0000,all_grab_failed
TVB无线新闻,https://mgev.188766.xyz/?migutoken=f762cc39c3bb91bfc1e95f3a55925901&id=hk_wxxw&type=dy,,,,,,,1920x1080,CCSH.txt,35,403,成功,h264,1920x1080,28.0,有音频,0.465,否,否,0.5000,
陕西卫视,http://219.146.95.58:59902/tsfile/live/0136_1.m3u8?txiptv,,,,,,,720x576,CCSH.txt,469,200,成功,h264,720x576,50.0,有音频,7.903,否,否,0.5417,
NewTV超级电影,https://iptv.catvod.com/live.php?id=NewTV%E8%B6%85%E7%BA%A7%E7%94%B5%E5%BD%B1,,,,,,,1920x1080,CCSH.txt,30,403,成功,h264,1920x1080,30.0,有音频,0.425,否,否,0.5156,
NewTV农业致富,https://iptv.catvod.com/live.php?id=NewTV%E5%86%9C%E4%B8%9A%E8%87%B4%E5%AF%8C,,,,,,,1920x1080,CCSH.txt,22,403,成功,h264,1920x1080,30.0,有音频,0.385,否,否,0.5156,
庆余年,http://zzy789.xyz/douyu1.php?id=7812810,,,,,,,1280x720,CCSH.txt,641,200,成功,h264,1280x720,30.0,有音频,9.118,否,否,0.5677,
电影_玄幻,http://live.nctv.top/huya.php?id=11342414,,,,,,,1920x1080,CCSH.txt,3338,200,成功,h264,1920x1080,30.0,有音频,1.481,否,否,0.5521,
萌小鬼片,http://zzy789.xyz/douyu1.php?id=3928,,,,,,,1280x720,CCSH.txt,1318,200,成功,h264,1280x720,30.0,有音频,4.573,否,否,0.5885,
辽宁卫视,https://migu.188766.xyz/?migutoken=49f4fd5aec10175a45157be8258ed65f&id=%E8%BE%BD%E5%AE%81%E5%8D%AB%E8%A7%86&type=yy,,,,,,,1280x720,CCSH.txt,969,403,成功,h264,1280x720,25.0,有音频,2.268,否,否,0.5208,
TVB明珠,http://r.jdshipin.com/ZQ4kN,,,,,,,1920x1080,CCSH.txt,524,200,成功,hevc,1920x1080,50.0,有音频,0.204,否,否,0.7917,
黑冰,https://live.metshop.top/yy/1354932427,,,,,,,720x540,CCSH.txt,5953,200,成功,h264,720x540,25.0,有音频,12.082,否,否,0.5885,
黑龙江卫视,http://124.116.183.146:9901/tsfile/live/0143_1.m3u8,,,,,,,720x576,CCSH.txt,277,200,成功,h264,720x576,25.0,有音频,5.194,否,否,0.6198,
勇敢的心,http://jiaojirentv.top/2020/yy.php?id=1354744544,,,,,,,800x600,CCSH.txt,1659,200,成功,h264,800x600,24.0,有音频,3.755,否,否,0.5833,
刀刀影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=747764,,,,,,,1280x720,CCSH.txt,5321,200,成功,h264,1280x720,30.0,有音频,3.831,否,否,0.5677,
电影_功夫片,http://live.nctv.top/huya.php?id=11352941,,,,,,,1920x1036,CCSH.txt,2076,200,成功,h264,1920x1036,60.0,有音频,1.802,否,否,0.5312,
鹿鼎记,http://live.nctv.top/huya.php?id=23865080,,,,,,,1920x1036,CCSH.txt,1383,200,成功,h264,1920x1036,60.0,有音频,2.665,否,否,0.5885,
TVB明珠,http://php.jdshipin.com/smt.php?id=pearl_twn,,,,,,,1280x720,CCSH.txt,233,200,成功,h264,1280x720,25.0,有音频,0.341,否,否,0.6302,
你是我的荣耀,http://live.nctv.top/huya.php?id=11352920,,,,,,,1920x1036,CCSH.txt,1042,200,成功,h264,1920x1036,60.0,有音频,1.532,否,否,0.5312,
农林卫视,https://iptv.catvod.com/live.php?id=%E5%86%9C%E6%9E%97%E5%8D%AB%E8%A7%86,,,,,,,1920x1080,CCSH.txt,25,403,成功,h264,1920x1080,30.0,有音频,0.395,否,否,0.5156,
兵团卫视,http://120.238.94.10:9901/tsfile/live/1080_1.m3u8,,,,,,,720x576,CCSH.txt,891,200,成功,h264,720x576,50.0,有音频,3.112,否,否,0.5833,
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8,,,,,,,1920x1080,CCSH.txt,25,200,成功,h264,1920x1080,29.97002997002997,有音频,0.788,否,否,0.6042,
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8,,,,,,,1920x1080,CCSH.txt,12,200,成功,h264,1920x1080,29.97002997002997,有音频,0.621,否,否,0.6042,
重庆卫视,http://124.116.183.146:9901/tsfile/live/0142_1.m3u8,,,,,,,720x576,CCSH.txt,282,200,成功,h264,720x576,25.0,有音频,2.705,否,否,0.5573,
农林卫视,http://124.116.183.146:9901/tsfile/live/1004_1.m3u8,,,,,,,720x576,CCSH.txt,514,200,成功,h264,720x576,50.0,有音频,2.981,否,否,0.5833,
倚天屠龙记,http://live.nctv.top/huya.php?id=23734246,,,,,,,1920x1036,CCSH.txt,3118,200,成功,h264,1920x1036,60.0,有音频,2.501,否,否,0.5469,
TVB无线新闻,http://hls.168.us.kg/u/83/master.m3u8,,,,,,,1920x1080,CCSH.txt,291,200,成功,h264,1920x1080,25.0,有音频,1.169,否,否,0.5469,
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8,,,,,,,1024x576,CCSH.txt,1102,200,成功,h264,1024x576,25.0,有音频,4.879,否,否,0.6094,
NewTV古装剧场,https://iptv.catvod.com/live.php?id=NewTV%E5%8F%A4%E8%A3%85%E5%89%A7%E5%9C%BA,,,,,,,1920x1080,CCSH.txt,24,403,成功,h264,1920x1080,30.0,有音频,0.431,否,否,0.5156,
隋唐英雄传,http://zzy789.xyz/douyu1.php?id=7552568,,,,,,,720x1280,CCSH.txt,4820,200,成功,h264,720x1280,25.0,有音频,5.741,否,否,0.5469,
辽宁卫视,https://migu.188766.xyz/?migutoken=2e1ffcc4c1858f6a20860f73e7330392&id=%E8%BE%BD%E5%AE%81%E5%8D%AB%E8%A7%86&type=yy,,,,,,,1920x1080,CCSH.txt,40,403,成功,h264,1920x1080,28.0,有音频,0.450,否,否,0.5469,
